,Species,Responder,PearsonCoef,PearsonP,SpearmanCoef,SpearmanP,PearsonPCorrected,SpearmanCorrected
33,Bacteroides,Parasutterella,0.4262125902992776,0.07778293683965698,0.5223247088127977,0.02616848735328231,0.21254639717813245,0.23268264485525694
34,Bacteroides,Bacteroides,0.38906088751289986,0.11054194705770316,0.6686730137704632,0.0024136509674190613,0.2705974745683359,0.05156436157667995
35,Bacteroides-acidifaciens,Bacteroides-acidifaciens,0.7027863777089782,0.0011427190651563898,0.41563099423667993,0.08627427525942104,0.009590677868276842,0.3802934617639986
36,Bacteroides-acidifaciens,Muribaculaceae,0.5314757481940144,0.023216334307843867,0.18159487261087615,0.47081045999086824,0.0924718400397171,0.6915028631115877
37,Bacteroides-acidifaciens,Faecalibaculum,-0.15995872033023736,0.5260613631447346,0.15304198654033502,0.5443308227876046,0.7064252590800723,0.7524573138534534
38,Bacteroides-acidifaciens,Parasutterella,-0.38906088751289986,0.11054194705770316,0.040255025129769945,0.8739919528700659,0.2705974745683359,0.9347277945360936
39,Bacteroides-acidifaciens,Bacteroides,-0.4901960784313726,0.038903445723445826,-0.4010889266441868,0.09901908742112403,0.132497242681301,0.3951739841593487
40,Bacteroides-caecimuris,Bacteroides-acidifaciens,0.051818176302702176,0.8381978175599162,-0.04561188383765621,0.8573764760501453,0.8994360142766223,0.9270758333662623
41,Bacteroides-caecimuris,Muribaculaceae,0.8919341410401291,6.629883208624856e-07,0.5482513571048677,0.018486185145893685,4.9876521070676124e-05,0.19746606860386437
42,Bacteroides-caecimuris,Faecalibaculum,0.13560926989856104,0.5915950064076738,0.4136343821914347,0.08794929217257681,0.7520763625850673,0.3802934617639986
43,Bacteroides-caecimuris,Parasutterella,-0.06945840653340932,0.7841910335381733,0.2541937219039135,0.30873762704913904,0.8681774643824006,0.577580738069945
44,Bacteroides-caecimuris,Bacteroides,-0.6493809753679061,0.0035407907347868904,-0.3725598403344744,0.12786074029482694,0.020188107940791605,0.4031578810770051
45,Bacteroides-nordii,Bacteroides-acidifaciens,-0.07012230125638468,0.7821751087521553,-0.08393526146213871,0.7405487434093502,0.8681774643824006,0.8658156950308323
46,Bacteroides-nordii,Muribaculaceae,0.3038633054443336,0.2202452537056309,0.30249698941676406,0.22243122607543045,0.40122197380483143,0.5227133812772615
47,Bacteroides-nordii,Faecalibaculum,0.2571151046067438,0.3030186296827211,0.19846286634115923,0.4298438405828196,0.4945095692738851,0.6693486189900417
48,Bacteroides-nordii,Parasutterella,0.023374100418794893,0.9266500112348955,0.019993925042339045,0.9372358479556439,0.9550997922815809,0.9576105403025057
49,Bacteroides-nordii,Bacteroides,-0.16361870293156427,0.5165101208418833,-0.16056302134559788,0.5244787596742047,0.7016177942071826,0.746984900142049
50,Bacteroides-uniformis,Bacteroides-acidifaciens,0.9276131525750908,3.015299474113313e-08,0.8533083959476805,6.732686822171586e-06,7.085953764166286e-06,0.0015821814032103225
51,Bacteroides-uniformis,Muribaculaceae,0.22854237092429777,0.36168020446516547,-0.06128706453373767,0.8091069027873649,0.5591766319033807,0.9097613500240705
52,Bacteroides-uniformis,Faecalibaculum,-0.6483984912648629,0.0036080873766521165,-0.42644292474972223,0.07760520725715953,0.020188107940791605,0.3721882388863773
53,Bacteroides-uniformis,Parasutterella,-0.7931764637960922,8.594111248770254e-05,-0.5020462248144553,0.033749614165317667,0.001587261914843959,0.25409586896771263
54,Bacteroides-uniformis,Bacteroides,-0.433299789218465,0.07244985810856655,-0.4008774408448851,0.09921389389532582,0.20268710304182308,0.3951739841593487
55,Bifidobacterium-choerinum,Bacteroides-acidifaciens,-0.13416756529538154,0.5955785676549838,-0.1460881251813705,0.5629799319690137,0.7520763625850673,0.7581865405389392
56,Bifidobacterium-choerinum,Muribaculaceae,0.47431068857944736,0.04673258573792585,0.41840923233798105,0.08398235882961698,0.1504405157316791,0.3802934617639986
57,Bifidobacterium-choerinum,Faecalibaculum,0.3099081789921489,0.21074127360966227,0.2588899916588967,0.2995753148030883,0.39074020234602086,0.577580738069945
58,Bifidobacterium-choerinum,Parasutterella,0.06613894063856836,0.7942900206051751,0.027454293576976742,0.9138876515246263,0.8681774643824006,0.9450481530797578
59,Bifidobacterium-choerinum,Bacteroides,-0.36659869953949314,0.13456083530106516,-0.21545805442440383,0.3905409613669813,0.3011599647214316,0.6475782612951807
60,Blautia,Bacteroides-acidifaciens,-0.17647058823529413,0.48362814549353283,-0.1716267234725205,0.49589944895543414,0.6685447893587071,0.7193603117563396
61,Blautia,Muribaculaceae,0.054695562435500514,0.8293348337875046,-0.08434431713815255,0.7393258114024956,0.8940077336700164,0.8658156950308323
62,Blautia,Faecalibaculum,0.15583075335397317,0.5369306230900768,0.2535159366644532,0.31007362197949845,0.7128739911082941,0.577580738069945
63,Blautia,Parasutterella,0.13519091847265222,0.5927498112228585,0.23904300537878675,0.3394192140985483,0.7520763625850673,0.6042690554027186
64,Blautia,Bacteroides,-0.16821465428276572,0.5046325110850312,0.21381289308208362,0.3942567199005789,0.693500819327382,0.6475782612951807
65,Candidatus-Saccharimonas,Bacteroides-acidifaciens,0.5465979732130555,0.018915424136490482,0.03522688115123665,0.8896337522572808,0.07664008055302178,0.9380654979580669
66,Candidatus-Saccharimonas,Muribaculaceae,0.610718120070741,0.00709901888471317,0.43918092739554365,0.06823340337417333,0.03475561328974156,0.35752717441896664
67,Candidatus-Saccharimonas,Faecalibaculum,-0.3994369804249252,0.10054809237666128,0.14968185982666848,0.5533074416706749,0.25137023094165317,0.7565991613158062
68,Candidatus-Saccharimonas,Parasutterella,-0.48563127620083013,0.041041929692630943,0.015850742289116627,0.9502247278384175,0.1377836211109753,0.962512116560466
69,Candidatus-Saccharimonas,Bacteroides,-0.5013985254281298,0.03401692697878576,-0.271774703883261,0.27528920824391084,0.12112087636385836,0.5482454570959242
70,Christensenella-sp.-Marseille-P2437,Bacteroides-acidifaciens,-0.13416756529538154,0.5955785676549838,-0.1425077046673514,0.5726891005778824,0.7520763625850673,0.760167105048446
71,Christensenella-sp.-Marseille-P2437,Muribaculaceae,0.47431068857944736,0.04673258573792585,0.412390327612882,0.08900485275327627,0.1504405157316791,0.3802934617639986
72,Christensenella-sp.-Marseille-P2437,Faecalibaculum,0.3099081789921489,0.21074127360966227,0.2559361185934952,0.3053189520165831,0.39074020234602086,0.577580738069945
73,Christensenella-sp.-Marseille-P2437,Parasutterella,0.06613894063856836,0.7942900206051751,0.027069269725302224,0.9150911511735459,0.8681774643824006,0.9450481530797578
74,Christensenella-sp.-Marseille-P2437,Bacteroides,-0.36659869953949314,0.13456083530106516,-0.21268560545510032,0.39681391330428095,0.3011599647214316,0.6475782612951807
75,Christensenellaceae,Bacteroides-acidifaciens,0.40350877192982454,0.09680965248246652,0.4385640035465136,0.06866695174123175,0.24728552536282208,0.35752717441896664
76,Christensenellaceae,Muribaculaceae,0.16408668730650156,0.5152947310342115,0.1488094796572233,0.5556486688155456,0.7016177942071826,0.7565991613158062
77,Christensenellaceae,Faecalibaculum,-0.07946336429308565,0.7539561864360347,0.03979173852428347,0.875431396289486,0.8506633384688902,0.9347277945360936
78,Christensenellaceae,Parasutterella,-0.16202270381836945,0.5206651056985048,-0.035056568474059024,0.8901642810410593,0.7031971255123485,0.9380654979580669
79,Christensenellaceae,Bacteroides,-0.029927760577915376,0.9061604960497216,-0.29379056849208923,0.2366892227191381,0.9422465335030291,0.5365021007476687
80,Clostridia-vadinBB60-group,Bacteroides-acidifaciens,0.09803921568627451,0.6987424830235279,0.06273708930050673,0.8046720375809938,0.8240343562675168,0.9097613500240705
81,Clostridia-vadinBB60-group,Muribaculaceae,-0.31888544891640863,0.1971279138888988,-0.4085022153034414,0.09236318418069818,0.3828517335858779,0.38150285808194084
82,Clostridia-vadinBB60-group,Faecalibaculum,0.3457172342621259,0.15995306278645896,0.2791774622507368,0.2619020846209371,0.3480460162483135,0.5445056558064398
83,Clostridia-vadinBB60-group,Parasutterella,0.32920536635706915,0.18221199775917415,0.32900763610791356,0.18249047215974154,0.37234625629048634,0.4661441408428181
84,Clostridia-vadinBB60-group,Bacteroides,0.005159958720330237,0.9837879533049654,0.21578927947326695,0.3897951875090113,0.9965093492528745,0.6475782612951807
85,Clostridiales-bacterium-CIEAF-012,Bacteroides-acidifaciens,0.511893545735418,0.029881609326117744,0.3758429757448676,0.12427230417788189,0.11326093857480113,0.4031578810770051
86,Clostridiales-bacterium-CIEAF-012,Muribaculaceae,0.47880143772827993,0.04440773595333607,0.37668199946842595,0.12336674883267368,0.14698335139484472,0.4031578810770051
87,Clostridiales-bacterium-CIEAF-012,Faecalibaculum,-0.025853209380576666,0.9188934300398456,0.21302186219983382,0.3960501888882345,0.9512773394685626,0.6475782612951807
88,Clostridiales-bacterium-CIEAF-012,Parasutterella,-0.21406457367117482,0.3936870274390132,0.07406888043560482,0.7702189151282794,0.5930541759497955,0.8872619855644396
89,Clostridiales-bacterium-CIEAF-012,Bacteroides,-0.4250267622166804,0.07870267391624072,-0.38911271952681736,0.11049033170165133,0.21258768241743184,0.4031578810770051
90,Clostridium-sensu-stricto-1,Bacteroides-acidifaciens,-0.46784861674540873,0.050238558649251634,-0.27584663219666977,0.26787436758435346,0.15741415043432178,0.5445056558064398
91,Clostridium-sensu-stricto-1,Muribaculaceae,0.379673156826651,0.12017622923147842,0.4469770413741535,0.06292798377615061,0.2852385668183355,0.3523170532419136
92,Clostridium-sensu-stricto-1,Faecalibaculum,0.2748999632761271,0.26958705572194447,0.2791921544921574,0.2618759264589943,0.4557766769399781,0.5445056558064398
93,Clostridium-sensu-stricto-1,Parasutterella,0.29875920537179096,0.22848272191299754,0.1835441928743436,0.4659793852317846,0.41137989896978056,0.6915028631115877
94,Clostridium-sensu-stricto-1,Bacteroides,-0.14937960268589548,0.5541181219915092,-0.09098666668544714,0.719552642718716,0.7253251295083484,0.8497229700447149
95,Colidextribacter,Bacteroides-acidifaciens,0.2693498452012384,0.2797642200565713,0.38393377416142166,0.11573291860122945,0.46960422652353045,0.4031578810770051
96,Colidextribacter,Muribaculaceae,0.29411764705882354,0.23614329729664102,0.3768688975844585,0.12316566497964866,0.41724567567451604,0.4031578810770051
97,Colidextribacter,Faecalibaculum,-0.26109391124871,0.2953326016338095,-0.28588060157080125,0.2501369172017222,0.48533679289472187,0.5445056558064398
98,Colidextribacter,Parasutterella,-0.2982456140350877,0.229322411766133,-0.36540197941231006,0.13593484684403312,0.41137989896978056,0.4043631520044023
99,Colidextribacter,Bacteroides,-0.36016511867905054,0.1420624863236748,-0.4319787400517121,0.07342285493944882,0.31494985175531676,0.3594660606410515
100,Coriobacteriaceae-UCG-002,Bacteroides-acidifaciens,0.18693646735219183,0.4576318269014634,-0.016682349078883538,0.9476165815761438,0.6517786625566298,0.962512116560466
101,Coriobacteriaceae-UCG-002,Muribaculaceae,0.6061273335358948,0.00766614645370089,0.3737306287568607,0.12657284297749527,0.03532440032587665,0.4031578810770051
102,Coriobacteriaceae-UCG-002,Faecalibaculum,-0.2061965882309025,0.41170838838814194,-0.23524202240950798,0.3473836574034296,0.6009408153491513,0.6137981916526762
103,Coriobacteriaceae-UCG-002,Parasutterella,-0.28776886489367715,0.24688386568518905,-0.18511671572325505,0.462100336811936,0.4266007973236723,0.6915028631115877
104,Coriobacteriaceae-UCG-002,Bacteroides,-0.6072602818228777,0.007522901577567379,-0.36725265435177945,0.13381410520853787,0.03532440032587665,0.4031578810770051
105,Desulfovibrio,Bacteroides-acidifaciens,0.8850682566257554,1.0612025759718325e-06,0.8242922297914058,2.5900879266682388e-05,4.9876521070676124e-05,0.0030433533138351804
106,Desulfovibrio,Muribaculaceae,0.21128113964581569,0.40001246845675886,-0.0797199373439122,0.7531850875259866,0.5949552537173313,0.8762301760822121
107,Desulfovibrio,Faecalibaculum,-0.6958612658981591,0.0013406532592268258,-0.3862063843751389,0.11341110775816217,0.010122422041862022,0.4031578810770051
108,Desulfovibrio,Parasutterella,-0.7925670611589305,8.780597826796368e-05,-0.4651830339252609,0.05174126535046639,0.001587261914843959,0.31997887782525264
109,Desulfovibrio,Bacteroides,-0.37946513140367893,0.12039621422218205,-0.3621597318679303,0.13970645509795263,0.2852385668183355,0.41038771185023587
110,Desulfovibrio-fairfieldensis,Bacteroides-acidifaciens,0.707008065147477,0.0010344504557661053,0.5866540138397514,0.010492320659392073,0.00947660379683241,0.13698307527539652
111,Desulfovibrio-fairfieldensis,Muribaculaceae,0.3412775773117897,0.16574580751464632,0.1901325216733651,0.4498370402752954,0.3558365088822501,0.6909261729718589
112,Desulfovibrio-fairfieldensis,Faecalibaculum,-0.6878710047374701,0.001603576088598182,-0.22401575763159903,0.37152497732560424,0.01046778835612702,0.6419733064082133
113,Desulfovibrio-fairfieldensis,Parasutterella,-0.7601665662863851,0.0002509785522082258,-0.3332981700932295,0.17651164526647084,0.003104208408891214,0.45582677623758955
114,Desulfovibrio-fairfieldensis,Bacteroides,-0.3795516981318035,0.12030463617981406,-0.35420745848091595,0.14926317898260894,0.2852385668183355,0.4226126151917241
115,Faecalibaculum,Bacteroides-acidifaciens,0.18059855521155832,0.4732892668249995,-0.04492613027467929,0.8595004550425511,0.6620415339516362,0.9270758333662623
116,Faecalibaculum,Muribaculaceae,0.45098039215686275,0.060326235785684724,0.23935243210434973,0.3387755440611493,0.175020560612789,0.6042690554027186
117,Faecalibaculum,Faecalibaculum,0.1331269349845201,0.5984607651208833,0.22097648496182626,0.3782182376928917,0.7520763625850673,0.6475782612951807
118,Faecalibaculum,Parasutterella,-0.05056759545923632,0.8420557303322881,0.12684188108999855,0.6159881019625565,0.8994686210367623,0.7867239345717433
119,Faecalibaculum,Bacteroides,-0.5789473684210527,0.011818464080461773,-0.10891703411407871,0.6670463433261159,0.04959534033765208,0.8215939341393514
120,Family-XIII-AD3011-group,Bacteroides-acidifaciens,0.587203302373581,0.010402557727151924,0.7419896511054351,0.00042280963031788524,0.045311847767773875,0.014194323303529004
121,Family-XIII-AD3011-group,Muribaculaceae,0.08359133126934985,0.7415774315720882,0.00024812242707364374,0.9992203771538797,0.8506633384688902,0.9992203771538797
122,Family-XIII-AD3011-group,Faecalibaculum,-0.1847265221878225,0.4630613329179911,-0.14548626386763214,0.5646069982736781,0.6555386339501681,0.7581865405389392
123,Family-XIII-AD3011-group,Parasutterella,-0.2631578947368421,0.29139239227836833,-0.24688405984339332,0.32332701895195287,0.4822338886296941,0.5890065849124723
124,Family-XIII-AD3011-group,Bacteroides,-0.32301341589267285,0.19106788357348967,-0.3228140933914168,0.19135762033088355,0.3741746053314173,0.47335832397639616
125,Frisingicoccus,Bacteroides-acidifaciens,-0.7875492754549429,0.00010450976015730822,-0.3769678089487879,0.12305933962774537,0.0016373195757978288,0.4031578810770051
126,Frisingicoccus,Muribaculaceae,-0.7222466821336376,0.0007118817644433067,-0.3442475841471351,0.1618551039478452,0.007585444725418938,0.4398503886654679
127,Frisingicoccus,Faecalibaculum,0.42969106405418944,0.07513055046541764,0.25247134096823887,0.3121393775952469,0.20771387481615464,0.577580738069945
128,Frisingicoccus,Parasutterella,0.6882893336065588,0.0015888261693658835,0.38711534936765046,0.11249179651680834,0.01046778835612702,0.4031578810770051
129,Frisingicoccus,Bacteroides,0.7483677194621597,0.0003538235776395498,0.5206653892830104,0.026733750685497607,0.003959454321204486,0.23268264485525694
130,Gastranaerophilales,Bacteroides-acidifaciens,0.14883944257159137,0.5555681843042668,0.038630222443373496,0.8790418833722412,0.7253251295083484,0.9347277945360936
131,Gastranaerophilales,Muribaculaceae,0.8213732201173004,2.926233842066628e-05,0.44691749530769165,0.06296730313259732,0.0008001927398066066,0.3523170532419136
132,Gastranaerophilales,Faecalibaculum,-0.0011025143894191954,0.9965358105597497,0.20305722040324609,0.419020179030052,0.9967573972800612,0.6653360950815015
133,Gastranaerophilales,Parasutterella,-0.19514504692719759,0.4377502970064685,0.06249361367166774,0.8054163093384581,0.6272641451007323,0.9097613500240705
134,Gastranaerophilales,Bacteroides,-0.6361508026948757,0.004538598146069212,-0.2778221066713758,0.26432217576028266,0.0242402400983242,0.5445056558064398
135,Lachnospiraceae-NK4A136-group,Bacteroides-acidifaciens,0.20949432404540763,0.40410193596361976,0.10582629614828348,0.6760005519383692,0.5972575783110103,0.8215939341393514
136,Lachnospiraceae-NK4A136-group,Muribaculaceae,0.23426212590299278,0.3494541429806418,0.15886966907620864,0.528919028449637,0.543852474175171,0.7487709137690645
137,Lachnospiraceae-NK4A136-group,Faecalibaculum,-0.32301341589267285,0.19106788357348967,-0.2412808336155225,0.334780035214598,0.3741746053314173,0.6042690554027186
138,Lachnospiraceae-NK4A136-group,Parasutterella,-0.32507739938080493,0.188084781422369,-0.20392201957961084,0.4169991605159421,0.3741746053314173,0.6653360950815015
139,Lachnospiraceae-NK4A136-group,Bacteroides,-0.3126934984520124,0.2064536417438368,-0.21909425574369298,0.3823967535324268,0.39074020234602086,0.6475782612951807
140,Lachnospiraceae-bacterium-28-4,Bacteroides-acidifaciens,-0.3457172342621259,0.15995306278645896,-0.3392165057527279,0.16848281376792332,0.3480460162483135,0.43992734706068864
141,Lachnospiraceae-bacterium-28-4,Muribaculaceae,-0.2672858617131063,0.28360817850986736,-0.3434925611948484,0.16283822899530087,0.47268029751644564,0.4398503886654679
142,Lachnospiraceae-bacterium-28-4,Faecalibaculum,0.33952528379772956,0.1680708348883216,0.25265145198335137,0.3117826138605549,0.3558365088822501,0.577580738069945
143,Lachnospiraceae-bacterium-28-4,Parasutterella,0.3746130030959752,0.12560824850361174,0.37180600175746736,0.12869483057648223,0.2893915529249878,0.4031578810770051
144,Lachnospiraceae-bacterium-28-4,Bacteroides,0.3085655314757482,0.2128287059586837,0.4938859890941928,0.0372380665473133,0.39074020234602086,0.25738075407701844
145,Muribaculaceae,Bacteroides-acidifaciens,0.7770897832817338,0.00014812554588688426,0.7168034200738367,0.0008157256249334915,0.0021755939552136126,0.021299502428818944
146,Muribaculaceae,Muribaculaceae,0.4984520123839009,0.03525363586497097,0.4437501558223684,0.06508526625747328,0.12365081236221159,0.35569854815130747
147,Muribaculaceae,Faecalibaculum,-0.24458204334365324,0.3280041243603068,-0.2992886896489933,0.22761911909159427,0.5279518440046034,0.5296088414507392
148,Muribaculaceae,Parasutterella,-0.4716202270381837,0.04816897678955323,-0.49999854129451093,0.034600288540284276,0.15296904791277038,0.25409586896771263
149,Muribaculaceae,Bacteroides,-0.5232198142414861,0.025867451500141986,-0.7210753805253821,0.0007332391316800105,0.09965329676284208,0.021299502428818944
150,Muribaculum,Bacteroides-acidifaciens,0.09610732351118029,0.7044233895368068,-0.12552752252046354,0.6196790418573579,0.8240343562675168,0.7871598639809682
151,Muribaculum,Muribaculaceae,0.887642920518991,8.927501610082669e-07,0.8121872924176828,4.237656241695357e-05,4.9876521070676124e-05,0.0033194973893280297
152,Muribaculum,Faecalibaculum,0.11986418999709002,0.6356808856680554,0.33988919193740713,0.16758617679095072,0.7780469173541303,0.43992734706068864
153,Muribaculum,Parasutterella,-0.10366632648396974,0.6822829575079568,0.07730515559260269,0.7604511228586931,0.8232853965787417,0.8803251914866644
154,Muribaculum,Bacteroides,-0.7537405821438634,0.0003032993969333011,-0.5335544345761339,0.0225836023253624,0.003563767913966288,0.23074550202000713
155,NK4A214-group,Bacteroides-acidifaciens,0.422337873096991,0.08081772261328801,0.17829433984015536,0.479046806378878,0.2158200547059396,0.6992298105530207
156,NK4A214-group,Muribaculaceae,0.7205814081728907,0.0007424052284452577,0.6995168990060332,0.0012328992130458737,0.007585444725418938,0.028973131506578032
157,NK4A214-group,Faecalibaculum,-0.3347418697879855,0.17452984257516904,-0.14137111856381018,0.5757861476537165,0.3629602920811038,0.760167105048446
158,NK4A214-group,Parasutterella,-0.4598790173722791,0.05483194095647406,-0.3243110066783066,0.1891888163776636,0.16666386231141614,0.47335832397639616
159,NK4A214-group,Bacteroides,-0.6913827404032223,0.001483204571667048,-0.6255822929391004,0.005490891858033744,0.010251561010051657,0.08064747416487061
160,Negativibacillus,Bacteroides-acidifaciens,-0.4055727554179567,0.09495342479222932,-0.3828375669885353,0.11686482319001663,0.24520939369421857,0.4031578810770051
161,Negativibacillus,Muribaculaceae,-0.23426212590299278,0.3494541429806418,-0.3526003727600415,0.1512478186466716,0.543852474175171,0.42313377835675986
162,Negativibacillus,Faecalibaculum,0.3353973168214654,0.17363506116754215,0.35698832182660317,0.1458714998061632,0.3629602920811038,0.4180463713957116
163,Negativibacillus,Parasutterella,0.4406604747162023,0.06720191241367013,0.5258339539328466,0.02500371105909054,0.19027047490617446,0.23268264485525694
164,Negativibacillus,Bacteroides,0.0010319917440660476,0.9967573972800612,0.4961578381857167,0.03624026602325341,0.9967573972800612,0.25738075407701844
165,Odoribacter,Bacteroides-acidifaciens,0.22007619471507933,0.3802136895928109,-0.020000789662629803,0.9372143390075139,0.5839883467601996,0.9576105403025057
166,Odoribacter,Muribaculaceae,0.8664835685642012,3.3121059551530005e-06,0.7831674905824734,0.00012122749493728084,0.00011710387708748412,0.005697692262052199
167,Odoribacter,Faecalibaculum,-0.07973775170836207,0.7531315568748576,0.13452335167589557,0.5945944715068499,0.8506633384688902,0.7719872972602747
168,Odoribacter,Parasutterella,-0.29237175626399425,0.23906667041028196,-0.10284586073788414,0.6846745781141149,0.41925871303295714,0.8243729056629244
169,Odoribacter,Bacteroides,-0.6942500248741392,0.0013905674472449432,-0.47790273719835286,0.04486579529536567,0.010122422041862022,0.28495842957867384
170,Parabacteroides,Bacteroides-acidifaciens,0.6986584107327141,0.0012575339153336352,0.3110403084797813,0.20899155712895218,0.009850682336780143,0.49744602609450306
171,Parabacteroides,Muribaculaceae,0.49226006191950467,0.03796502128315261,0.29334708916012875,0.23743071692662784,0.1312026470814833,0.5365021007476687
172,Parabacteroides,Faecalibaculum,-0.45098039215686275,0.060326235785684724,-0.0447614119427851,0.8600107730801922,0.175020560612789,0.9270758333662623
173,Parabacteroides,Parasutterella,-0.5892672858617131,0.010070753912334262,-0.0596297297800034,0.8141826002046072,0.045311847767773875,0.9111091002289653
174,Parabacteroides,Bacteroides,-0.6780185758513931,0.001985197189957455,-0.40830637155872074,0.09253473579008778,0.012608684855135187,0.38150285808194084
175,Parasutterella,Bacteroides-acidifaciens,0.21775025799793604,0.3853959643781133,0.5090941223222625,0.030944370610621556,0.5848601766908941,0.2507561066722781
176,Parasutterella,Muribaculaceae,-0.32920536635706915,0.18221199775917415,-0.29118784228631955,0.24106209989185315,0.37234625629048634,0.5395199378531952
177,Parasutterella,Faecalibaculum,0.07739938080495357,0.7601672386317742,-0.13826275970714352,0.5842922342816587,0.8506633384688902,0.7670875701463117
