SampleID,A2,ASF356,Acetatifactor,Acetatifactor-muris,Acidovorax,Acinetobacter,Acinetobacter-sp.-CIP-56.2,Acutalibacter-muris,Adlercreutzia-mucosicola,Adlercreutzia-muris,Akkermansia,Akkermansia-muciniphila,Akkermansia-sp.-KLE1798,Alistipes,Alistipes-finegoldii,Alistipes-inops,Alistipes-obesi,Alistipes-shahii,Alistipes-sp.-N15.MGS-157,Alistipes-sp.-cv1,Allobaculum,Alloprevotella,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Alteromonas,Anaerofilum,Anaerofustis,Anaeroplasma,Anaerostipes,Anaerotruncus,Anaerotruncus-sp.-G3(2012),Anaerovoracaceae,Anaerovorax,Anoxybacillus,Arcobacteraceae,Asticcacaulis,Atopobiaceae,Bacilli,Bacillus,Bacteria,Bacteroidales,Bacteroides,Bacteroides-acidifaciens,Bacteroides-caccae,Bacteroides-caecimuris,Bacteroides-coprocola-DSM-17136,Bacteroides-faecichinchillae,Bacteroides-nordii,Bacteroides-sartorii,Bacteroides-sp.-Smarlab-3302398,Bacteroides-stercorirosoris,Bacteroides-uniformis,Bacteroides-vulgatus-ATCC-8482,Bacteroides-xylanisolvens,Bifidobacterium,Bifidobacterium-choerinum,Bilophila,Blautia,Bosea,Brachybacterium,Bradyrhizobium,Brevinema,Burkholderia-Caballeronia-Paraburkholderia,Burkholderiales,Burkholderiales-bacterium-YL45,Butyricicoccus,Butyricimonas,Butyricimonas-sp.-AT11,Butyricimonas-synergistica,Butyricimonas-virosa,Candidatus-Arthromitus,Candidatus-Gastranaerophilales-bacterium-Zag_111,Candidatus-Saccharimonas,Candidatus-Soleaferrea,Candidatus-Stoquefichus,Caproiciproducens,Catenibacterium,Cellulosimicrobium,Cetobacterium,Chloroplast,Christensenella-minuta,Christensenella-sp.-Marseille-P2437,Christensenellaceae,Christensenellaceae-R-7-group,Clostridia,Clostridia-UCG-014,Clostridia-vadinBB60-group,Clostridiales-bacterium-CIEAF-012,Clostridiales-bacterium-CIEAF-020,Clostridiales-bacterium-CIEAF-021,Clostridiales-bacterium-CIEAF-026,Clostridium-isatidis,Clostridium-sensu-stricto-1,Clostridium-sp.-ASF356,Clostridium-sp.-Clone-44,Clostridium-sp.-Clone-47,Clostridium-sp.-Clone-49,Clostridium-sp.-Culture-27,Clostridium-sp.-Culture-41,Clostridium-sp.-Culture-54,Clostridium-sp.-ND2,Colidextribacter,Collinsella,Coprococcus,Coriobacteriaceae-UCG-002,Corynebacterium,Corynebacterium-propinquum,Corynebacterium-tuberculostearicum,DNF00809,Defluviitaleaceae-UCG-011,Desmonostoc-PCC-7422,Desulfovibrio,Desulfovibrio-fairfieldensis,Desulfovibrionaceae,Devosia,Dialister,Dialister-invisus-DSM-15470,Dialister-sp.-Marseille-P5638,Dielma,Dorea-sp.-5-2,Dubosiella,Dubosiella-newyorkensis,Dyadobacter-fermentans,Eggerthella,Eisenbergiella,Elizabethkingia,Endozoicomonas,Enterobacterales,Enterobacteriaceae,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Erysipelatoclostridium-ramosum,Erysipelotrichaceae,Erysipelotrichaceae-UCG-003,Escherichia-Shigella,Ethanoligenenaceae,Eubacterium-plexicaudatum,Eubacterium-sp.-14-2,Faecalibacterium,Faecalibaculum,Faecalibaculum-rodentium,Faecalitalea,Family-XIII-AD3011-group,Family-XIII-UCG-001,Firmicutes,Flavobacterium,Flavonifractor,Frisingicoccus,Fusicatenibacter,Fusobacterium,GCA-900066575,Gastranaerophilales,Harryflintia,Helicobacter,Helicobacter-ganmani,Helicobacter-hepaticus,Helicobacter-mastomyrinus,Holdemanella,Incertae-Sedis,Intestinimonas,Klebsiella,Lachnoclostridium,Lachnospiraceae,Lachnospiraceae-AC2044-group,Lachnospiraceae-FCS020-group,Lachnospiraceae-NC2004-group,Lachnospiraceae-NK4A136-group,Lachnospiraceae-UCG-001,Lachnospiraceae-UCG-006,Lachnospiraceae-UCG-010,Lachnospiraceae-bacterium-10-1,Lachnospiraceae-bacterium-28-4,Lachnospiraceae-bacterium-3-2,Lachnospiraceae-bacterium-595,Lachnospiraceae-bacterium-A4,Lachnospiraceae-bacterium-COE1,Lachnospiraceae-bacterium-DW59,Lactobacillales,Lactobacillus,Lactobacillus-intestinalis,Lactobacillus-mucosae-LM1,Lactobacillus-murinus,Lactococcus,Lactococcus-raffinolactis,Leuconostoc,Lysinibacillus,Lysobacter,Malacoplasma-muris,Marvinbryantia,Megamonas,Megasphaera,Methyloprofundus,Micrococcaceae,Monoglobus,Morganella,Mucilaginibacter,Mucispirillum,Mucispirillum-schaedleri,Muribaculaceae,Muribaculum,Muribaculum-intestinale,NK4A214-group,Negativibacillus,Nostoc-PCC-73102,Nostocaceae,Odoribacter,Oscillibacter,Oscillospiraceae,Oscillospirales,Oxalobacter-formigenes,Paenarthrobacter,Paludicola,Parabacteroides,Parabacteroides-distasonis,Parabacteroides-goldsteinii,Parabacteroides-merdae,Parabacteroides-sp.,Parabacteroides-sp.-CT06,Paraprevotella,Parasutterella,Parasutterella-excrementihominis,Parvibacter,Pasteurellaceae-bacterium,Pedobacter,Peptococcaceae,Peptococcus,Peptoniphilus,Peptostreptococcaceae,Porphyromonas,Prevotella,Prevotellaceae,Prevotellaceae-UCG-001,Proteus,Providencia,Providencia-alcalifaciens,Pseudarthrobacter,Pseudomonas,RF39,Rhizobiaceae,Rhodococcus,Rhodospirillales,Rickettsia,Rikenella,Rikenella-sp.-Marseille-P3215,Rikenellaceae,Rikenellaceae-RC9-gut-group,Rikenellaceae-bacterium-DTU002,Romboutsia,Roseburia,Ruminiclostridium,Ruminococcaceae,Ruminococcus,Ruminococcus-sp.-N15.MGS-57,Shewanella,Sphingobium,Sphingomonas,Sphingopyxis,Streptococcus,Streptococcus-danieliae,Streptococcus-respiraculi,Streptomyces-sp.-Q1,Subdoligranulum,Subgroup-2,Tannerellaceae,Turicibacter,Turicimonas-muris,Tuzzerella,Tyzzerella,UBA1819,UCG-003,UCG-005,UCG-007,UCG-009,UCG-010,Vagococcus,Vagococcus-fluvialis,Veillonella,Verrucomicrobiaceae-bacterium-CHC8,Vibrio,Victivallis-vadensis,Wolbachia,Xanthobacteraceae,[Acetivibrio]-ethanolgignens-group,[Clostridium]-aldenense,[Clostridium]-cocleatum,[Clostridium]-innocuum-group,[Clostridium]-leptum,[Clostridium]-methylpentosum-group,[Eubacterium]-brachy-group,[Eubacterium]-coprostanoligenes-group,[Eubacterium]-fissicatena-group,[Eubacterium]-hallii-group,[Eubacterium]-nodatum-group,[Eubacterium]-oxidoreducens-group,[Eubacterium]-ventriosum-group,[Eubacterium]-xylanophilum-group,[Ruminococcus]-gnavus-group,[Ruminococcus]-torques-group,bacterium-enrichment-culture-clone-M153,gut-metagenome,human-gut-metagenome,marine-metagenome,metagenome,mouse-gut-metagenome
sample401,0,528691.7457,95683.47545,0,0,0,0,0,0,0,0,3246751.15,0,2254237.812,0,92439.96781,0,16217.53821,0,24326.30732,0,29485106.22,0,9730.522927,0,0,0,0,2109901.721,0,0,16217.53821,0,30813.3226,0,0,0,3243.507642,0,0,3061871.214,1302268.318,0,84331.1987,0,0,0,496256.6693,0,129740.3057,471930.362,0,0,12974.03057,0,38922.09171,493013.1617,0,0,0,0,0,0,0,29191.56878,241641.3194,0,27569.81496,22704.5535,0,0,3060249.461,0,0,0,0,0,0,0,29191.56878,0,17839.29203,4865.261464,0,1052518.23,617888.2059,76222.4296,137849.0748,0,0,0,45409.10699,0,0,0,0,29191.56878,0,71357.16813,0,2280185.873,0,0,8108.769106,0,0,0,0,6487.015285,0,407060.2091,385977.4095,32902141.53,0,0,0,0,0,319485.5028,22704.5535,0,0,0,87574.70635,0,0,0,32435.07642,27569.81496,21082.79968,16217.53821,0,9730.522927,6487.015285,301646.2107,0,0,0,0,1256859.211,0,0,126496.7981,0,0,14595.78439,42165.59935,0,0,0,807633.403,72978.92196,30813.3226,441117.0394,16337548,277319.9034,721680.4504,0,134605.5672,241641.3194,0,1286050.78,6598916.299,0,186501.6894,0,8103903.845,0,421655.9935,9730.522927,10950081.8,228667.2888,1621.753821,71357.16813,0,19461.04585,85952.95252,0,517339.469,35678.58407,0,0,0,0,0,0,0,0,115144.5213,0,0,0,0,17839.29203,0,0,0,1131984.167,32452915.72,85952.95252,0,51896.12228,228667.2888,0,0,964943.5236,1177393.274,4190611.874,227045.535,0,0,0,4163042.059,0,312998.4875,0,0,0,0,147579.5977,0,0,0,0,332459.5334,24326.30732,0,34056.83025,0,0,123253.2904,8108.769106,0,0,0,0,0,61626.64521,0,0,21082.79968,0,1117388.383,11352.27675,358407.5945,1980161.416,0,0,682758.3587,0,1631484.344,0,0,0,0,0,0,16217.53821,0,0,0,0,0,0,30813.3226,0,627618.7288,0,94061.72163,63248.39903,11352.27675,0,671406.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34056.83025,84331.1987,0,128118.5519,0,0,0,94061.72163,0,4865.261464,0,510852.4537
sample402,16495.89506,263934.321,230942.5309,0,0,0,0,0,0,0,0,616946.4753,0,3803953.401,0,122069.6235,0,36290.96914,0,65983.58025,0,21744888.87,0,0,13196.71605,0,0,0,2725121.864,0,0,0,0,0,0,0,0,0,0,46188.50617,1332868.321,1075532.358,0,92377.01235,0,0,0,171557.3086,0,65983.58025,320020.3642,0,0,0,0,56086.04321,356311.3333,0,0,0,23094.25309,0,0,0,0,597151.4013,0,0,0,0,0,329917.9012,0,0,0,0,0,0,0,0,0,0,0,0,389303.1235,2127970.463,0,122069.6235,0,0,0,65983.58025,0,0,0,0,23094.25309,0,72581.93827,0,1748564.877,0,0,0,0,0,0,0,0,0,339815.4383,237540.8889,38709267.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224344.1728,0,0,0,0,329917.9012,0,0,112172.0864,0,0,0,0,0,0,0,1306474.889,273831.858,23094.25309,389303.1235,6977763.611,263934.321,847889.0062,0,214446.6358,300225.2901,0,1098626.611,8878090.723,0,234241.7099,0,5446944.55,0,917171.7655,0,280430.2161,326618.7222,0,0,0,0,82479.47531,0,405799.0185,23094.25309,0,0,0,0,0,0,0,0,0,0,0,52786.8642,0,6598.358025,0,0,0,600450.5803,40685475.58,164958.9506,0,52786.8642,240840.0679,0,0,1322970.784,1398851.901,3850141.908,161659.7716,0,0,0,3134220.062,0,273831.858,0,0,0,32991.79012,62684.40124,0,0,0,0,184754.0247,9897.537037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385655.185,0,663134.9815,3599404.303,0,0,2230245.012,0,2325921.204,0,0,0,0,0,0,0,0,0,0,0,0,0,9897.537037,0,663134.9815,0,135266.3395,171557.3086,9897.537037,0,145163.8765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158360.5926,0,0,0,46188.50617,0,0,0,125368.8025
sample403,101115.3384,208971.6993,88981.49777,0,0,0,0,0,0,0,0,82240.47522,0,2256894.353,0,199534.2677,0,12133.84061,0,31008.70377,0,6914940.941,0,0,0,0,0,0,2713935.682,0,0,5392.818047,0,0,0,0,0,0,0,0,3013237.084,661968.4153,0,109204.5654,0,0,0,165829.1549,0,52579.97596,239980.4031,0,0,22919.4767,0,31008.70377,624218.6889,0,0,0,24267.68121,0,0,0,13482.04512,132124.0421,0,0,9437.431582,0,0,1616497.21,0,0,0,0,0,0,0,14830.24963,0,0,6741.022559,0,474567.9881,420639.8077,21571.27219,63365.61205,0,0,0,13482.04512,0,0,0,0,26964.09023,0,67410.22559,0,1961637.565,0,0,0,0,0,8089.22707,0,0,0,199534.2677,221105.5399,27043634.3,0,0,0,0,0,556808.4633,0,0,0,0,0,0,0,0,31008.70377,25615.88572,0,0,0,0,0,266944.4933,0,0,0,0,159088.1324,0,0,4044.613535,0,0,0,0,0,0,0,301997.8106,171221.973,35053.3173,710503.7777,27294400.34,463782.352,529844.3731,0,97070.72484,280426.5384,0,846672.4334,7984067.118,0,411202.3761,0,3374555.893,0,498835.6693,0,421988.0122,424684.4212,0,45838.9534,0,0,241328.6076,0,49883.56693,9437.431582,2696.409023,0,0,0,0,0,0,9437.431582,26964.09023,10785.63609,0,0,0,13482.04512,0,0,0,4272460.098,11684888.5,36401.52182,0,64713.81656,203578.8813,0,0,1596274.142,1785022.774,3963721.264,140213.2692,0,2696.409023,0,4609511.226,0,318176.2648,0,0,0,0,86285.08875,0,0,9437.431582,0,203578.8813,13482.04512,0,0,0,0,45838.9534,0,0,0,0,0,0,4044.613535,0,0,0,0,1261919.423,5392.818047,590513.5761,3907096.675,0,0,1934673.474,0,1539649.552,0,0,0,0,0,0,28312.29475,0,0,0,0,0,0,6741.022559,0,498835.6693,0,79544.06619,0,8089.22707,0,190096.8362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2696.409023,0,0,0,12133.84061,0,0,198186.0632,0,0,0,16178.45414,2696.409023,0,0,416595.1941
sample404,7393.952509,38554.18094,25350.69432,0,0,0,0,0,0,0,0,4050829.696,0,689222.0018,0,11619.06823,3168.83679,0,0,8450.231439,0,6663007.49,0,0,0,0,0,0,249809.9669,0,3696.976255,7393.952509,0,9506.510369,0,0,0,0,0,0,476909.9369,760520.8295,0,39082.32041,3168.83679,0,0,312130.4238,0,30103.9495,123584.6348,0,0,11619.06823,0,5281.39465,42779.29666,0,0,0,0,0,0,0,0,85558.59332,0,2640.697325,0,0,0,681828.0493,0,0,0,0,0,0,0,6337.673579,0,7922.091974,2112.55786,1584.418395,524970.6282,392935.7619,10562.7893,14259.76555,0,0,0,12675.34716,0,0,0,0,0,0,14259.76555,0,306849.0291,0,0,5809.534114,0,0,0,0,0,0,20597.43913,55454.64382,2835052.648,0,0,0,0,0,73939.52509,34329.06522,0,0,0,0,0,0,0,0,8978.370904,7393.952509,3696.976255,0,7922.091974,0,119359.5191,0,0,3168.83679,0,2003232.991,0,0,50173.24917,0,0,0,0,0,0,0,139428.8187,144182.0739,2640.697325,79220.91974,564581.088,17428.60234,423567.8509,0,36441.62308,41723.01773,0,235022.0619,1246409.137,0,80805.33814,0,474797.379,0,83974.17493,0,33800.92576,27463.25218,0,11619.06823,0,0,95065.10369,0,175870.4418,8450.231439,0,0,0,0,0,0,0,0,10562.7893,2640.697325,0,0,0,1584.418395,0,0,0,33800.92576,10603456.04,36969.76255,0,8978.370904,40666.7388,0,0,182736.2549,216009.0412,730945.0195,35385.34415,0,0,0,698728.5121,0,81861.61707,0,0,0,0,36969.76255,0,5281.39465,0,0,26935.11271,0,0,0,0,0,78692.78028,2640.697325,0,0,0,0,0,0,0,0,0,0,638520.6131,0,51229.5281,1131274.734,0,0,695031.5359,0,362831.8124,0,0,0,7393.952509,0,0,6337.673579,0,0,0,4753.255185,0,0,12675.34716,0,147350.9107,0,18484.88127,0,0,0,113021.8455,0,0,0,27991.39164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18484.88127,0,0,66017.43312,0,0,0,32216.50736,0,0,0,54398.36489
sample405,30691.30657,109124.6456,151751.4603,0,0,0,0,0,0,0,0,184147.8394,0,2792908.898,0,154309.0692,7672.826643,10230.43552,0,6820.29035,0,5665103.672,0,0,6820.29035,0,0,0,1057145.004,0,0,8525.362937,0,0,0,0,0,0,0,0,1143251.17,627466.7122,0,43479.35098,0,0,0,260023.5696,0,57972.46797,283042.0495,0,0,9377.899231,0,49447.10503,171359.795,0,0,0,7672.826643,0,0,0,26428.6251,216544.2186,0,19608.33476,0,0,0,1479150.47,5115.217762,0,0,0,0,0,0,11082.97182,0,9377.899231,0,0,387904.0136,634287.0025,0,66497.83091,0,0,0,34101.45175,0,0,0,0,10230.43552,0,52857.25021,0,1925879.487,0,0,4262.681469,0,0,0,0,0,0,140668.4885,177327.5491,23117374.14,0,0,0,0,0,437351.1187,0,0,0,0,7672.826643,0,0,0,0,17903.26217,0,0,0,5115.217762,0,407512.3484,0,0,0,0,359770.3159,0,0,14493.11699,0,0,0,24723.55252,0,0,0,413480.1024,63087.68573,25576.08881,34101.45175,2497931.341,40069.2058,265138.7873,0,149193.8514,94631.5286,0,543918.1554,6238008.061,0,314585.8924,0,3064867.976,0,518342.0666,0,104009.4278,156866.678,0,28133.69769,0,0,918181.5883,0,30691.30657,0,0,0,0,0,0,0,0,7672.826643,109124.6456,0,0,0,0,5115.217762,0,0,0,220806.9001,10585943.16,40069.2058,0,51152.17762,87811.23825,0,0,1608735.986,894310.5721,3322333.937,99746.74636,0,0,0,3619869.103,17050.72587,158571.7506,0,0,0,0,59677.54056,0,4262.681469,0,0,95484.06489,18755.79846,0,0,0,0,40921.7421,0,0,0,0,0,0,13640.5807,0,0,0,0,640254.7566,0,104009.4278,3118577.762,0,0,1611293.595,0,1352975.098,0,0,0,8525.362937,0,0,26428.6251,0,0,0,0,0,0,15345.65329,0,382788.7959,0,52004.71392,0,11082.97182,0,230184.7993,6820.29035,0,0,0,0,0,0,0,2557.608881,0,0,0,0,0,0,0,0,0,0,16198.18958,0,0,27281.1614,0,0,0,26428.6251,0,0,0,382788.7959
sample406,21101.41394,77742.05136,129940.2858,0,0,0,0,0,0,0,0,2892004.31,0,2611022.325,0,35539.22348,0,16659.01101,0,12216.60807,0,13888062.17,0,0,0,0,0,0,515318.7404,0,0,0,0,0,0,0,0,0,0,24433.21614,453125.0993,429802.4839,0,44424.02935,0,0,0,217677.7438,0,111060.0734,181027.9196,0,0,0,0,14437.80954,89958.65943,0,0,0,9995.406603,0,0,0,0,189912.7255,0,5553.003668,0,0,0,1645910.287,0,0,0,0,0,0,0,0,0,0,0,0,1003983.063,851830.7627,8884.805869,59972.43962,0,0,0,31096.82054,0,0,0,0,9995.406603,0,0,0,1290518.053,0,0,0,0,0,0,0,0,0,57751.23815,76631.45062,5672948.548,0,0,0,0,0,0,16659.01101,0,0,0,0,0,0,0,0,0,0,0,0,9995.406603,0,166590.1101,0,0,0,0,1118374.939,0,0,8884.805869,0,0,0,0,0,0,0,781862.9165,325406.015,6663.604402,49977.03302,4115886.319,85516.25649,174364.3152,0,148820.4983,75520.84989,0,360945.2384,2764285.226,0,81073.85356,0,2295611.717,0,265433.5753,0,917356.206,81073.85356,0,0,0,0,96622.26383,0,145488.6961,0,0,0,5553.003668,0,0,0,0,0,19990.81321,12216.60807,0,0,0,7774.205136,0,0,0,874042.7774,16252531.14,52198.23448,0,24433.21614,67746.64475,0,0,1274969.642,388710.2568,2019072.134,71078.44696,0,5553.003668,0,2984184.171,0,222120.1467,0,0,0,0,43313.42861,0,8884.805869,0,0,37760.42494,0,0,0,0,0,73299.64842,0,0,0,0,0,0,15548.41027,0,0,0,0,901807.7957,0,107728.2712,1766965.767,0,0,327627.2164,0,921798.609,0,0,0,0,0,0,9995.406603,0,0,0,0,0,0,14437.80954,0,274318.3812,0,228783.7511,0,6663.604402,0,114391.8756,5553.003668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15548.41027,0,0,78852.65209,0,0,0,37760.42494,0,0,0,0
sample407,54671.1863,70924.78222,56148.78593,0,0,0,0,0,0,0,0,2330174.616,0,5112494.719,0,85700.77852,10343.19741,23641.59407,0,28074.39296,0,12408881.69,0,0,0,0,0,0,1632747.591,0,0,0,0,0,0,0,0,0,0,0,2081937.878,2077505.079,0,128551.1678,0,0,0,492040.6767,0,178789.5552,450667.887,0,0,0,0,0,118207.9704,0,0,0,4432.798889,0,0,0,10343.19741,574786.2559,0,0,0,0,0,2176504.254,0,0,0,0,0,0,0,0,0,31029.59222,0,5910.398519,1037274.94,2978840.853,56148.78593,41372.78963,0,0,0,28074.39296,0,0,0,0,0,0,0,0,1651956.386,0,0,0,0,0,0,0,8865.597778,0,45805.58852,94566.3763,7730801.262,0,0,0,0,0,295519.9259,0,0,0,0,0,0,0,0,16253.59593,17731.19556,0,0,0,0,0,110819.9722,0,0,0,0,199475.95,0,0,10343.19741,0,0,0,0,0,0,0,626502.243,229027.9426,13298.39667,202431.1493,4432798.889,202431.1493,599905.4496,0,67969.58296,229027.9426,0,716635.8204,4443142.086,0,206863.9481,0,1490898.026,0,342803.1141,0,84223.17889,82745.57926,0,41372.78963,0,0,36939.99074,0,100476.7748,10343.19741,0,0,0,0,0,0,0,0,245281.5385,0,0,0,0,26596.79333,0,0,0,305863.1233,18285295.42,51715.98704,0,84223.17889,87178.37815,0,0,4097383.773,486130.2782,2373025.005,91611.17704,0,0,0,6686138.324,0,437369.4904,0,0,0,0,60581.58482,0,0,0,0,75357.58111,11820.79704,0,0,0,0,127073.5681,0,0,0,0,0,0,0,0,0,0,0,2018401.094,0,319161.52,10016647.89,0,0,657531.8352,0,1286989.277,0,0,0,0,0,0,17731.19556,0,0,0,0,0,0,20686.39481,0,307340.723,0,39895.19,0,0,0,220162.3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36939.99074,0,0,119685.57,0,0,0,203908.7489,0,0,0,39895.19
sample408,12315.77041,153067.4323,60699.15418,0,0,0,0,0,0,0,0,71255.52882,0,1795463.387,0,87969.78866,4398.489433,18473.65562,0,5278.18732,0,7630499.469,0,0,7037.583093,0,0,0,1390802.359,0,0,7917.28098,0,2639.09366,0,0,0,0,0,2639.09366,4000865.988,976464.6542,0,87969.78866,0,0,0,568284.8348,0,83571.29923,346600.9673,0,0,8796.978866,0,21112.74928,153067.4323,0,0,0,0,0,0,0,0,212007.1907,0,0,7037.583093,0,0,1359133.235,0,0,0,0,0,0,0,0,0,0,0,0,599074.2608,465360.182,30789.42603,36067.61335,0,0,0,49263.08165,0,0,0,0,7917.28098,0,30789.42603,0,798765.6811,0,0,34308.21758,0,0,0,0,0,0,82691.60134,146029.8492,13114536.09,0,0,0,0,0,146909.5471,139871.964,0,0,0,0,0,0,0,14075.16619,11436.07253,0,0,0,109082.5379,0,138992.2661,0,0,0,0,3898821.034,0,0,2639.09366,0,0,0,0,0,0,0,317570.9371,91488.58021,7917.28098,248074.804,5392548.045,138112.5682,468878.9736,0,68616.43516,52781.8732,0,515502.9616,3298867.075,0,172420.7858,0,1555305.864,0,312292.7498,0,84450.99712,76533.71614,0,26390.9366,41345.80067,0,358916.7377,0,535736.013,37827.00913,0,0,0,0,0,0,0,9676.676753,202330.5139,5278.18732,0,0,0,3518.791547,0,0,0,469758.6715,15048112.05,72135.2267,0,33428.51969,132834.3809,0,0,498788.7017,261270.2723,1534193.114,59819.45629,0,0,0,3928730.762,0,241916.9188,0,0,0,0,121398.3084,0,12315.77041,13195.4683,0,80932.20557,8796.978866,0,0,0,0,43105.19644,0,0,0,0,0,0,5278.18732,0,0,0,0,733668.0375,879.6978866,136353.1724,3592686.169,0,0,520781.1489,0,616668.2185,0,5278.18732,0,0,0,0,15834.56196,0,0,0,0,0,0,157465.9217,0,208488.3991,0,29030.03026,0,0,0,89729.18444,7037.583093,0,0,2639.09366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24631.54083,0,0,87969.78866,0,0,0,34308.21758,0,0,0,112601.3295
sample409,6937.232567,74575.2501,12573.73403,0,0,0,0,0,0,0,0,1704824.903,0,1195371.887,0,20378.12067,5202.924425,8237.963673,0,6937.232567,0,966009.635,0,0,0,0,0,0,318245.544,0,0,0,0,4769.34739,0,0,0,0,1300.731106,0,265349.1457,239768.1006,0,30783.96952,0,0,0,141779.6906,0,53329.97536,115765.0685,0,0,9538.69478,0,4335.770354,36854.04801,0,0,0,3035.039248,0,0,0,5636.501461,188172.4334,0,6503.655532,5202.924425,0,0,584895.4208,0,0,0,0,0,0,0,2167.885177,0,9105.117744,0,0,285293.6893,1042319.193,16909.50438,14741.61921,0,0,0,23413.15991,0,0,0,0,0,0,5202.924425,0,248006.0643,0,0,26014.62213,0,0,0,0,1734.308142,0,25147.46806,21245.27474,3577444.119,0,0,0,0,0,39889.08726,179500.8927,0,0,0,0,0,0,0,0,6937.232567,0,0,0,169528.6209,0,75875.9812,0,0,7370.809603,0,4537817.253,16909.50438,0,6070.078496,0,0,1734.308142,5202.924425,0,0,0,61134.362,179067.3156,2601.462213,196843.9741,1650194.197,40322.6643,523327.4818,0,22546.00584,37287.62505,0,95820.52483,1212714.968,0,51595.66722,0,1054459.35,0,87148.98412,0,43791.28058,19510.9666,0,0,0,0,44224.85762,0,222425.0192,7370.809603,0,0,1300.731106,0,0,0,0,0,6503.655532,0,0,0,0,0,0,0,0,334287.8943,14541306.61,73274.51899,0,15608.77328,21678.85177,0,0,586629.729,120967.9929,549342.1039,22546.00584,0,0,0,1533995.551,0,105359.2196,0,0,0,0,118800.1077,0,9538.69478,867.1540709,0,3902.193319,2167.885177,0,9538.69478,0,0,9972.271815,0,0,0,0,0,0,4335.770354,0,0,0,0,449185.8087,0,78477.44342,1063564.468,0,0,402793.0659,0,172997.2371,0,3035.039248,0,0,0,0,0,0,0,0,5636.501461,0,0,31217.54655,0,63735.82421,0,13874.46513,0,0,0,51162.09018,3035.039248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7370.809603,0,0,26014.62213,0,0,0,3902.193319,0,0,0,84113.94488
sample410,0,56775.46214,10918.3581,0,0,0,0,0,19653.04459,0,0,10726195,0,1505641.582,0,52408.1189,0,0,0,10918.3581,0,15710425.48,0,0,0,0,0,0,267499.7735,0,0,0,0,0,0,0,0,0,0,0,956448.1699,739172.8436,0,68785.65605,0,0,0,498968.9653,0,181244.7445,284969.1465,0,0,18561.20878,0,0,43673.43241,0,0,0,0,0,0,0,3275.507431,384326.2052,0,6551.014862,0,0,0,204173.2965,0,0,0,0,0,0,0,6551.014862,0,9826.522293,0,0,173601.8938,131020.2972,31663.2385,0,0,0,0,52408.1189,0,0,0,0,0,0,0,0,293703.833,0,0,58959.13376,0,0,0,0,0,0,0,34938.74593,2652069.183,0,0,0,0,0,0,146305.9986,0,0,0,0,0,0,0,13102.02972,10918.3581,0,0,0,114642.7601,0,159408.0283,0,0,9826.522293,0,5634964.617,0,0,62234.64119,0,0,0,0,0,0,0,29479.56688,53499.95471,0,20744.8804,433458.8167,18561.20878,620162.7403,0,14193.86553,62234.64119,0,44765.26822,605968.8747,0,43673.43241,0,468397.5626,0,87346.86483,0,25112.22364,27295.89526,0,0,0,0,104816.2378,0,218367.1621,18561.20878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26204.05945,17670270.75,87346.86483,0,36030.58174,21836.71621,0,0,490234.2788,77520.34254,301346.6837,21836.71621,0,0,0,3633629.577,16377.53716,231469.1918,0,0,0,0,330826.2505,0,7642.850672,0,0,0,0,0,0,0,0,44765.26822,0,0,0,0,0,0,0,0,0,0,0,567754.6214,0,100448.8946,2337620.47,0,0,299163.012,0,215091.6546,0,8734.686483,0,0,0,0,7642.850672,0,0,0,0,0,0,51316.28309,0,121193.7749,0,31663.2385,0,0,0,49132.61147,10918.3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22928.55202,0,0,26204.05945,0,0,0,108091.7452,0,0,0,0
