SampleID,A2,ASF356,Acetatifactor,Acidovorax,Acinetobacter,Akkermansia,Alistipes,Allobaculum,Alloprevotella,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Alteromonas,Anaerofilum,Anaerofustis,Anaeroplasma,Anaerostipes,Anaerotruncus,Anaerovoracaceae,Anaerovorax,Anoxybacillus,Arcobacteraceae,Asticcacaulis,Atopobiaceae,Bacilli,Bacillus,Bacteria,Bacteroidales,Bacteroides,Bifidobacterium,Bilophila,Blautia,Bosea,Brachybacterium,Bradyrhizobium,Brevinema,Burkholderia-Caballeronia-Paraburkholderia,Burkholderiales,Butyricicoccus,Butyricimonas,Candidatus-Arthromitus,Candidatus-Gastranaerophilales-bacterium-Zag_111,Candidatus-Saccharimonas,Candidatus-Soleaferrea,Candidatus-Stoquefichus,Caproiciproducens,Catenibacterium,Cellulosimicrobium,Cetobacterium,Chloroplast,Christensenella,Christensenella-sp.-Marseille-P2437,Christensenellaceae,Christensenellaceae-R-7-group,Clostridia,Clostridia-UCG-014,Clostridia-vadinBB60-group,Clostridium-sensu-stricto-1,Colidextribacter,Collinsella,Coprococcus,Coriobacteriaceae-UCG-002,Corynebacterium,DMER64,DNF00809,Defluviitaleaceae-UCG-011,Desmonostoc-PCC-7422,Desulfovibrio,Desulfovibrionaceae,Devosia,Dialister,Dielma,Dubosiella,Dyadobacter,Eggerthella,Eisenbergiella,Elizabethkingia,Endozoicomonas,Enterobacterales,Enterobacteriaceae,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Erysipelotrichaceae,Erysipelotrichaceae-UCG-003,Escherichia-Shigella,Ethanoligenenaceae,Faecalibacterium,Faecalibaculum,Faecalitalea,Family-XIII-AD3011-group,Family-XIII-UCG-001,Firmicutes,Flavobacteriaceae,Flavobacterium,Flavonifractor,Frisingicoccus,Fusicatenibacter,Fusobacterium,GCA-900066575,Gastranaerophilales,Harryflintia,Helicobacter,Holdemanella,Incertae-Sedis,Intestinimonas,Klebsiella,Lachnoclostridium,Lachnospiraceae,Lachnospiraceae-AC2044-group,Lachnospiraceae-FCS020-group,Lachnospiraceae-NC2004-group,Lachnospiraceae-NK4A136-group,Lachnospiraceae-UCG-001,Lachnospiraceae-UCG-006,Lachnospiraceae-UCG-010,Lactobacillales,Lactobacillus,Lactococcus,Leuconostoc,Luteolibacter,Lysinibacillus,Lysobacter,Marine-Methylotrophic-Group-2,Marvinbryantia,Megamonas,Megasphaera,Methyloprofundus,Micrococcaceae,Monoglobus,Morganella,Mucilaginibacter,Mucispirillum,Muribaculaceae,Muribaculum,Mycoplasma,NK4A214-group,Negativibacillus,Nostoc-PCC-73102,Nostocaceae,Odoribacter,Oscillibacter,Oscillospiraceae,Oscillospirales,Oxalobacter,Paenarthrobacter,Paludicola,Parabacteroides,Paraprevotella,Parasutterella,Parvibacter,Pedobacter,Peptococcaceae,Peptococcus,Peptoniphilus,Peptostreptococcaceae,Porphyromonas,Prevotella,Prevotellaceae,Prevotellaceae-UCG-001,Proteus,Providencia,Pseudarthrobacter,Pseudomonas,RF39,Rhizobiaceae,Rhodococcus,Rhodospirillales,Rickettsia,Rikenella,Rikenella-sp.-Marseille-P3215,Rikenellaceae,Rikenellaceae-RC9-gut-group,Rodentibacter,Romboutsia,Roseburia,Ruminiclostridium,Ruminococcaceae,Ruminococcus,Shewanella,Sphingobium,Sphingomonas,Sphingopyxis,Streptococcus,Subdoligranulum,Subgroup-2,Tannerellaceae,Turicibacter,Tuzzerella,Tyzzerella,UBA1819,UCG-003,UCG-005,UCG-007,UCG-009,UCG-010,Vagococcus,Veillonella,Vibrio,Victivallis,Wolbachia,Xanthobacteraceae,[Acetivibrio]-ethanolgignens-group,[Clostridium]-innocuum-group,[Clostridium]-methylpentosum-group,[Eubacterium]-brachy-group,[Eubacterium]-coprostanoligenes-group,[Eubacterium]-fissicatena-group,[Eubacterium]-hallii-group,[Eubacterium]-nodatum-group,[Eubacterium]-oxidoreducens-group,[Eubacterium]-ventriosum-group,[Eubacterium]-xylanophilum-group,[Ruminococcus]-gnavus-group,[Ruminococcus]-torques-group,gut-metagenome,metagenome,mouse-gut-metagenome
sample406,0.000277482,0.001022301,0.001708703,0,0,0.038029588,0.03518175,0,0.182626729,0,0,0,0,0,0,0.006776394,0,0,0,0,0,0,0,0,0,0.000321295,0.01889796,0,0.000189856,0.003519635,0,0,0,0.000131439,0,0,0,0.002570356,0,0,0.021643568,0,0,0,0,0,0,0,0,0,0,0,0,0.013202284,0.011201495,0.00040892,0.016970193,0,0,0,0,0,0,0,0,0.00176712,0.074598747,0,0,0,0.000219064,0,0,0,0,0,0,0,0,0,0,0.000131439,0,0.002190644,0,0,0.014706527,0,0.000116834,0,0,0.000116834,0,0,0,0,0,0.010281425,0.004279059,8.76258E-05,0.058198122,0,0.001956976,0.000993092,0,0.004746396,0.036481533,0,0.001066114,0,0.043038862,0,0.003490427,0,0,0.001913163,7.30215E-05,0,0,0,0,0,0.000379712,0.000160647,0,0,0,0.00010223,0,0,0.011493581,0.213719276,0.000686402,0,0.000321295,0.000890862,0,0,0.016765732,0.005111504,0.026550611,0.000934675,0,7.30215E-05,0,0.042162604,0,0.000569568,0.000116834,0,0.000496546,0,0,0,0,0,0.000963884,0,0,0,0,0,0.00020446,0,0,0,0,0.011858689,0,0.001416617,0.023235436,0,0,0.004308267,0,0.012121566,0,0,0,0,0,0.000131439,0,0,0,0.000189856,0.003607261,0,0.003008485,0,8.76258E-05,0,0.001504243,7.30215E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020446,0,0,0.001036905,0,0,0.000379712,0,0
sample407,0.000893716,0.000659975,0.00052248,0,0,0.021682937,0.048948164,0,0.11546817,0,0,0,0,0,0,0.01519318,0,0,0,0,0,0,0,0,0,0,0.050336862,0,0,0.002213667,0,0,0,4.12485E-05,0,0,9.62464E-05,0.005348549,0,0,0.020252991,0,0,0,0,0,0,0,0,0,0.000288739,0,5.49979E-05,0.009652138,0.027718961,0.00026124,0.015371924,0,0,0,0,0,0,8.24969E-05,0,0.001306201,0.071937302,0,0,0,0,0,0,0,0,0,0,0.000151244,0.000164994,0,0,0,0,0.001031211,0,0,0.00185618,0,9.62464E-05,0,0,0.000192493,0,0,0,0,0,0.005829781,0.00213117,0.000123745,0.050598103,0,0.000632476,0.00213117,0,0.009418397,0.041715936,0,0.001924928,0,0.015041936,0,0.00318988,0,0,0.001031211,0,0,0,0,0,0,0.002804895,0,0,0,0,0.000247491,0,0,0.002846143,0.170149869,0.000481232,0,0.000783721,0.00081122,0,0,0.03812732,0.00452358,0.022081672,0.000852468,0,0,0,0.066286264,0,0.000563729,0,0,0.000701224,0.000109996,0,0,0,0,0.001182456,0,0,0,0,0,0,0,0,0,0,0.018781796,0,0.002969889,0.093207755,0,0,0.006118521,0,0.011975801,0,0,0,0,0,0.000164994,0,0,0,0.000192493,0.002859893,0,0.000371236,0,0,0,0.002048673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343737,0,0,0.001113708,0,0,0.001704936,0,0
sample408,0.000472625,0.001869018,0.000741162,0,0,0.00087006,0.023341246,0,0.093171638,0,0,8.59319E-05,0,0,0,0.016982287,0,9.66734E-05,0,3.22245E-05,0,0,0,0,0,3.22245E-05,0.074041054,0.000107415,0.000257796,0.007186053,0,0,0,0,0,0,0,0.00267463,0,0,0.016595594,0,0,0,0,0,0,0,0,0,0,0,0,0.007314951,0.005682245,0.000601523,0.009753268,0,0,0.000418918,0,0,0,0,0,0.002792786,0.160134054,0,0,0,0.001707896,0,0,0,0,0,0,0.000171864,0.000139639,0,0,0.001331944,0,0.001697155,0,0,0.04760626,0,3.22245E-05,0,0,7.51904E-05,0,0,0,0,0,0.003877676,0.001117114,9.66734E-05,0.076286024,0,0.000837836,0.000644489,0,0.008088338,0.041032472,0,0.003200962,0,0.020967378,0,0.003813227,0,0,0.007003448,0,0,0,0,0,0,0.002846493,6.44489E-05,0,0,0,4.29659E-05,0,0,0.005735953,0.183743837,0.000880802,0.000118156,0.000408176,0.001621964,0,0,0.006090422,0.003190221,0.018733149,0.000730421,0,0,0,0.050925379,0,0.001482325,0.000150381,0,0.000988217,0.000107415,0,0,0,0,0.000526333,0,0,0,0,0,6.44489E-05,0,0,0,0,0.008958398,1.07415E-05,0.00166493,0.043868223,0.000161122,0,0.006358959,0,0.007529781,6.44489E-05,0,0,0,0,0.000193347,0,0,0,0.001922726,0.002545732,0,0.000354469,0,0,0,0.001095631,8.59319E-05,0,3.22245E-05,0,0,0,0,0,0,0,0,0,0,0,0.000300762,0,0,0.001074148,0,0,0.000343728,0,0
sample409,0.000163435,0.001756931,0.000296227,0,0,0.040164253,0.029122148,0,0.022758381,0,0,0,0,0,0,0.0074976,0,0,0,0.000112362,0,0,0,0,3.06441E-05,0,0.019949335,0.000224724,0.000102147,0.002369813,0,0,0,7.1503E-05,0,0,0.000132791,0.004708983,0,0,0.013779648,0,0,0,0,0,0,0,5.10736E-05,0,0.000214509,0,0,0.006721281,0.024556171,0.000551595,0.005842816,0,0,0.000612883,0,0,0,4.08589E-05,0,0.001092974,0.084281599,0,0,0,0.004228891,0,0,0,0,0,0,0,0.000163435,0,0,0.003993953,0,0.001787575,0,0,0.107305563,0,0.000143006,0,0,4.08589E-05,4.08589E-05,0.000122577,0,0,0,0.001440275,0.004218677,6.12883E-05,0.056793806,0,0.000531165,0.000878465,0,0.003197205,0.028836136,0,0.003054199,0,0.026221169,0,0.002053157,0,0,0.005413798,3.06441E-05,0,0,0,0,0,0.000551595,0,0,0,0,0,0,0,0.007875544,0.342581054,0.001726287,0,0.00036773,0.000510736,0,0,0.013820507,0.002849905,0.012942042,0.000531165,0,0,0,0.038621831,0,0.002798831,0.000224724,0,9.19324E-05,5.10736E-05,0,0.000224724,0,0,0.000234938,0,0,0,0,0,0.000102147,0,0,0,0,0.010582443,0,0.001848863,0.025056692,2.04294E-05,0,0.009663119,0,0.004075671,7.1503E-05,0,0,0,0,0,0.000132791,0,0,0.000735459,0.001501563,0,0.000326871,0,0,0,0.001205336,7.1503E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017365,0,0,0.000612883,0,0,5.10736E-05,0,0
sample410,0,0.000797424,0.000153351,0,0,0.150651741,0.022036497,0,0.220656341,0,0,0,0,0,0,0.003757092,0,0,0,0,0,0,0,0,0,0,0.038337678,0.000260696,0,0.002468946,0,0,0,0,0,0,4.60052E-05,0.005489956,0,0,0.002867658,0,0,0,0,0,0,0,9.20104E-05,0,0.000138016,0,0,0.002438276,0.001840209,0.000736083,0.004125134,0,0,0.000828094,0,0,0,0,0,0.000490722,0.037248888,0,0,0,0.0020549,0,0,0,0,0,0,0.000184021,0.000153351,0.000276031,0,0.001610182,0,0.00223892,0,0,0.079144303,0,0.000874099,0,0,0.000214691,0,0,0,0,0,0.000414047,0.000751418,0,0.015350406,0,0.000199356,0.000874099,0,0.000628738,0.008510965,0,0.000613403,0,0.006931452,0,0.001226806,0,0,0.00332771,0,0,0,0,0,0,0.000444717,0,0,0,0,0,0,0,0.000368042,0.248182794,0.001226806,0,0.000506057,0.000306701,0,0,0.006885447,0.00108879,0.00423248,0.000306701,0,0,0,0.054516179,0,0.004646527,0.000107345,0,0,0,0,0,0,0,0.000628738,0,0,0,0,0,0,0,0,0,0,0.007974237,0,0.001410827,0.032832388,0,0,0.004339825,0,0.003021009,0.000122681,0,0,0,0,0.000107345,0,0,0,0.000720748,0.001702193,0,0.000444717,0,0,0,0.000690078,0.000153351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000322036,0,0,0.000368042,0,0,0.001303481,0,0
sample411,0.000610495,0.001336011,0.001114817,0,0,0.005184785,0.031745751,0,0.132822523,0,0,0,0,0,0,0.009803314,0,0,0,5.30865E-05,0,0,0,0,0,0,0.048742291,0.00122099,0.000212346,0.002557002,0,0,0,0.000115021,0,0,0.000106173,0.003149801,0,0,0.018279465,0,0,0,0,0,0,0,0.000132716,0,8.84776E-05,0,4.42388E-05,0.001574901,0.013183157,0.000230042,0.010006813,0,0,0.00122099,0,0,0,0,0,0.002645479,0.081850597,0,0,0,0.003167497,0,0,0,0,0,0,0.000150412,0.00015926,0.000380454,0,0.004008034,1.76955E-05,0.056891075,0,0,0.076311901,0,0.000150412,0,0,0.000115021,0,9.73253E-05,0,0,0,0.00422038,0.002610088,0.000115021,0.042424993,0,0.001141361,0.001291772,0,0.003769144,0.047450519,0,0.002388894,0,0.020960336,0,0.003636428,0,0,0.002194244,0,0,0,0,0,0,0.00354795,0,0,0,3.5391E-05,0.000106173,0,2.65433E-05,0.004043425,0.214637729,0.001601444,0.000115021,0.000256585,0.000637038,0,0,0.008688497,0.009847553,0.022287499,0.000539713,0,0,0,0.035391027,0,0.005945692,0.000123869,0,0.000831689,8.84776E-05,0,0.000716668,0,0,0.000345063,0,1.76955E-05,0,0,0,0,0,0,0,0,0.006273059,0,0.002282721,0.02066836,0.000221194,0,0.005733346,0,0.006910098,0,0,0,0,0,0.000221194,9.73253E-05,0,6.19343E-05,0.000601647,0.002070375,0,0.00015926,0,6.19343E-05,0,0.001486423,0,0,7.96298E-05,0,0,0,0,0,0,0,7.96298E-05,0,0,0,0.00015926,0,0,0.001212143,0,0,0.000106173,0,0
sample412,0.000448669,0.001584075,0.001730579,0,0,0.007087133,0.015154012,0,0.091684064,0,0,4.57825E-05,0,0,0,0.016655679,0,0.000137348,0,0,0,0,0,0,0,0,0.015776655,0.000192287,0.000293008,0.008323261,0,0,0,0.000119035,0,0,0.000100722,0.001474197,0,0,0.008076036,7.3252E-05,0,0,0,0,0,0,1.8313E-05,0,8.24085E-05,0,0,0.003653445,0.001822144,0.000201443,0.019933707,0,0,0.000155661,1.8313E-05,0,0,0,0,0.004221148,0.199941398,0,0,0,0.001263597,0,0,0.000173974,0,0,0,6.40955E-05,0.000201443,0,0,0.001593232,0,0.003909827,0,0,0.039913196,0,0.000155661,0,0,4.57825E-05,0,0.0002106,0,0,0,0.006290518,0.000439512,0.000173974,0.143958539,0,0.00130938,0.001483353,0,0.00557631,0.048584405,0,0.001565762,0,0.042751712,0,0.006830751,0,0,0.002518038,0,0,0,0,0,0,0.000851555,0,0,0,8.24085E-05,3.6626E-05,0,0,0.012617661,0.133163022,0.000952276,3.6626E-05,0.000512764,0.001007215,0,0,0.003589349,0.008662052,0.028458411,0.001153719,0,0,0,0.040389335,0,0.002536351,2.74695E-05,0,0.001593232,8.24085E-05,0,0,0,0,0.000256382,0,0,0,0,0,0,0,0,0,0,0.008002784,0,0.000430356,0.019869611,0,0,0.006418709,0,0.011491411,0,0,9.1565E-05,0,0,0.000247226,8.24085E-05,0,0,0.000164817,0.004340182,0,0.001208658,0,0,0,0.002051057,3.6626E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001336849,0,0,0.000201443,0,0
sample413,0.00066726,0.00151987,0.001093565,0,0,0.020342156,0.019897316,0,0.027339116,0,0,7.414E-05,0,0,0,0.01477239,0,7.414E-05,0,0,0,0,0,0,0,0,0.013484208,0.00048191,0.000342897,0.005041518,0,0,0,0,0,0,0.00011121,0.001121367,0,0,0.012650133,0,0,0,0,0,0,0,0.000120477,0,0.000176082,0,0,0.00718231,0.001853499,0.000435572,0.013271056,4.63375E-05,0,7.414E-05,0,0,0,0,0,0.004300119,0.20282844,0,6.48725E-05,0,0.00063019,0,0,0,0,0,0,0,0.000139012,9.2675E-05,0,0.000176082,6.48725E-05,0.001992512,0,0,0.029674526,0,0.00033363,0,0,5.5605E-05,0,0.000250222,0,0,0,0.008748517,0.000834075,0.000157547,0.157667927,0,0.001093565,0.001723754,0,0.006579923,0.03928492,0,0.000945285,0,0.019545151,0,0.004902506,0,0,0.00077847,0,0,0,0,0,0,0.000435572,0,5.5605E-05,0,0,7.414E-05,0,0,0.030638345,0.177778396,0.00081554,0.000287292,0.000278025,0.000583852,0,0,0.017154137,0.009944024,0.03010083,0.000936017,0,0,0,0.019795374,0,0.00133452,4.63375E-05,0,0.000797005,0.000129745,0,0,0,0,0.00100089,0.00011121,0,0,0,0,0,0,0,0.000240955,0,0.011065391,9.2675E-06,0.001714487,0.019526616,0,0,0.019406139,0,0.013345196,3.707E-05,0,0,0,0,0.000278025,0,0,0.000139012,0.000250222,0.002706109,0,0.006691133,0.000379967,0.00011121,5.5605E-05,0.004068431,5.5605E-05,0,3.707E-05,0,0,0,0,0,0,0,0,0,0,7.414E-05,0.000129745,0,0,0.001918372,0,0,0.000426305,0,0
sample414,0.000720584,0.001612155,0.001294609,0,0,0.012591905,0.013397982,0,0.025269303,0,0,0,0,0,0,0.012933877,0,0.000244266,0,0,0,0,0,0,0,0,0.008060773,0.001099196,0.000329759,0.007902001,0,0,0,0.00014656,0,0,0.000244266,0.001135836,0,0,0.006326486,0,0,0,0,0,0,0,0.000122133,0,0,6.10665E-05,0.000622878,0.001624368,0.005202863,0.000317546,0.013373556,0,0,0.001319036,0,0,0,0,0,0.003517428,0.185788612,0,0,0,0.004286866,0,0,0,0,0,0,8.54931E-05,0.000158773,0.000195413,0,0.009294316,0,0.002051833,0,0,0.10295806,0,0.000366399,0,0,3.66399E-05,0,0.000256479,0,0,0,0.003187669,0.000329759,0.00014656,0.054666699,0,0.002186179,0.002540365,0,0.012152226,0.062800752,0,0.003309802,0,0.060895479,0,0.003676201,0,0,0.002161753,0,0,0,0,0,0,0.000696158,0,0,0,0,0.00014656,0,0,0.012176653,0.223332275,0.002479298,0,0.000598451,0.002125113,0,0,0.006631818,0.008024133,0.029519529,0.001160263,0,0,0,0.011859107,0.000134346,0.006070007,9.77063E-05,0,0.000806077,0.000158773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01112631,0,0.000989277,0.012469772,0,0,0.008231759,0,0.017037544,0,0,0,0,0,0.00010992,0,0,0,0.000354185,0.004225799,0,0.000390825,0.000305332,7.32798E-05,0,0.003505215,0,0,0,0,0,0,0,0,0,0,0,3.66399E-05,0,0,0.000122133,0,0,0.001514448,0,0,0.000488532,0,0
sample416,0.000422638,0.001972311,0.000563517,0,0,0.039190072,0.019415735,0,0.153955508,0,0,0,3.84216E-05,0,0,0.005545523,0,6.40361E-05,0,0,0,0,0,0,0,0,0.031915575,0.000115265,6.40361E-05,0.003509176,0,0,0,0,0,0,0.000115265,0.000845276,0,0,0.02890588,7.68433E-05,0,0,0,0,0,0,6.40361E-05,0,0,7.68433E-05,0.000140879,0.004354452,0.0090547,0.001062999,0.010040855,0,0,0.000128072,0,0,0,0,0,0.001165456,0.055685762,0,0,0,0.000409831,0,0,0,0,0,0,0.000204915,0,0.000128072,0.000179301,7.68433E-05,0,0.005814475,0,0,0.021721033,0,0.000486674,0,0,0,0,0,0,0,0,0.005058849,0.000371409,0,0.069107721,0,0.000730011,0.00156248,0,0.008030123,0.044261728,0,0.004982006,0,0.091533151,0,0.001997925,0,0,0.000998963,0,0,0,0,0,0,0.001460022,0,0,0,0,0.000371409,0,0,0.004328838,0.249125908,0.001498444,0.000153687,0.000473867,0.001075806,0,0,0.009784711,0.00546868,0.021938756,0.000537903,0,0,0,0.020709263,0,0.001306336,7.68433E-05,0,0.000896505,5.12289E-05,0,0,0,6.40361E-05,0.003086538,0.000166494,0,0,0,0,0.000179301,0,0,0,0,0.011308769,0,0.002779165,0.01493321,6.40361E-05,0,0.006698172,0,0.007684328,0,0,0,0,0,0.000204915,0,0,0,0.001062999,0.003188996,0,0.000499481,0,6.40361E-05,0,0.001588094,3.84216E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115265,0,0,0.000768433,0,0,0.000102458,0,0
sample417,0.000720202,0.001260353,0.001660465,0,0,0.004901372,0.044252391,0,0.080122434,0,0,0,0,0,0,0.011203137,0,8.00224E-05,0,0,0,0,0,0,0,0,0.038710839,0.000300084,0,0.00382107,0,0,0,0,0,0,0,0.00282079,0,0,0.024946985,0,0,0,0,0,0,0,0,0,0,0,0,0.004201176,0.021205938,0.000380106,0.012023367,0,0,0,0,0,0,0,0,0.003120874,0.156763894,0,0,0,0.000200056,0,0,0,0,0,0,0,0,0.000200056,0,8.00224E-05,0,0.001280359,0,0,0.01164326,0,0.000120034,0,0,0,0,0.000240067,0,0,0,0.009362622,0.001480415,0,0.016844717,0,0.000800224,0.001220342,0,0.009302605,0.047273237,0,0.004341216,0,0.041591646,0,0.005101428,0,0,0.000340095,0,0,0,0,0,0,0.000520146,0,0,0,0,0,0,0,0.000720202,0.25557156,0.001060297,6.00168E-05,0.000520146,0.000860241,0,0,0.014924179,0.00732205,0.023746649,0.00082023,0,0,0,0.023326531,0,0.000280078,0,0,0.000960269,0,0,0,0,0,0.004441244,4.00112E-05,0,0,0,0,0.000100028,0,0,0,0,0.021686072,0,0.002640739,0.039791142,0,0,0.017865002,0,0.00932261,0,0,0,0,0,0,0,0,0,0.00050014,0.00414116,0,0.001380387,0,0.000100028,0,0.001620454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160045,0,0,0.001120314,0,0,0.000480134,0,0
sample418,0.000762826,0.001438473,0.000501286,0,0,0.007279543,0.028355346,0,0.122455429,0,0,0,0,0,0,0.008848786,0,7.62826E-05,0,0,0,0,0,0,0,0,0.078385859,0.000108975,0.00017436,0.008271217,0,0,0,0.000196155,0,0,0,0.001819886,0,0,0.024661087,0,0,0,0,0,0,0,0.00013077,0,0.00021795,0,0,0.004675036,0.005296195,0.001351292,0.004631446,0,0,0.000152565,0,0,0,0,0,0.001841681,0.077830086,0,0,0,0.000425003,0,0,0,0,0,0,4.35901E-05,0.000185258,0.000555774,3.26926E-05,0.00017436,0,0.005928251,0,0,0.017414237,0,0.000163463,0,0,0,0,0,0,0,0,0.002451942,0.001351292,5.44876E-05,0.006244279,0,0.000316028,0.001351292,0,0.011377011,0.048624733,0,0.004162853,0,0.028562399,0,0.00298592,0,0,0.007562879,0,0,0,0,0,0,0.001253215,7.62826E-05,0,0,0,0.000152565,0,0,0.000141668,0.280774596,0.000828211,0,0.001166035,0.001122445,0,0,0.006091714,0.002081426,0.013861645,0.000784621,0,0.000119873,0,0.061560089,0.0013186,0.00144937,0.000348721,0,0.000730134,0.000119873,0,0.000196155,0,0,0.003171178,0,0,0,0,0,0.000250643,0,0,0,0,0.017566802,0,0.003323744,0.053561309,0,0,0.010701364,0,0.007323133,0.000119873,0,9.80777E-05,0,0,0.000196155,0,0,0,0.002451942,0.004250033,0,0.000250643,0,0,0,0.000871802,7.62826E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000316028,0,0,0.00149296,0,0,0.000370516,0,0
sample419,0.001092216,0.002093415,0.000712975,0,0,0.00141078,0.04775413,0,0.083994478,0,0,7.58484E-05,0,0,0,0.014562886,0,0,0,0.000212375,0,0,0,0,0,0,0.040730571,7.58484E-05,0.000394411,0.011923363,0,0,0,0,0,0,0,0.003928945,0,0,0.037256716,0,0,0,0,0,0,0,0,0,0.000227545,0,0,0.004232339,0.031264696,0.00091018,0.009496215,0,0,0,9.1018E-05,0,0,0,0,0.002199603,0.112558972,0,0,0,0,0,0,0,0,0,0,0.000288224,0.000364072,0.000136527,4.5509E-05,3.03393E-05,0,0.003124953,0,0,0.00418683,0,0,0,0,0.000136527,0,0.000136527,0,0,0,0.00649262,0.001425949,0.000227545,0.03291819,0,0.000955689,0.001638325,0,0.01064911,0.055020403,0,0.005658288,0,0.022117383,0,0.002442317,0,0,0.002154094,0,0,0,7.58484E-05,0,0,0.000515769,0,0,0,0,0,0,0,0.000348902,0.230912759,0.001228743,0,0.000409581,0.001031538,0,0,0.008206793,0.006356093,0.021434748,0.000986029,0,0,0,0.051303833,0.00141078,0.000788823,0,0,0.000986029,0.000212375,0,0,0,0,0.002988426,0.000273054,4.5509E-05,0,0,0,0.000227545,0,0,0,0,0.01527586,1.51697E-05,0.003109783,0.054838367,0,0,0.018324965,0,0.011528951,0,0,0.000106188,0,0,0.000197206,0,0,0,0.000348902,0.003049104,0,0.000667466,0,0.000151697,0,0.002047906,7.58484E-05,0,0.000182036,0,0,0,0,0,0,0,0,0,0,0,0.000197206,0,0,0.002169263,0,0,0.000621957,0,0
sample420,0.000651364,0.000877926,0.00155761,0,0,0.022004786,0.060052959,0,0.038388015,0,0,5.66404E-05,4.24803E-05,0,0,0.007023407,0,7.08005E-05,0,4.24803E-05,0,0,0,0,0,0,0.104784696,0,0.000155761,0.008113734,0,0,0,0,0,0,0,0.002223135,0,0,0.021551663,4.24803E-05,0,0,0,0,0,0,0,0,0.000169921,0,0,0.007957973,0.01059175,0.000495603,0.007165008,0,0,4.24803E-05,0,0,0,0,0,0.001231928,0.067104686,0,0,0,0.000141601,0,0,0,0,0,0,0,0,0.000127441,0,4.24803E-05,0,0.003455063,0,0,0.009317342,0,0.000269042,0,0,0,0,0,0,0,0,0.0029453,0.000750485,7.08005E-05,0.029183954,0,0.000424803,0.000750485,0,0.006952606,0.035640957,0,0.002548817,0,0.020645417,0,0.003540024,0,0,0.000424803,0,0,0,0,0,0,0.001968253,0,0,0,0,0.002067374,0,0,0.000438963,0.218263689,0.000509763,0,0.000467283,0.000523923,0,0,0.016284108,0.002888659,0.01653899,0.000481443,0,9.91207E-05,0,0.044845018,0.003837385,0.000877926,0.000141601,0,0.001585931,0.000127441,0,0,0,0,0.010138627,0.000339842,0,0,0,0,0.000283202,0,0,0,0,0.021693264,0,0.002194815,0.147236658,0.000226562,0,0.011682078,0,0.00600388,0,0,0,0,0,0.000254882,0,0,0,0.000608884,0.004063947,0,0.000509763,0,0,0,0.000877926,4.24803E-05,0,0.000155761,0.000113281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147265,0,0,0.000523923,0,0
sample421,0.000215735,0.000862941,0.00121351,0,0,0.014198072,0.023191532,0,0.084514259,0,0,0,0,0,0,0.007928268,0,0,0,0,0,0,0,0,0,0,0.022072406,0.000202252,0.000566305,0.003573114,0,0,0,0,0,0,0,0.001253961,0,0,0.018000405,0,0,0,0,0,0,0,0.000121351,0,9.43841E-05,0,0,0.00426077,0.003384346,0.000188768,0.017757702,0,0,0.000364053,0,0,0,0,0,0.002427021,0.21286321,0,0,0,0.004530439,0,0,0.000310119,0,0,0,0,0,0,0,0.001159577,0,0.001267444,0,0,0.04425268,0,0,0,0,6.74172E-05,0,0,0,0,0,0.013416032,0.00113261,0,0.054014697,0,0.001321378,0.001874199,0,0.005851817,0.029205151,0,0.000687656,0,0.030135509,0,0.002750624,0,0,0.001240477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004395604,0.277003978,0.004179869,0,0.000229219,0.00078204,0,0,0.007672083,0.006310254,0.024917414,0,0,0,0,0.013348615,0.001038226,0.001011259,0,0,0.001065192,0,0,0,0,0,0,8.09007E-05,0,0,0,0,5.39338E-05,0,2.69669E-05,0,0,0.007065327,2.69669E-05,0.000377537,0.012202521,0,0,0.003680982,0,0.007901301,0,0,0,0,0,0.000188768,0,0,0,0.000714623,0.001941617,0,0.00734848,0,0,0,0.001887683,0.000121351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001119126,0,0,0.000674172,0,0.000161801
