,Variable,Statistic,P-value,log10(P-value)
84,Clostridia-UCG-014,0.8550529662664205,0.5277,-0.27761290582287634
85,Clostridia-vadinBB60-group,9.3205226580211,1e-06,-6.0
86,Clostridiales-bacterium-CIEAF-012,7.428965425510806,0.0003,-3.5228787452803374
87,Clostridiales-bacterium-CIEAF-020,0.8524360960705143,0.6998,-0.15502606185311238
88,Clostridiales-bacterium-CIEAF-021,inf,0.0011,-2.958607314841775
89,Clostridiales-bacterium-CIEAF-026,0.8690199054103286,0.7098,-0.148864004988426
90,Clostridium-isatidis,1.3339718783476087,0.0221,-1.6556077263148892
91,Clostridium-sensu-stricto-1,3.5180320549249653,7e-05,-4.154901959985743
92,Clostridium-sp.-ASF356,1.209876543209877,0.0371,-1.4306260903849541
93,Clostridium-sp.-Clone-44,2.9229158730426303,0.0029,-2.537602002101044
94,Clostridium-sp.-Clone-47,inf,0.0004,-3.3979400086720375
95,Clostridium-sp.-Clone-49,0.8507596572103229,0.4388,-0.35773338109732644
96,Clostridium-sp.-Culture-27,1.0569434187059465,0.2592,-0.5863650028014443
97,Clostridium-sp.-Culture-41,129.89986553274784,4e-06,-5.3979400086720375
98,Clostridium-sp.-Culture-54,0.7032995963353498,0.6058,-0.21767073100316306
99,Clostridium-sp.-ND2,inf,1e-06,-6.0
100,Colidextribacter,5.805465793594564,1e-06,-6.0
101,Collinsella,1.6066379954744527,0.0028,-2.5528419686577806
102,Coprococcus,inf,3e-06,-5.522878745280337
103,Coriobacteriaceae-UCG-002,6.925316410320569,1e-06,-6.0
104,Corynebacterium,0.9285872478415477,0.5511,-0.25876958897452923
105,Corynebacterium-propinquum,,1e-06,-6.0
106,Corynebacterium-tuberculostearicum,1.135878358292447,0.4444,-0.35222594973117
107,DNF00809,inf,1e-06,-6.0
108,Defluviitaleaceae-UCG-011,2.7947912199696785,0.0035,-2.4559319556497243
109,Desmonostoc-PCC-7422,1.6072573933699132,0.0051,-2.2924298239020637
110,Desulfovibrio,13.79708963815675,2e-05,-4.698970004336019
111,Desulfovibrio-fairfieldensis,200.86507812288312,1e-06,-6.0
112,Desulfovibrionaceae,133.03639856805293,5e-06,-5.301029995663981
113,Devosia,0.9214434157761608,0.3064,-0.5137112390394337
114,Dialister,1.2098765432098773,0.452,-0.3448615651886179
115,Dialister-invisus-DSM-15470,1.0637925877056464,0.4406,-0.3559555071852512
116,Dialister-sp.-Marseille-P5638,1.158309184875005,0.2604,-0.5843590201038457
117,Dielma,309.6776644778003,0.0007,-3.154901959985743
118,Dorea-sp.-5-2,2.1017986237389747,0.0736,-1.1331221856625011
119,Dubosiella,7.223401632546931,8e-05,-4.096910013008056
120,Dubosiella-newyorkensis,9.270841852938934,1e-06,-6.0
121,Dyadobacter-fermentans,inf,1e-06,-6.0
122,Eggerthella,inf,0.0007,-3.154901959985743
123,Eisenbergiella,32.93356911634078,5e-05,-4.301029995663981
124,Elizabethkingia,inf,0.0009,-3.0457574905606752
125,Endozoicomonas,0.842592592592592,1.0,0.0
126,Enterobacterales,1.2098765432098766,0.452,-0.3448615651886179
127,Enterobacteriaceae,1.192741879131789,0.3707,-0.4309774139704364
128,Enterococcus,1.2160191784644754,0.1742,-0.7589518493283556
129,Enterorhabdus,0.8887598321843956,0.6529,-0.1851533313955367
130,Erysipelatoclostridium,2.783019251084295,0.0192,-1.7166987712964503
131,Erysipelatoclostridium-ramosum,1.4703131602795083,0.0005,-3.3010299956639813
132,Erysipelotrichaceae,72.83456561578984,1.4e-05,-4.853871964321762
133,Erysipelotrichaceae-UCG-003,0.634708035112747,0.8411,-0.07515236702446287
134,Escherichia-Shigella,1.2474642451750975,0.0111,-1.9546770212133426
135,Ethanoligenenaceae,1.1238883206005503,0.2283,-0.6414940885097647
136,Eubacterium-plexicaudatum,15.15151354537488,0.0011,-2.958607314841775
137,Eubacterium-sp.-14-2,1.240554731772796,0.0884,-1.0535477349869269
138,Faecalibacterium,1.2188648504707817,0.2188,-0.6599526823386068
139,Faecalibaculum,12.032937120465744,2e-06,-5.698970004336019
140,Faecalibaculum-rodentium,2.6375977480088353,0.0005,-3.3010299956639813
141,Faecalitalea,0.8451795653562654,0.7104,-0.14849704722945536
142,Family-XIII-AD3011-group,23.45161280351002,1e-06,-6.0
143,Family-XIII-UCG-001,2303.091160944629,1e-06,-6.0
144,Firmicutes,1.2098765432098757,0.178,-0.7495799976911061
145,Flavobacterium,2.837760163455282,0.0192,-1.7166987712964503
146,Flavonifractor,5.850864549929859,0.0007,-3.154901959985743
147,Frisingicoccus,2.1997096992306977,0.01,-2.0
148,Fusicatenibacter,,1e-06,-6.0
149,Fusobacterium,0.8780199026242977,0.4391,-0.3574365628956122
150,GCA-900066575,4.516870308102538,0.0013,-2.886056647693163
151,Gastranaerophilales,2.12436840058831,0.00011,-3.958607314841775
152,Harryflintia,2.6039982765555276,0.0361,-1.442492798094342
153,Helicobacter,2.0505328520720294,0.0685,-1.1643094285075744
154,Helicobacter-ganmani,13.405808199421857,4e-05,-4.3979400086720375
155,Helicobacter-hepaticus,14.748787983757483,4e-05,-4.3979400086720375
156,Helicobacter-mastomyrinus,1.890275683017918,0.0912,-1.0400051616715837
157,Holdemanella,0.8425925925925929,1.0,0.0
158,Incertae-Sedis,3.3797224123193943,1e-06,-6.0
159,Intestinimonas,7.598326920179559,3e-06,-5.522878745280337
160,Klebsiella,1.209876543209877,0.452,-0.3448615651886179
161,Lachnoclostridium,8.13883769666441,0.0012,-2.9208187539523753
162,Lachnospiraceae,5.3129349863073,0.0035,-2.4559319556497243
163,Lachnospiraceae-AC2044-group,,1e-06,-6.0
164,Lachnospiraceae-FCS020-group,4.108122702578215,0.0053,-2.275724130399211
165,Lachnospiraceae-NC2004-group,,1e-06,-6.0
166,Lachnospiraceae-NK4A136-group,8.381618006342176,0.0012,-2.9208187539523753
167,Lachnospiraceae-UCG-001,1.647742654425852,0.0068,-2.167491087293764
168,Lachnospiraceae-UCG-006,7.252466869282836,3e-05,-4.522878745280337
169,Lachnospiraceae-UCG-010,1.077522480004794,0.405,-0.3925449767853314
170,Lachnospiraceae-bacterium-10-1,1.5622817320809261,2e-06,-5.698970004336019
171,Lachnospiraceae-bacterium-28-4,19.745571108554266,1.1e-05,-4.958607314841775
172,Lachnospiraceae-bacterium-3-2,inf,1e-06,-6.0
173,Lachnospiraceae-bacterium-595,0.44381285357112044,0.8381,-0.07670415934449608
174,Lachnospiraceae-bacterium-A4,1.504943116544461,0.1486,-0.8279811905754435
175,Lachnospiraceae-bacterium-COE1,226.49601355150372,1e-06,-6.0
176,Lachnospiraceae-bacterium-DW59,5.6166656411253975,0.0003,-3.5228787452803374
177,Lactobacillales,0.8585096577426767,0.774,-0.11125903931710739
178,Lactobacillus,11.15044746451277,1e-06,-6.0
179,Lactobacillus-intestinalis,633.0109213875347,1e-06,-6.0
180,Lactobacillus-mucosae-LM1,3.1000291432811156,0.0187,-1.728158393463501
181,Lactobacillus-murinus,2.033998831097219,0.0004,-3.3979400086720375
182,Lactococcus,1.2038349679268492,0.25,-0.6020599913279624
183,Lactococcus-raffinolactis,inf,3e-06,-5.522878745280337
184,Leuconostoc,1.4675526560104306,0.0761,-1.1186153432294272
185,Lysinibacillus,2.3377328379897415,0.0507,-1.294992040666664
186,Lysobacter,0.8425925925925917,1.0,0.0
187,Malacoplasma-muris,3.17535136224892,0.0268,-1.5718652059712113
188,Marvinbryantia,9.263379788251537,0.0014,-2.853871964321762
189,Megamonas,1.7109393329716254,0.1069,-0.971022294791222
190,Megasphaera,1.7949292305457747,0.0002,-3.6989700043360187
191,Methyloprofundus,0.6000072124744186,0.9264,-0.03320145361663902
192,Micrococcaceae,1.176456453446901,0.1473,-0.8317972531573691
193,Monoglobus,8.813439910198067,1e-06,-6.0
194,Morganella,,1e-06,-6.0
195,Mucilaginibacter,1.2098765432098761,0.4406,-0.3559555071852512
196,Mucispirillum,inf,0.0011,-2.958607314841775
197,Mucispirillum-schaedleri,2.708931448242882,0.0085,-2.070581074285707
198,Muribaculaceae,10.20456823155869,0.0004,-3.3979400086720375
199,Muribaculum,27.499775666982703,1e-06,-6.0
200,Muribaculum-intestinale,19181.451253196326,1e-06,-6.0
201,NK4A214-group,2.7034542996597852,0.0009,-3.0457574905606752
202,Negativibacillus,14.695510278719418,0.0002,-3.6989700043360187
203,Nostoc-PCC-73102,1.8723264491275855,0.01,-2.0
204,Nostocaceae,1.7409902052909663,0.0002,-3.6989700043360187
205,Odoribacter,9.191914286077944,3e-06,-5.522878745280337
206,Oscillibacter,3.24111234132272,0.0383,-1.4168012260313771
207,Oscillospiraceae,7.006783435777042,1e-06,-6.0
208,Oscillospirales,88.12729879524501,0.0003,-3.5228787452803374
209,Oxalobacter-formigenes,1.067164922579815,0.5503,-0.25940048718884345
210,Paenarthrobacter,0.4442413581699937,0.9742,-0.0113518747642489
211,Paludicola,4.965694166445377,2e-05,-4.698970004336019
212,Parabacteroides,166.16476853599613,1e-06,-6.0
213,Parabacteroides-distasonis,2.270024839728121,0.0453,-1.3439017979871681
214,Parabacteroides-goldsteinii,3.3010390244456467,0.0102,-1.9913998282380825
215,Parabacteroides-merdae,29.700126107058896,0.0008,-3.0969100130080562
216,Parabacteroides-sp.,0.9155123129210979,0.4399,-0.35664603802313705
217,Parabacteroides-sp.-CT06,1.4495256085196047,0.0004,-3.3979400086720375
218,Paraprevotella,3.2704641353455615,0.0049,-2.309803919971486
219,Parasutterella,9.72213391652197,2e-05,-4.698970004336019
220,Parasutterella-excrementihominis,1.1906829089450321,0.3047,-0.5161275457773263
221,Parvibacter,1.9046262775109715,0.1468,-0.8332739444199482
222,Pasteurellaceae-bacterium,1.3647492157482166,0.0619,-1.2083093509798821
223,Pedobacter,0.920814075968203,0.7062,-0.15107228677292164
224,Peptococcaceae,10.353151809017996,2e-05,-4.698970004336019
225,Peptococcus,2.9369618191242224,0.0683,-1.1655792963184675
226,Peptoniphilus,1.0507690341709788,0.4503,-0.3464980530370672
227,Peptostreptococcaceae,1.8601057079578636,0.0161,-1.7931741239681502
228,Porphyromonas,inf,0.0004,-3.3979400086720375
229,Prevotella,2.8840738720108083,0.0009,-3.0457574905606752
230,Prevotellaceae,6.411232465757602,0.0033,-2.4814860601221125
231,Prevotellaceae-UCG-001,4.995743994521838,5e-05,-4.301029995663981
232,Proteus,1.1842928122675551,0.4292,-0.3673402867060865
233,Providencia,1.2768051882697096,0.0005,-3.3010299956639813
234,Providencia-alcalifaciens,inf,0.0009,-3.0457574905606752
235,Pseudarthrobacter,inf,0.0009,-3.0457574905606752
236,Pseudomonas,1.209876543209877,0.452,-0.3448615651886179
237,RF39,1.1234804174525748,0.2998,-0.5231683714877393
238,Rhizobiaceae,1.2098765432098757,0.4471,-0.3495953301319682
239,Rhodococcus,0.842592592592592,1.0,0.0
240,Rhodospirillales,1.4834069592091261,0.0788,-1.1034737825104448
241,Rickettsia,1.255869277621759,2e-06,-5.698970004336019
242,Rikenella,567.082788975858,1e-06,-6.0
243,Rikenella-sp.-Marseille-P3215,49.29913192156518,0.0011,-2.958607314841775
244,Rikenellaceae,330.6560815942476,2e-06,-5.698970004336019
245,Rikenellaceae-RC9-gut-group,204.7813330211269,1e-06,-6.0
246,Rikenellaceae-bacterium-DTU002,0.8425925925925934,1.0,0.0
247,Romboutsia,53.37078247443783,0.0013,-2.886056647693163
248,Roseburia,2.879004901958542,0.0116,-1.9355420107730816
249,Ruminiclostridium,25.310661794492628,0.0007,-3.154901959985743
250,Ruminococcaceae,8.992249570937938,1e-06,-6.0
251,Ruminococcus,3.110161030224907,0.0793,-1.1007268126823961
252,Ruminococcus-sp.-N15.MGS-57,3.6358113082378205,0.0007,-3.154901959985743
253,Shewanella,1.2098765432098761,0.4427,-0.3538904780211521
254,Sphingobium,1.629358205647495,0.1315,-0.8810742471742233
255,Sphingomonas,0.842592592592592,1.0,0.0
256,Sphingopyxis,,1e-06,-6.0
257,Streptococcus,1.4646550545963495,0.2262,-0.6455073994105635
258,Streptococcus-danieliae,3.406429496054464,0.0011,-2.958607314841775
259,Streptococcus-respiraculi,0.7795108444234565,0.9326,-0.030304588881526744
260,Streptomyces-sp.-Q1,inf,0.0011,-2.958607314841775
261,Subdoligranulum,0.6774996648439655,0.6929,-0.159329438666591
262,Subgroup-2,3.277803366191875,0.0009,-3.0457574905606752
263,Tannerellaceae,21.194107077220846,2e-06,-5.698970004336019
264,Turicibacter,1.3306959339754465,1e-06,-6.0
265,Turicimonas-muris,inf,0.0004,-3.3979400086720375
266,Tuzzerella,4.234306499551965,0.005,-2.3010299956639813
267,Tyzzerella,1.6464608385152883,1e-06,-6.0
268,UBA1819,6.641417003424221,0.0005,-3.3010299956639813
269,UCG-003,1.9815635243784127,0.0102,-1.9913998282380825
270,UCG-005,0.9545389309054995,0.4337,-0.3628105778512381
271,UCG-007,1.2098765432098766,0.1824,-0.7389751660076026
272,UCG-009,4.184765658136549,1e-06,-6.0
273,UCG-010,5.6873555098814315,0.0105,-1.978810700930062
274,Vagococcus,,1e-06,-6.0
275,Vagococcus-fluvialis,1.5627824477549004,0.0005,-3.3010299956639813
276,Veillonella,36.303701866889575,0.001,-3.0
277,Verrucomicrobiaceae-bacterium-CHC8,0.9812887467451248,0.4518,-0.3450537734156558
278,Vibrio,inf,0.0011,-2.958607314841775
279,Victivallis-vadensis,inf,0.0011,-2.958607314841775
280,Wolbachia,inf,0.0004,-3.3979400086720375
281,Xanthobacteraceae,inf,0.0011,-2.958607314841775
282,[Acetivibrio]-ethanolgignens-group,2.0931076086565605,0.0162,-1.790484985457369
283,[Clostridium]-aldenense,2.7798981154858295,0.0009,-3.0457574905606752
284,[Clostridium]-cocleatum,0.842592592592592,1.0,0.0
285,[Clostridium]-innocuum-group,2.81081316678818,0.0106,-1.9746941347352298
286,[Clostridium]-leptum,3.3125023448966457,0.0472,-1.3260580013659122
287,[Clostridium]-methylpentosum-group,2.7400756831757422,0.0002,-3.6989700043360187
288,[Eubacterium]-brachy-group,5.0526699559446335,0.0007,-3.154901959985743
289,[Eubacterium]-coprostanoligenes-group,3.3337719329389817,0.035,-1.4559319556497243
290,[Eubacterium]-fissicatena-group,24.483089105896003,1e-06,-6.0
291,[Eubacterium]-hallii-group,2.098795530971826,3e-06,-5.522878745280337
292,[Eubacterium]-nodatum-group,9.921555112369946,1e-06,-6.0
293,[Eubacterium]-oxidoreducens-group,3.139615191793629,0.0006,-3.2218487496163566
294,[Eubacterium]-ventriosum-group,40.371767611771155,0.0007,-3.154901959985743
295,[Eubacterium]-xylanophilum-group,8.680920131175187,1e-06,-6.0
296,[Ruminococcus]-gnavus-group,0.8425925925925923,1.0,0.0
297,[Ruminococcus]-torques-group,5.237948677026417,0.0009,-3.0457574905606752
298,bacterium-enrichment-culture-clone-M153,inf,0.0004,-3.3979400086720375
299,gut-metagenome,1.7319041079966366,0.0665,-1.1771783546968955
300,human-gut-metagenome,1.4197095907573234,0.0868,-1.0614802748235082
301,marine-metagenome,inf,0.0011,-2.958607314841775
302,metagenome,168.9947899150824,0.0002,-3.6989700043360187
303,mouse-gut-metagenome,5.153876482382489,0.0016,-2.795880017344075
