,SCFA,Taxa,PearsonR,PearsonP,SpearmanR,SpearmanP
25,Acetate,Oscillibacter,-0.03734545651731284,0.6478260814719962,0.042769601666239464,0.6008450145029982
26,Acetate,Rikenellaceae-RC9-gut-group,0.07148250818798242,0.3814973648247478,0.14931738876954426,0.06635490457141328
27,Acetate,Alistipes,0.12219423329410356,0.1336917930282078,0.044975900565844065,0.5821813114120598
28,Acetate,Dubosiella-newyorkensis,-0.10056371603836332,0.2176781673369459,-0.06942568889861336,0.39538194489688927
29,Acetate,Ruminococcus-sp.-N15.MGS-57,-0.02010339958685877,0.8058136812094802,-0.03939877028228683,0.6298641453467797
30,Acetate,Parabacteroides,0.1984251932190063,0.01426288964051161,0.06168643669535089,0.4502713286401471
31,Acetate,Bacteroides-caecimuris,0.0579661945499827,0.47810572747181534,0.13478366640860065,0.09780881340409986
32,Acetate,Lactobacillus,0.022439696528592547,0.7837726811450243,0.05572688314826634,0.4952985387610015
33,Acetate,Anaerotruncus,0.17597551761935645,0.03011194195605255,0.22441909835632612,0.005443770667113782
34,Acetate,Ruminococcaceae,0.04950847768066387,0.5447043931182578,0.1823003164319056,0.02458469751115039
35,Acetate,Bilophila,-0.04575322708537512,0.5756701522488697,0.04701359274975086,0.5651858599617711
36,Acetate,Desulfovibrio,0.00484419287792651,0.9527684746418901,0.051903521407412535,0.5253922761777203
37,Acetate,Gastranaerophilales,-0.0074010297149531504,0.9278946411674656,0.02416387840422903,0.7676148557102098
38,Acetate,mouse-gut-metagenome,0.025127820873708448,0.7586243583700462,0.10925421646555313,0.18028705071883563
39,Acetate,Helicobacter-mastomyrinus,-0.0772369926005551,0.34425334327801893,0.10809020480099832,0.1850014568486681
40,Butyrate,Muribaculaceae,-0.2809839330944869,0.00045400470130870104,-0.22633424230619398,0.0050491433568206736
41,Butyrate,Akkermansia-muciniphila,-0.14175247730584334,0.08150445221718157,-0.09337848597463597,0.2525217011915359
42,Butyrate,Bacteroides-acidifaciens,0.04252098395399563,0.6029648108677081,0.0659993712822709,0.4191716446014965
43,Butyrate,Faecalibaculum,-0.1299540473860193,0.11054919141205999,-0.0959513118597038,0.23962796468151246
44,Butyrate,Parasutterella,-0.2713058549005935,0.0007224564057337411,-0.21413828689370484,0.008071064782223062
45,Butyrate,Bacteroides-uniformis,-0.09214568933066392,0.2588665069615598,0.05094622162815443,0.5330695458749986
46,Butyrate,Bacteroides,0.03871993017472684,0.6357792236184684,0.0076100848146857195,0.9258636312658551
47,Butyrate,Alloprevotella,-0.0981183948521557,0.229129956733187,-0.08555650857597016,0.29462614306619755
48,Butyrate,Clostridia-UCG-014,-0.17813099768181834,0.028120011429571545,-0.27096275945024223,0.0007342260316754278
49,Butyrate,Lachnospiraceae-NK4A136-group,-0.103149608518765,0.20601765104159073,0.009800504377421934,0.9046145131721013
50,Butyrate,Lachnospiraceae,-0.04460541573983022,0.5852965573600354,0.048568538604009046,0.5523777040836965
51,Butyrate,Escherichia-Shigella,-0.034762631670100325,0.6707104765748639,0.0023305244021623985,0.9772669688981919
52,Butyrate,Parabacteroides-goldsteinii,0.26473840989147157,0.0009807852287326698,-0.010090965629890853,0.9018015068816448
53,Butyrate,Desulfovibrionaceae,0.13748620450610619,0.09120370740924937,0.07205493839017074,0.3776865074362239
54,Butyrate,Helicobacter-ganmani,0.04740147908813999,0.5619776303893008,0.07886304513425482,0.33416035496954766
55,Butyrate,Mucispirillum-schaedleri,-0.057093155926152,0.4847699975892769,0.1762484708069355,0.02985324078365531
56,Butyrate,Oscillospiraceae,-0.00019584535213941837,0.9980893781918371,0.12472406181015452,0.12577126877656955
57,Butyrate,Muribaculum,-0.12610223921013536,0.12161140993253904,-0.03708828954920587,0.6500903719694733
58,Butyrate,Lachnospiraceae-bacterium-10-1,-0.03683769930420406,0.6522998373503864,0.00025023732290109437,0.9975587442081981
59,Butyrate,Roseburia,0.06741628794891001,0.40923421434361174,0.16271526471030134,0.045188362896565304
60,Butyrate,Colidextribacter,-0.01978569254556003,0.8088232341376581,0.05661260670179538,0.4884593811128055
61,Butyrate,Lachnoclostridium,-0.07212881337811926,0.3771963947206012,0.1160864316804414,0.15438427683889433
62,Butyrate,Clostridia-vadinBB60-group,0.06872145546240599,0.40020449401588865,0.03779426388346167,0.6438821708664164
63,Butyrate,Bacteroides-vulgatus-ATCC-8482,-0.026924562703870978,0.7419532897350848,0.07801423047033545,0.3394051938626287
64,Butyrate,Lachnospiraceae-bacterium-28-4,0.4344694568333343,2.237390360750553e-08,0.20548258841526168,0.011097708377763334
65,Butyrate,Oscillibacter,-0.02229157982486396,0.7851651510286426,0.059440383204170846,0.4669660785553372
66,Butyrate,Rikenellaceae-RC9-gut-group,0.028369499447596737,0.7286324514873844,0.13217379405344457,0.10454112692180897
67,Butyrate,Alistipes,0.10939113637273527,0.17973836748792196,0.03360464163052224,0.681071152073202
68,Butyrate,Dubosiella-newyorkensis,-0.11930814653734043,0.1431880260122984,-0.006826204289935974,0.9334815377909104
69,Butyrate,Ruminococcus-sp.-N15.MGS-57,-0.050982801270549695,0.5327751588754448,0.047413314398887026,0.5618798770036025
70,Butyrate,Parabacteroides,0.2279425888793282,0.004737726290187773,0.09248437401002374,0.2571126124668821
71,Butyrate,Bacteroides-caecimuris,0.049918650579427994,0.5413724033382201,0.10830773351530042,0.184113644386865
72,Butyrate,Lactobacillus,-0.000567057351736136,0.9944679587105705,0.062092739370479336,0.4472874789546749
73,Butyrate,Anaerotruncus,0.1581399349186041,0.051673029354421314,0.1968167128130975,0.01508595933873025
74,Butyrate,Ruminococcaceae,0.10030642867042254,0.2188635371265231,0.1559196003253166,0.055087456056606365
75,Butyrate,Bilophila,-0.07319917393151484,0.37013887066824014,0.029341713682147448,0.7197147881837047
76,Butyrate,Desulfovibrio,-0.03400122746892307,0.6775160190722712,0.07786234862186181,0.3403491576950243
77,Butyrate,Gastranaerophilales,-0.06020284668291186,0.4612609587186747,-0.042593603134943155,0.6023452914335932
78,Butyrate,mouse-gut-metagenome,-0.06282487224593626,0.44193896463426435,0.05154821646235968,0.5282351717924636
79,Butyrate,Helicobacter-mastomyrinus,-0.05484426632686099,0.5021637435919809,0.11309831590332223,0.1653458332624578
80,Propionate,Muribaculaceae,-0.25095796482765387,0.0018174991153360024,-0.25270812403037196,0.0016836108918596368
81,Propionate,Akkermansia-muciniphila,-0.1572414861764409,0.05303293096319274,-0.07433441430894591,0.36274294754164615
82,Propionate,Bacteroides-acidifaciens,0.06859324927875765,0.4010861933220316,0.10839849102022642,0.1837441552889095
83,Propionate,Faecalibaculum,-0.12519179969323063,0.124347330728436,-0.050242962294712236,0.538745048703217
84,Propionate,Parasutterella,-0.19883180374759682,0.014061140687597999,-0.15040425371961264,0.06438040131652291
85,Propionate,Bacteroides-uniformis,-0.09015247068983757,0.2693546382290396,0.044437779233980845,0.5867086544202005
86,Propionate,Bacteroides,-0.07839781364254395,0.33702858760217946,0.03812218508874446,0.6410068073124543
87,Propionate,Alloprevotella,-0.035833952741096076,0.6611800721766434,-0.12116717981734032,0.13701427110633513
88,Propionate,Clostridia-UCG-014,-0.14454356945627728,0.07562019055314687,-0.23544789125130708,0.0035003208857058233
89,Propionate,Lachnospiraceae-NK4A136-group,-0.10612745238227664,0.193154298617818,0.08901783090371039,0.2754522271269863
90,Propionate,Lachnospiraceae,-0.051277183452003404,0.5304089876271549,0.08238506277380243,0.31295396777142387
91,Propionate,Escherichia-Shigella,-0.012325959124341748,0.8801998387774997,0.07400269274666993,0.36489453152796303
92,Propionate,Parabacteroides-goldsteinii,0.021943094902299353,0.7884439943189114,-0.018968828381823274,0.816573930426498
93,Propionate,Desulfovibrionaceae,0.2343718517982339,0.003657667162759495,0.0561144462426752,0.49229973636463153
94,Propionate,Helicobacter-ganmani,0.11192205321792437,0.16981632291870605,0.06458081636171221,0.4292599055860904
95,Propionate,Mucispirillum-schaedleri,-0.05399354056202581,0.5088277552784407,0.04521285684019163,0.5801928775676082
96,Propionate,Oscillospiraceae,-0.0119464449528046,0.8838621534083975,0.16607549258811227,0.040870963619514096
97,Propionate,Muribaculum,-0.08709934260855369,0.2859729271803126,-0.07420494490303829,0.36358176355563565
98,Propionate,Lachnospiraceae-bacterium-10-1,-0.010713200854114617,0.8957795472524529,-0.027548386924584174,0.7361926105138932
99,Propionate,Roseburia,0.07119776323519317,0.38340167486648946,0.16045347842343116,0.04830369040621346
100,Propionate,Colidextribacter,0.0008172946285639436,0.9920267870908808,0.10101900641748507,0.21559177306335173
101,Propionate,Lachnoclostridium,-0.03818504097579538,0.6404562648581958,0.09884077932217895,0.2257036203299694
102,Propionate,Clostridia-vadinBB60-group,0.016311962776256024,0.8419025253961971,0.10738218338823685,0.18791285298876578
103,Propionate,Bacteroides-vulgatus-ATCC-8482,-0.08686450484424368,0.2872789641435045,0.09313181091910075,0.2537825927674571
104,Propionate,Lachnospiraceae-bacterium-28-4,0.09977499147054994,0.22132647934311744,0.13609421960580081,0.09456000360578051
105,Propionate,Oscillibacter,-0.04153459698848006,0.6114076974672135,0.06720253965869809,0.41072436970116655
106,Propionate,Rikenellaceae-RC9-gut-group,0.12302757657083811,0.13104159511349864,0.12779972929414413,0.11663506531860891
107,Propionate,Alistipes,0.20355237722031597,0.01189526210590911,-0.00178369316531973,0.982600052468416
108,Propionate,Dubosiella-newyorkensis,-0.11300414960341647,0.16570045913437487,-0.07178022344559812,0.3795124690949704
109,Propionate,Ruminococcus-sp.-N15.MGS-57,-0.031730134047248684,0.6979688172844722,-0.018914324115176444,0.8170917277402218
110,Propionate,Parabacteroides,0.39879056870107377,3.604298378734431e-07,0.088422750785602,0.2786872007690048
111,Propionate,Bacteroides-caecimuris,0.12656454367085618,0.12024011675519478,0.07023373225532217,0.3898915600581888
112,Propionate,Lactobacillus,0.06319916733946834,0.43921865538447424,0.0886809584038577,0.27728040375839236
113,Propionate,Anaerotruncus,0.18655498119204372,0.021377015666590685,0.2085257284817911,0.009935662454031106
114,Propionate,Ruminococcaceae,0.05332144229291526,0.5141247766626598,0.17030939249174748,0.03592876929199328
115,Propionate,Bilophila,-0.04778202067010181,0.558838640707671,0.007391743002269562,0.9279848742276071
116,Propionate,Desulfovibrio,-0.03470951137143409,0.6711844147294264,0.09612221238180109,0.2387880771026025
117,Propionate,Gastranaerophilales,-0.060756778459407385,0.4571404732612116,-0.090438006851396,0.26783471309292595
118,Propionate,mouse-gut-metagenome,-0.07181312724660252,0.37929348286525993,-0.032631092612613884,0.6898280383221056
119,Propionate,Helicobacter-mastomyrinus,-0.06301450511458177,0.4405595556743068,0.13115242820197054,0.10727292169740836
