,Variable,Statistic,P-value,log10(P-value)
71,Candidatus-Saccharimonas,4.338676459926333,0.0002,-3.6989700043360187
72,Candidatus-Soleaferrea,2005.5388503973845,1e-06,-6.0
73,Candidatus-Stoquefichus,inf,0.0009,-3.0457574905606752
74,Caproiciproducens,0.8425925925925919,1.0,0.0
75,Catenibacterium,inf,0.0007,-3.154901959985743
76,Cellulosimicrobium,inf,3e-06,-5.522878745280337
77,Cetobacterium,1.033994337073238,0.5755,-0.23995467203418938
78,Chloroplast,8.257053479573718,0.0074,-2.1307682802690238
79,Christensenella-minuta,45.92250600596572,1e-06,-6.0
80,Christensenella-sp.-Marseille-P2437,14.931483598389427,1e-06,-6.0
81,Christensenellaceae,44.89736644734244,1e-06,-6.0
82,Christensenellaceae-R-7-group,13.46053085810645,4e-06,-5.3979400086720375
83,Clostridia,3.9558118691816877,0.0103,-1.9871627752948278
84,Clostridia-UCG-014,3.089156883184247,0.0318,-1.4975728800155672
85,Clostridia-vadinBB60-group,175.8923919874445,1e-06,-6.0
86,Clostridiales-bacterium-CIEAF-012,45.14596039714736,1e-06,-6.0
87,Clostridiales-bacterium-CIEAF-020,0.7463198050830671,0.6201,-0.20753826865304933
88,Clostridiales-bacterium-CIEAF-021,inf,0.0011,-2.958607314841775
89,Clostridiales-bacterium-CIEAF-026,2.2586917317844284,0.0003,-3.5228787452803374
90,Clostridium-isatidis,2.1304345239179665,0.0037,-2.431798275933005
91,Clostridium-sensu-stricto-1,1751.5100867857047,1e-06,-6.0
92,Clostridium-sp.-ASF356,1.209876543209875,0.1831,-0.7373116556983035
93,Clostridium-sp.-Clone-44,4.896560687868276,0.0003,-3.5228787452803374
94,Clostridium-sp.-Clone-47,inf,0.0004,-3.3979400086720375
95,Clostridium-sp.-Clone-49,0.8507882139943586,0.4388,-0.35773338109732644
96,Clostridium-sp.-Culture-27,1.5625139538450634,0.0638,-1.1951793212788377
97,Clostridium-sp.-Culture-41,157.8855562057383,4e-06,-5.3979400086720375
98,Clostridium-sp.-Culture-54,12.660387537185926,9e-06,-5.045757490560675
99,Clostridium-sp.-ND2,inf,1e-06,-6.0
100,Colidextribacter,60.55028581524973,1e-06,-6.0
101,Collinsella,1.4237330286451961,0.2088,-0.6802695056697754
102,Coprococcus,inf,0.0007,-3.154901959985743
103,Coriobacteriaceae-UCG-002,12.442648886725223,1e-06,-6.0
104,Corynebacterium,3.1883748965788756,0.0226,-1.645891560852599
105,Corynebacterium-propinquum,inf,0.0007,-3.154901959985743
106,Corynebacterium-tuberculostearicum,261.0693205724719,1e-06,-6.0
107,DNF00809,inf,1e-06,-6.0
108,Defluviitaleaceae-UCG-011,31.91069363956589,0.0004,-3.3979400086720375
109,Desmonostoc-PCC-7422,3.4918504313769767,0.0003,-3.5228787452803374
110,Desulfovibrio,818.6193977564927,1e-06,-6.0
111,Desulfovibrio-fairfieldensis,595.9613948130324,1e-06,-6.0
112,Desulfovibrionaceae,126.30943932762378,0.0011,-2.958607314841775
113,Devosia,0.888741534386926,0.2898,-0.5379016188648442
114,Dialister,1.2098765432098773,0.452,-0.3448615651886179
115,Dialister-invisus-DSM-15470,1.4795042247906283,0.0694,-1.158640529545145
116,Dialister-sp.-Marseille-P5638,1.0401074840802849,0.2398,-0.6201508212371701
117,Dielma,2.474116359918058,0.0007,-3.154901959985743
118,Dorea-sp.-5-2,8.88750099222933,0.0002,-3.6989700043360187
119,Dubosiella,42.024562735385906,1e-06,-6.0
120,Dubosiella-newyorkensis,29.379588053523815,0.0007,-3.154901959985743
121,Dyadobacter-fermentans,inf,1e-06,-6.0
122,Eggerthella,inf,0.0007,-3.154901959985743
123,Eisenbergiella,7.624192624639237,2e-05,-4.698970004336019
124,Elizabethkingia,1.4267033182943205,0.0158,-1.8013429130455774
125,Endozoicomonas,0.8425925925925936,1.0,0.0
126,Enterobacterales,inf,0.0009,-3.0457574905606752
127,Enterobacteriaceae,1.12794073470472,0.4205,-0.37623399986606904
128,Enterococcus,1.1616783771918624,0.3731,-0.4281747509591709
129,Enterorhabdus,5.4202993727666895,0.002,-2.6989700043360187
130,Erysipelatoclostridium,29.54893002878776,0.0009,-3.0457574905606752
131,Erysipelatoclostridium-ramosum,8.967304586860665,0.00014,-3.853871964321762
132,Erysipelotrichaceae,7.9191065829893414,0.0002,-3.6989700043360187
133,Erysipelotrichaceae-UCG-003,6.586634110277629,0.0032,-2.494850021680094
134,Escherichia-Shigella,1.531355235618311,0.0023,-2.638272163982407
135,Ethanoligenenaceae,4.548613855567066,0.0007,-3.154901959985743
136,Eubacterium-plexicaudatum,38.96255669059763,1e-06,-6.0
137,Eubacterium-sp.-14-2,0.9863820806471111,0.4622,-0.3351700588569095
138,Faecalibacterium,2.122117091117565,0.0596,-1.2247537402597635
139,Faecalibaculum,10.629898935164517,0.0007,-3.154901959985743
140,Faecalibaculum-rodentium,8.229222456683313,0.0005,-3.3010299956639813
141,Faecalitalea,0.9282991958366998,0.4505,-0.3463052046849182
142,Family-XIII-AD3011-group,29.39294272014379,1e-06,-6.0
143,Family-XIII-UCG-001,584.1198668980325,1e-06,-6.0
144,Firmicutes,1.2098765432098773,0.4466,-0.3500812812645808
145,Flavobacterium,4.017486505995246,0.0154,-1.812479279163537
146,Flavonifractor,82.16013583334241,5e-06,-5.301029995663981
147,Frisingicoccus,3.950809366687284,0.0093,-2.0315170514460648
148,Fusicatenibacter,,1e-06,-6.0
149,Fusobacterium,inf,0.0004,-3.3979400086720375
150,GCA-900066575,1.598021705274589,0.194,-0.712198270069774
151,Gastranaerophilales,1.9298677642288955,0.0006,-3.2218487496163566
152,Harryflintia,31.104837479671108,1e-06,-6.0
153,Helicobacter,0.997880696465677,0.4033,-0.3943717779923814
154,Helicobacter-ganmani,28.34068101830723,0.0003,-3.5228787452803374
155,Helicobacter-hepaticus,6.376578612174963,0.0014,-2.853871964321762
156,Helicobacter-mastomyrinus,11.162581270293664,0.0004,-3.3979400086720375
157,Holdemanella,1.7265631957957248,0.0036,-2.4436974992327127
158,Incertae-Sedis,3.9128198929671494,7e-05,-4.154901959985743
159,Intestinimonas,82.27595320684725,1e-06,-6.0
160,Klebsiella,1.2099042899353074,1e-06,-6.0
161,Lachnoclostridium,8.325023372462352,0.0012,-2.9208187539523753
162,Lachnospiraceae,12.400448656693586,0.0003,-3.5228787452803374
163,Lachnospiraceae-AC2044-group,,1e-06,-6.0
164,Lachnospiraceae-FCS020-group,28.08458433824433,1e-06,-6.0
165,Lachnospiraceae-NC2004-group,,1e-06,-6.0
166,Lachnospiraceae-NK4A136-group,23.88577365182382,2e-06,-5.698970004336019
167,Lachnospiraceae-UCG-001,1.5386119965536003,0.0599,-1.2225731776106885
168,Lachnospiraceae-UCG-006,13.684605774649192,1e-06,-6.0
169,Lachnospiraceae-UCG-010,2.9186734379087294,0.0024,-2.619788758288394
170,Lachnospiraceae-bacterium-10-1,1.88944019081982,1e-06,-6.0
171,Lachnospiraceae-bacterium-28-4,267.0600199581071,1e-06,-6.0
172,Lachnospiraceae-bacterium-3-2,inf,1e-06,-6.0
173,Lachnospiraceae-bacterium-595,47.884386682276165,1e-06,-6.0
174,Lachnospiraceae-bacterium-A4,1.411715072300119,0.1311,-0.8823973083099157
175,Lachnospiraceae-bacterium-COE1,1025.387994244544,1e-06,-6.0
176,Lachnospiraceae-bacterium-DW59,76.10212323712119,1e-06,-6.0
177,Lactobacillales,0.520886296533185,1.0,0.0
178,Lactobacillus,21.222710647506496,0.0004,-3.3979400086720375
179,Lactobacillus-intestinalis,365.56121815590814,1e-06,-6.0
180,Lactobacillus-mucosae-LM1,1.118488403251387,0.236,-0.6270879970298935
181,Lactobacillus-murinus,136.8738318975257,3e-06,-5.522878745280337
182,Lactococcus,10.687806592712569,4e-05,-4.3979400086720375
183,Lactococcus-raffinolactis,inf,3e-06,-5.522878745280337
184,Leuconostoc,56.65181447173612,1e-06,-6.0
185,Lysinibacillus,8.422161886424593,0.0035,-2.4559319556497243
186,Lysobacter,0.8425925925925917,1.0,0.0
187,Malacoplasma-muris,3.491820714715373,0.0241,-1.6179829574251317
188,Marvinbryantia,14.730114399014509,0.0008,-3.0969100130080562
189,Megamonas,7.742124681894963,0.0002,-3.6989700043360187
190,Megasphaera,inf,0.0004,-3.3979400086720375
191,Methyloprofundus,2.7585600135561053,0.0187,-1.728158393463501
192,Micrococcaceae,2.7107235248853514,0.0659,-1.1811145854059901
193,Monoglobus,183.30493915125285,1e-06,-6.0
194,Morganella,,1e-06,-6.0
195,Mucilaginibacter,1.2098765432098764,0.1832,-0.7370745306681684
196,Mucispirillum,inf,0.0011,-2.958607314841775
197,Mucispirillum-schaedleri,14.297974663702881,1e-05,-5.0
198,Muribaculaceae,20.26288722330936,2e-05,-4.698970004336019
199,Muribaculum,13.01074438920771,5e-06,-5.301029995663981
200,Muribaculum-intestinale,inf,1e-06,-6.0
201,NK4A214-group,177.95170216824238,1e-06,-6.0
202,Negativibacillus,56.462066491596566,1e-06,-6.0
203,Nostoc-PCC-73102,9.271310460909906,1e-06,-6.0
204,Nostocaceae,4.094479551024042,0.0002,-3.6989700043360187
205,Odoribacter,391.870146730425,1e-06,-6.0
206,Oscillibacter,27.826638463168468,3e-06,-5.522878745280337
207,Oscillospiraceae,41.80566195674523,1e-06,-6.0
208,Oscillospirales,100.1479816494689,1e-06,-6.0
209,Oxalobacter-formigenes,0.8492935059817914,0.5773,-0.23859844250136897
210,Paenarthrobacter,2.2892090662535782,0.0704,-1.1524273408578878
211,Paludicola,91.04081131105953,2e-06,-5.698970004336019
212,Parabacteroides,852.3340027483622,1e-06,-6.0
213,Parabacteroides-distasonis,4.54409810534971,0.0005,-3.3010299956639813
214,Parabacteroides-goldsteinii,120.08423254870607,1e-06,-6.0
215,Parabacteroides-merdae,279.0303406275609,1e-06,-6.0
216,Parabacteroides-sp.,1.228171660224269,0.2535,-0.5960220363306452
217,Parabacteroides-sp.-CT06,4.286254220392613,0.0004,-3.3979400086720375
218,Paraprevotella,450.3014738869379,1e-06,-6.0
219,Parasutterella,8.446227750117407,2e-05,-4.698970004336019
220,Parasutterella-excrementihominis,5.603672292135329,0.0004,-3.3979400086720375
221,Parvibacter,38.0932043251341,1e-06,-6.0
222,Pasteurellaceae-bacterium,5.659938919869008,0.0006,-3.2218487496163566
223,Pedobacter,0.84319253580057,0.7062,-0.15107228677292164
224,Peptococcaceae,1225.959627657583,1e-06,-6.0
225,Peptococcus,20.787097985719576,1e-06,-6.0
226,Peptoniphilus,7.061128268773235,0.0009,-3.0457574905606752
227,Peptostreptococcaceae,4.706076436323151,4e-05,-4.3979400086720375
228,Porphyromonas,inf,0.0004,-3.3979400086720375
229,Prevotella,3.3709289523397814,0.0009,-3.0457574905606752
230,Prevotellaceae,283.4876854799609,5e-06,-5.301029995663981
231,Prevotellaceae-UCG-001,20.887489426679547,4e-06,-5.3979400086720375
232,Proteus,1.5732949912597023,0.0002,-3.6989700043360187
233,Providencia,7.684046981455165,1e-06,-6.0
234,Providencia-alcalifaciens,inf,0.0007,-3.154901959985743
235,Pseudarthrobacter,inf,0.0009,-3.0457574905606752
236,Pseudomonas,1.2118853541104269,0.0004,-3.3979400086720375
237,RF39,4.0602434874525555,0.0114,-1.9430951486635273
238,Rhizobiaceae,1.2625249071511186,0.0003,-3.5228787452803374
239,Rhodococcus,,1e-06,-6.0
240,Rhodospirillales,1.4379357740461958,0.079,-1.1023729087095586
241,Rickettsia,7.262416965778084,2e-06,-5.698970004336019
242,Rikenella,3742.533399277707,1e-06,-6.0
243,Rikenella-sp.-Marseille-P3215,47.461428272837786,0.0011,-2.958607314841775
244,Rikenellaceae,674.1738772742195,1e-06,-6.0
245,Rikenellaceae-RC9-gut-group,3169.764358553989,1e-06,-6.0
246,Rikenellaceae-bacterium-DTU002,0.8425925925925934,1.0,0.0
247,Romboutsia,116.85386817786512,0.0007,-3.154901959985743
248,Roseburia,4.099709512367914,0.0016,-2.795880017344075
249,Ruminiclostridium,50.85357472455149,0.0007,-3.154901959985743
250,Ruminococcaceae,62.37302460707763,1e-06,-6.0
251,Ruminococcus,3.625809527237831,0.0793,-1.1007268126823961
252,Ruminococcus-sp.-N15.MGS-57,3.532290293367131,1e-06,-6.0
253,Shewanella,1.2098765432098761,0.4427,-0.3538904780211521
254,Sphingobium,3.647336585759533,0.0095,-2.0222763947111524
255,Sphingomonas,5.2150175216870505,0.0011,-2.958607314841775
256,Sphingopyxis,,1e-06,-6.0
257,Streptococcus,8.519528704862168,0.0005,-3.3010299956639813
258,Streptococcus-danieliae,inf,0.0011,-2.958607314841775
259,Streptococcus-respiraculi,2.1500704955070993,0.0031,-2.5086383061657274
260,Streptomyces-sp.-Q1,inf,0.0011,-2.958607314841775
261,Subdoligranulum,2.136800072821082,0.0594,-1.2262135550188065
262,Subgroup-2,19.30079640968238,0.0009,-3.0457574905606752
263,Tannerellaceae,6.3929181219841364,0.0002,-3.6989700043360187
264,Turicibacter,909.3720512603107,1e-06,-6.0
265,Turicimonas-muris,inf,0.0004,-3.3979400086720375
266,Tuzzerella,19.044387839542726,2e-06,-5.698970004336019
267,Tyzzerella,14.190667379454386,1e-06,-6.0
268,UBA1819,7.13121330577902,0.0003,-3.5228787452803374
269,UCG-003,25.988642460266572,4e-06,-5.3979400086720375
270,UCG-005,7.620478901343212,0.0006,-3.2218487496163566
271,UCG-007,83.65689082191993,0.0005,-3.3010299956639813
272,UCG-009,23.167411344740852,1e-06,-6.0
273,UCG-010,96.56999744804557,1e-06,-6.0
274,Vagococcus,,1e-06,-6.0
275,Vagococcus-fluvialis,21.57586525961214,3e-06,-5.522878745280337
276,Veillonella,41.05178567039989,0.0005,-3.3010299956639813
277,Verrucomicrobiaceae-bacterium-CHC8,8.44378272890032,0.0004,-3.3979400086720375
278,Vibrio,inf,3e-06,-5.522878745280337
279,Victivallis-vadensis,inf,0.0011,-2.958607314841775
280,Wolbachia,inf,0.0004,-3.3979400086720375
281,Xanthobacteraceae,inf,0.0011,-2.958607314841775
282,[Acetivibrio]-ethanolgignens-group,57.974865067161375,3e-06,-5.522878745280337
283,[Clostridium]-aldenense,13.646368544806277,0.0009,-3.0457574905606752
284,[Clostridium]-cocleatum,0.9366931330261289,0.4376,-0.3589226866746256
285,[Clostridium]-innocuum-group,2.180208847030446,0.0106,-1.9746941347352298
286,[Clostridium]-leptum,9.312371688588597,0.0017,-2.769551078621726
287,[Clostridium]-methylpentosum-group,4131.280119999463,0.0004,-3.3979400086720375
288,[Eubacterium]-brachy-group,12.609345835082035,1e-06,-6.0
289,[Eubacterium]-coprostanoligenes-group,2.60357379619847,0.0192,-1.7166987712964503
290,[Eubacterium]-fissicatena-group,11.031608890722659,1e-06,-6.0
291,[Eubacterium]-hallii-group,inf,3e-06,-5.522878745280337
292,[Eubacterium]-nodatum-group,31.108278220940157,1.3e-05,-4.886056647693163
293,[Eubacterium]-oxidoreducens-group,5.071644591353616,0.0006,-3.2218487496163566
294,[Eubacterium]-ventriosum-group,78.42875671306507,3e-06,-5.522878745280337
295,[Eubacterium]-xylanophilum-group,64.42790155486212,1e-06,-6.0
296,[Ruminococcus]-gnavus-group,0.8425925925925927,1.0,0.0
297,[Ruminococcus]-torques-group,0.8062140520339155,0.7984,-0.09777947172068531
298,bacterium-enrichment-culture-clone-M153,inf,0.0004,-3.3979400086720375
299,gut-metagenome,2.2578076682068304,0.0838,-1.0767559813697234
300,human-gut-metagenome,1.5756313586938473,0.0924,-1.0343280287798933
301,marine-metagenome,5.57264368499711,0.0002,-3.6989700043360187
302,metagenome,8564.869202340877,1e-06,-6.0
303,mouse-gut-metagenome,5.484608907377248,0.0028,-2.5528419686577806
