Diet,Bacteria,F,Pvalue,Pvalue_corrected
Inulin,Mucilaginibacter,1.209876543209877,0.34251562159196164,0.5425972025820254
Inulin,Mucispirillum-schaedleri,1.003321579724473,0.4203183816636261,0.5693980161236207
Inulin,Muribaculaceae,10.431505362383389,0.0007231149272404546,0.01415457709267282
Inulin,Muribaculum,28.7656254526677,3.039483423595242e-06,0.000617015134989834
Inulin,NK4A214-group,4.928889778244667,0.015309280549239563,0.11510310931465301
Inulin,Negativibacillus,2.275083412888797,0.12465219219587786,0.3614913573680458
Inulin,Odoribacter,9.462591016554788,0.0011356067705417345,0.01773293649384401
Inulin,Oscillibacter,0.6778153340238232,0.5799598777408935,0.6295821132695262
Inulin,Oscillospiraceae,0.8884950869182026,0.47108929473247896,0.5693980161236207
Inulin,Oscillospirales,4.847623764534043,0.016196439567693725,0.1174241868657795
Inulin,Paenarthrobacter,0.8425925925925927,0.4930287671963084,0.5693980161236207
Inulin,Paludicola,3.6795408554936797,0.0383007890856141,0.20659456746783617
Inulin,Parabacteroides,1.1072545194900727,0.37912398290781907,0.5544560731128286
Inulin,Parabacteroides-distasonis,2.8151806390980645,0.07756982962614101,0.2762574634053794
Inulin,Parabacteroides-goldsteinii,4.0420380670226965,0.029010543770295646,0.16358723292694488
Inulin,Parabacteroides-merdae,2.5698326527279973,0.09590551631437352,0.3042003095596535
Inulin,Parabacteroides-sp.,3.5479143231869754,0.04247453281685528,0.21429486889710228
Inulin,Paraprevotella,1.2098765432098764,0.34251562159196164,0.5425972025820254
Inulin,Parasutterella,10.301505407152995,0.0007669967882729115,0.01415457709267282
Inulin,Parasutterella-excrementihominis,0.8805790661716724,0.47480412327749244,0.5693980161236207
Inulin,Parvibacter,3.1448977601867742,0.05881940924661241,0.24937149339577697
Inulin,Pasteurellaceae-bacterium,0.9696053246979803,0.434633763160705,0.5693980161236207
Inulin,Peptococcaceae,2.5968141710312187,0.09366851807599143,0.3034243708132588
Inulin,Peptococcus,1.8516987093942021,0.18419520144019266,0.4451384034804656
Inulin,Peptostreptococcaceae,1.2098765432098768,0.34251562159196164,0.5425972025820254
Inulin,Prevotellaceae,2.9310995313895947,0.07030245579089049,0.26927167029341076
Inulin,Prevotellaceae-UCG-001,3.5241615750347246,0.043281229678725094,0.21429486889710228
Inulin,Proteus,1.1198400734982685,0.37442428366578584,0.5544560731128286
Inulin,Pseudomonas,1.2098765432098761,0.34251562159196164,0.5425972025820254
Inulin,RF39,1.1970036560407644,0.3468985482777439,0.5425972025820254
Inulin,Rhodococcus,0.8425925925925926,0.4930287671963084,0.5693980161236207
Inulin,Rhodospirillales,1.4170167505386124,0.2794774329873204,0.5320808156412
Inulin,Rikenella,3.6671624512817207,0.03867287469841268,0.20659456746783617
Inulin,Rikenella-sp.-Marseille-P3215,0.6447820823356122,0.5989592678086855,0.6399406913955955
Inulin,Rikenellaceae,1.0466692435532472,0.40260973114499204,0.5693980161236207
Inulin,Rikenellaceae-RC9-gut-group,17.324993039779077,5.493062433033471e-05,0.002458098656004236
Inulin,Romboutsia,0.8425925925925922,0.4930287671963084,0.5693980161236207
Inulin,Roseburia,1.1058500713117592,0.3796521879935132,0.5544560731128286
Inulin,Ruminococcaceae,0.686773284621609,0.5748985037475335,0.6274429906491897
Inulin,Ruminococcus-sp.-N15.MGS-57,12.454083979166429,0.000306449119677043,0.007776146411804966
Inulin,Sphingobium,0.2960258115993811,0.8276573481811971,0.840072208403915
Inulin,Streptococcus,0.3820425618449053,0.7675283258788024,0.7909048231136897
Inulin,Streptococcus-danieliae,0.8425925925925927,0.4930287671963084,0.5693980161236207
Inulin,Subdoligranulum,2.7125804691717983,0.08471131486166962,0.28660661528198217
Inulin,Tannerellaceae,3.335031628236584,0.050359254056095926,0.24340306127113032
Inulin,Turicibacter,1.2233034250906885,0.3380057588403525,0.5425972025820254
Inulin,Tuzzerella,0.9107777219254303,0.4607842154642794,0.5693980161236207
Inulin,UBA1819,1.7200399274658567,0.2086510296831175,0.4531068933911576
Inulin,UCG-003,2.7444133086493663,0.0824195830615927,0.2835792434153105
Inulin,UCG-005,1.5689202001539218,0.24117774113055832,0.48474338068815187
Inulin,UCG-007,1.2098765432098764,0.34251562159196164,0.5425972025820254
Inulin,UCG-009,5.03421436295941,0.014240442003112684,0.11118498948584134
Inulin,UCG-010,0.5572947428249863,0.651793201719947,0.6848246874152298
Inulin,Veillonella,3.1847358014125646,0.056921876313454196,0.24937149339577697
Inulin,[Acetivibrio]-ethanolgignens-group,1.6333952226143136,0.22667122034371293,0.4695332421405482
Inulin,[Clostridium]-leptum,0.9116956370477389,0.4603644769048293,0.5693980161236207
Inulin,[Clostridium]-methylpentosum-group,0.8425925925925927,0.4930287671963084,0.5693980161236207
Inulin,[Eubacterium]-brachy-group,6.029738164650069,0.007427967862013143,0.0658294497715455
Inulin,[Eubacterium]-coprostanoligenes-group,1.6136372102916554,0.2310133793637737,0.47369410111965715
Inulin,[Eubacterium]-fissicatena-group,1.4134331836663079,0.28045639051038623,0.5320808156412
Inulin,[Eubacterium]-hallii-group,1.2098765432098761,0.34251562159196164,0.5425972025820254
Inulin,[Eubacterium]-nodatum-group,0.8110330820976219,0.5086783242728599,0.5693980161236207
Inulin,[Eubacterium]-oxidoreducens-group,0.8425925925925927,0.4930287671963084,0.5693980161236207
Inulin,[Eubacterium]-ventriosum-group,3.1705176747504002,0.05759107308502216,0.24937149339577697
Inulin,[Eubacterium]-xylanophilum-group,8.308974067325629,0.0020236331190432643,0.02934268022612733
Inulin,[Ruminococcus]-torques-group,5.289984753176254,0.011980142386853267,0.09727875618124852
Inulin,gut-metagenome,5.635684317433485,0.009544436620894856,0.08073002641840232
Inulin,human-gut-metagenome,1.2098765432098764,0.34251562159196164,0.5425972025820254
Inulin,marine-metagenome,1.4179556385994825,0.2792215529743087,0.5320808156412
Inulin,mouse-gut-metagenome,0.8223603794539652,0.503007815458085,0.5693980161236207
Resistant starch,A2,2.11686774375075,0.13824984068596352,0.2668221925239096
Resistant starch,ASF356,1.6217305383123946,0.22377412291489485,0.383207291722498
Resistant starch,Acetatifactor,2.210151470611334,0.12653202802335906,0.2491906266174316
Resistant starch,Acetatifactor-muris,0.9999999999999992,0.41823758399590094,0.49521382644913436
Resistant starch,Acutalibacter-muris,0.5664828345784207,0.6449913186531735,0.676539807065557
Resistant starch,Adlercreutzia-mucosicola,1.0000000000000002,0.41823758399590105,0.49521382644913436
Resistant starch,Akkermansia,1.0000000000000007,0.41823758399590105,0.49521382644913436
Resistant starch,Akkermansia-muciniphila,1.5851657704008613,0.23203913763008696,0.39283818914567353
Resistant starch,Alistipes,11.112638675585186,0.0003444396445703256,0.0028902978870466453
Resistant starch,Alistipes-inops,17.65252561657427,2.498328281473166e-05,0.0004821773583243211
Resistant starch,Alistipes-obesi,4.30964450622198,0.020813418846076997,0.060863482383225156
Resistant starch,Alistipes-shahii,4.321769710286571,0.020617874442710578,0.060863482383225156
Resistant starch,Alistipes-sp.-N15.MGS-157,5.4236533348522,0.009108149039804427,0.032553199345967676
Resistant starch,Alistipes-sp.-cv1,4.580918033624959,0.01689211229720916,0.053445535628874885
Resistant starch,Alloprevotella,6.338065292528694,0.0048873895886594534,0.021437867968438058
Resistant starch,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.9999999999999999,0.41823758399590105,0.49521382644913436
Resistant starch,Anaerofilum,1.0000000000000002,0.41823758399590105,0.49521382644913436
Resistant starch,Anaerofustis,0.9999999999999994,0.41823758399590105,0.49521382644913436
Resistant starch,Anaeroplasma,2.007444851470692,0.15352402008555016,0.29049152820109003
Resistant starch,Anaerotruncus,1.2269200847643966,0.33235921311356065,0.49521382644913436
Resistant starch,Anaerovorax,1.8072085972083622,0.18643350776227388,0.3331635833159154
Resistant starch,Arcobacteraceae,1.967131547315045,0.15960584999524435,0.29619162547194383
Resistant starch,Bacillus,1.0,0.41823758399590105,0.49521382644913436
Resistant starch,Bacteria,0.497906059510921,0.6889287359268167,0.7148561614724496
Resistant starch,Bacteroidales,1.2819698204832293,0.31438530917825624,0.49521382644913436
Resistant starch,Bacteroides,42.57192576919111,7.478862529839814e-08,7.21710234129542e-06
Resistant starch,Bacteroides-acidifaciens,7.788138450229181,0.001986634412049845,0.01036271463582757
Resistant starch,Bacteroides-caecimuris,27.12845280971726,1.6377856834060793e-06,6.321852737947466e-05
Resistant starch,Bacteroides-nordii,4.330360071801824,0.020480577541207332,0.060863482383225156
Resistant starch,Bacteroides-sartorii,20.189299780985095,1.0951626868716884e-05,0.0002642079982077948
Resistant starch,Bacteroides-stercorirosoris,22.667654820292714,5.27039577417645e-06,0.000145312340630865
Resistant starch,Bacteroides-uniformis,6.36030190768326,0.0048166822767875,0.021437867968438058
Resistant starch,Bacteroides-vulgatus-ATCC-8482,27.7345711724066,1.4146969204354334e-06,6.321852737947466e-05
Resistant starch,Bacteroides-xylanisolvens,8.254149997203282,0.0015172590318480383,0.009446161069247465
Resistant starch,Bifidobacterium,0.14665233517391854,0.9303269348196724,0.9303269348196724
Resistant starch,Bifidobacterium-choerinum,5.773391485042418,0.00713889839390815,0.027556147800485462
Resistant starch,Bilophila,3.63381135609551,0.03582337354012952,0.09877015847492854
Resistant starch,Blautia,1.2835208507601599,0.3138937094727336,0.49521382644913436
Resistant starch,Brevinema,0.8841229071282145,0.47026481663834463,0.5467334661430309
Resistant starch,Burkholderiales,1.0000000000000007,0.41823758399590105,0.49521382644913436
Resistant starch,Burkholderiales-bacterium-YL45,40.02263242716905,1.1547289960761188e-07,7.428756541423031e-06
Resistant starch,Butyricicoccus,1.0523590323006142,0.39662322242018494,0.49521382644913436
Resistant starch,Butyricimonas,16.990313978393917,3.144347629016245e-05,0.0005057159103334461
Resistant starch,Butyricimonas-synergistica,5.918717726022428,0.006464869933902154,0.025994164525898245
Resistant starch,Butyricimonas-virosa,2.570424518299436,0.09049090933593085,0.1898341902373332
Resistant starch,Candidatus-Gastranaerophilales-bacterium-Zag_111,2.9339242195610664,0.06523886384432177,0.1614243682301808
Resistant starch,Candidatus-Saccharimonas,6.128075611704968,0.005615633122193984,0.023561243317031282
Resistant starch,Catenibacterium,1.0,0.41823758399590105,0.49521382644913436
Resistant starch,Cetobacterium,0.9999999999999999,0.41823758399590105,0.49521382644913436
Resistant starch,Christensenella-minuta,1.8763414155139675,0.17428120683680803,0.3174334093272906
Resistant starch,Christensenella-sp.-Marseille-P2437,10.48553802759148,0.0004662924878505343,0.0037497687564647135
Resistant starch,Christensenellaceae,0.6429672254504522,0.598507317291753,0.6417328457628241
Resistant starch,Christensenellaceae-R-7-group,5.33706860774391,0.009685109207289183,0.033985928672851135
Resistant starch,Clostridia,1.1768718031421321,0.3496181989421331,0.49521382644913436
Resistant starch,Clostridia-UCG-014,2.8070442754583134,0.07303988275532083,0.17244638694304545
Resistant starch,Clostridia-vadinBB60-group,5.882676887252754,0.006625120919258289,0.0260948640289153
Resistant starch,Clostridiales-bacterium-CIEAF-012,2.303284220770112,0.11590722921078163,0.2330218253925089
Resistant starch,Clostridiales-bacterium-CIEAF-020,1.2738878821822708,0.3169598263307153,0.49521382644913436
Resistant starch,Clostridium-sensu-stricto-1,2.707727851829441,0.07986656186785124,0.1835029338154201
Resistant starch,Clostridium-sp.-Clone-44,2.647631658123452,0.0843374447710795,0.18675012118333548
Resistant starch,Clostridium-sp.-Culture-27,2.8568388034541607,0.06986172304227052,0.16854140683947763
Resistant starch,Clostridium-sp.-Culture-41,0.8140453737310872,0.5046774264852685,0.5696066860330807
Resistant starch,Clostridium-sp.-Culture-54,1.1927590658304787,0.34404216360129997,0.49521382644913436
Resistant starch,Clostridium-sp.-ND2,1.0,0.41823758399590105,0.49521382644913436
Resistant starch,Colidextribacter,0.8477040846839231,0.48786359387040457,0.5571459977336572
Resistant starch,Coriobacteriaceae-UCG-002,3.839576367186688,0.030255857842402104,0.08587324358211186
Resistant starch,Defluviitaleaceae-UCG-011,7.359562810322528,0.0025661513828984773,0.01269915940767708
Resistant starch,Desulfovibrio,2.67029061135369,0.0826201130802472,0.18541490493590362
Resistant starch,Desulfovibrio-fairfieldensis,4.384338894435968,0.019640849221274768,0.060863482383225156
Resistant starch,Desulfovibrionaceae,11.412955207678957,0.000299100884481914,0.0026501047249265605
Resistant starch,Dielma,1.0000000000000002,0.41823758399590105,0.49521382644913436
Resistant starch,Dorea-sp.-5-2,0.7020482702875187,0.5645084977275477,0.6186132535735533
Resistant starch,Dubosiella,6.909259850523357,0.0033879592551538038,0.015948198444992297
Resistant starch,Dubosiella-newyorkensis,15.499011455567883,5.4138359870434155e-05,0.0007463359610709852
Resistant starch,Eggerthella,2.637083067578162,0.08515031432193534,0.18675012118333548
Resistant starch,Endozoicomonas,0.9999999999999998,0.41823758399590105,0.49521382644913436
Resistant starch,Enterobacteriaceae,1.3733490478944523,0.2867442974164899,0.46505587732254244
Resistant starch,Enterococcus,0.8722957222416988,0.47591306897424446,0.5467334661430309
Resistant starch,Enterorhabdus,5.206237065409831,0.010636122288237102,0.03665663574338859
Resistant starch,Erysipelatoclostridium,7.827432840532004,0.0019413208731529038,0.01036271463582757
Resistant starch,Erysipelotrichaceae,1.8759847256542839,0.17434166522638755,0.3174334093272906
Resistant starch,Escherichia-Shigella,3.4048964972331235,0.04339549573837077,0.11318014429061567
Resistant starch,Ethanoligenenaceae,8.305200972316497,0.0014738984510660929,0.009446161069247465
Resistant starch,Eubacterium-plexicaudatum,2.9019377010622636,0.06711474954007349,0.16396388178777446
Resistant starch,Eubacterium-sp.-14-2,2.5790198011283634,0.08978199797644054,0.1898341902373332
Resistant starch,Faecalibacterium,0.5203130816621837,0.6743487079332684,0.7035097331411936
Resistant starch,Faecalibaculum,8.940797134802173,0.0010359217421247579,0.007404922082595492
Resistant starch,Faecalibaculum-rodentium,1.0,0.41823758399590105,0.49521382644913436
Resistant starch,Family-XIII-AD3011-group,3.245798901857364,0.04970312024862083,0.12621976589452394
Resistant starch,Flavobacterium,0.926764020378092,0.4504285133387155,0.5268648671174065
Resistant starch,Flavonifractor,3.1457631912376702,0.05418710630241211,0.1358196300826693
Resistant starch,Frisingicoccus,4.641013782612205,0.01613968608714358,0.051915990246978516
Resistant starch,GCA-900066575,0.7364395445765402,0.5454941383156726,0.6016021068281417
Resistant starch,Gastranaerophilales,8.119453675390332,0.0016387013801648454,0.009583920193085307
Resistant starch,Harryflintia,2.242169822673054,0.12276373509671537,0.24426186467696975
Resistant starch,Helicobacter,10.043955716327492,0.0005812046319092213,0.004486899758339189
Resistant starch,Helicobacter-ganmani,11.903370155824502,0.00023876267321647015,0.002304059796538937
Resistant starch,Helicobacter-hepaticus,8.435547935967318,0.0013693601089442078,0.00943880360807972
Resistant starch,Helicobacter-mastomyrinus,1.4849671823921748,0.2563962487211754,0.42659031037230044
Resistant starch,Incertae-Sedis,1.7346655930029393,0.2001738657706799,0.35443629443799285
Resistant starch,Intestinimonas,0.7934686258347501,0.5152194781169623,0.57478242356401
Resistant starch,Lachnoclostridium,1.0280311353003397,0.4065244374023824,0.49521382644913436
Resistant starch,Lachnospiraceae,0.3839823395575425,0.7659705017934779,0.782181517704451
Resistant starch,Lachnospiraceae-AC2044-group,0.9999999999999997,0.41823758399590105,0.49521382644913436
Resistant starch,Lachnospiraceae-FCS020-group,0.6845588017241443,0.5743975045547353,0.6228017886464264
Resistant starch,Lachnospiraceae-NK4A136-group,1.519812777739868,0.24763152556808157,0.41559029943164993
Resistant starch,Lachnospiraceae-UCG-001,1.0000000000000002,0.41823758399590105,0.49521382644913436
Resistant starch,Lachnospiraceae-UCG-006,0.8747390454070688,0.47474096337569005,0.5467334661430309
Resistant starch,Lachnospiraceae-bacterium-10-1,1.619069508516921,0.22436489100850918,0.383207291722498
Resistant starch,Lachnospiraceae-bacterium-28-4,2.519541578030896,0.09481580679647696,0.19676828722279627
Resistant starch,Lachnospiraceae-bacterium-3-2,0.9999999999999997,0.41823758399590105,0.49521382644913436
Resistant starch,Lachnospiraceae-bacterium-595,4.691329516840172,0.015538440910463145,0.05082913721558283
Resistant starch,Lachnospiraceae-bacterium-A4,0.8289210012816016,0.49718090193375697,0.5644465533718535
