Diet,Bacteria,R,Pvalue,Pvalue_corrected
Resistant starch,Defluviitaleaceae-UCG-011,0.37466666666666665,0.00129,0.004610555555555555
Resistant starch,Desulfovibrio,0.3560000000000001,7e-06,0.00010392307692307692
Resistant starch,Desulfovibrio-fairfieldensis,0.3563333333333333,1.5e-05,0.00016083333333333333
Resistant starch,Desulfovibrionaceae,0.415,1e-06,2.7571428571428574e-05
Resistant starch,Dielma,0.0,1.0,1.0
Resistant starch,Dorea-sp.-5-2,0.018333333333333264,0.352163,0.5149049924242425
Resistant starch,Dubosiella,0.175,0.004115,0.01232607462686567
Resistant starch,Dubosiella-newyorkensis,0.43466666666666665,8e-06,0.0001102857142857143
Resistant starch,Eggerthella,0.02999999999999994,0.210369,0.336952479338843
Resistant starch,Endozoicomonas,0.0,1.0,1.0
Resistant starch,Enterobacteriaceae,0.09366666666666675,0.099976,0.1855323846153846
Resistant starch,Enterococcus,0.10166666666666664,0.062733,0.12229766666666665
Resistant starch,Enterorhabdus,0.2875,0.003732,0.0120046
Resistant starch,Erysipelatoclostridium,0.29266666666666674,0.001999,0.006651844827586207
Resistant starch,Erysipelotrichaceae,0.03533333333333336,0.267419,0.40321771093750003
Resistant starch,Escherichia-Shigella,0.28233333333333327,0.000186,0.001158
Resistant starch,Ethanoligenenaceae,0.18500000000000003,0.004174,0.01232607462686567
Resistant starch,Eubacterium-plexicaudatum,0.07250000000000004,0.034939,0.07325906451612903
Resistant starch,Eubacterium-sp.-14-2,0.02999999999999994,0.21125,0.336952479338843
Resistant starch,Faecalibacterium,-0.02066666666666657,1.0,1.0
Resistant starch,Faecalibaculum,0.2799999999999999,0.000531,0.0021804893617021277
Resistant starch,Faecalibaculum-rodentium,0.0,1.0,1.0
Resistant starch,Family-XIII-AD3011-group,0.15166666666666664,0.038815,0.07885573684210527
Resistant starch,Flavobacterium,-0.0066666666666667365,1.0,1.0
Resistant starch,Flavonifractor,0.13999999999999996,0.004242,0.01232607462686567
Resistant starch,Frisingicoccus,0.0875,0.034843,0.07325906451612903
Resistant starch,GCA-900066575,-0.032999999999999904,0.596332,0.8162558581560283
Resistant starch,Gastranaerophilales,0.37866666666666676,3e-06,5.7900000000000005e-05
Resistant starch,Harryflintia,0.08450000000000003,0.146369,0.259167128440367
Resistant starch,Helicobacter,0.2799999999999999,0.000259,0.0012191951219512195
Resistant starch,Helicobacter-ganmani,0.3681666666666666,1e-06,2.7571428571428574e-05
Resistant starch,Helicobacter-hepaticus,0.24500000000000005,0.000249,0.0012191951219512195
Resistant starch,Helicobacter-mastomyrinus,0.5016666666666666,3e-06,5.7900000000000005e-05
Resistant starch,Incertae-Sedis,0.16066666666666668,0.050786,0.10210102083333333
Resistant starch,Intestinimonas,0.14099999999999996,0.025531,0.06159353750000001
Resistant starch,Lachnoclostridium,-0.005333333333333419,0.478333,0.6941223233082707
Resistant starch,Lachnospiraceae,-0.07933333333333344,0.836815,1.0
Resistant starch,Lachnospiraceae-AC2044-group,0.0,1.0,1.0
Resistant starch,Lachnospiraceae-FCS020-group,-0.08633333333333335,0.89621,1.0
Resistant starch,Lachnospiraceae-NK4A136-group,-0.03966666666666664,0.719449,0.9510524452054794
Resistant starch,Lachnospiraceae-UCG-001,0.0,1.0,1.0
Resistant starch,Lachnospiraceae-UCG-006,-0.026666666666666648,0.593033,0.8162558581560283
Resistant starch,Lachnospiraceae-bacterium-10-1,0.213,0.002892,0.009460271186440678
Resistant starch,Lachnospiraceae-bacterium-28-4,0.19733333333333336,0.008171,0.022528614285714284
Resistant starch,Lachnospiraceae-bacterium-3-2,0.0,1.0,1.0
Resistant starch,Lachnospiraceae-bacterium-595,0.28583333333333333,7.9e-05,0.0005445357142857143
Resistant starch,Lachnospiraceae-bacterium-A4,-0.0066666666666667365,1.0,1.0
Resistant starch,Lachnospiraceae-bacterium-DW59,0.23700000000000002,0.000569,0.002241163265306122
Resistant starch,Lactobacillus,0.3083333333333334,0.001919,0.006497666666666666
Resistant starch,Lactobacillus-intestinalis,0.1454999999999999,0.011025,0.029148287671232877
Resistant starch,Lactobacillus-murinus,0.09099999999999996,0.035301,0.07325906451612903
Resistant starch,Lactococcus,-0.07466666666666667,0.913157,1.0
Resistant starch,Leuconostoc,0.0,1.0,1.0
Resistant starch,Lysinibacillus,-0.0066666666666667365,1.0,1.0
Resistant starch,Malacoplasma-muris,-0.04566666666666657,0.702317,0.9348081448275861
Resistant starch,Marvinbryantia,0.14500000000000007,0.023175,0.05734326923076923
Resistant starch,Megamonas,-0.024833333333333336,0.871401,1.0
Resistant starch,Monoglobus,-0.04083333333333329,0.631115,0.8517845804195804
Resistant starch,Morganella,0.02999999999999994,0.210669,0.336952479338843
Resistant starch,Mucispirillum-schaedleri,0.17899999999999996,0.008606,0.023068861111111113
Resistant starch,Muribaculaceae,0.56,2.9e-05,0.00024334782608695653
Resistant starch,Muribaculum,0.4689999999999999,1e-06,2.7571428571428574e-05
Resistant starch,Muribaculum-intestinale,0.0,1.0,1.0
Resistant starch,NK4A214-group,0.3286666666666668,0.000317,0.0013595777777777778
Resistant starch,Negativibacillus,0.17299999999999988,0.03311,0.07325906451612903
Resistant starch,Odoribacter,0.38666666666666666,1.1e-05,0.00014153333333333332
Resistant starch,Oscillibacter,0.06000000000000003,0.226215,0.354955243902439
Resistant starch,Oscillospiraceae,-0.10833333333333338,0.980039,1.0
Resistant starch,Oscillospirales,0.25283333333333347,0.005009,0.014010681159420292
Resistant starch,Oxalobacter-formigenes,0.0,1.0,1.0
Resistant starch,Paenarthrobacter,-0.01749999999999994,0.871332,1.0
Resistant starch,Paludicola,0.18016666666666675,0.014594,0.03706107894736842
Resistant starch,Parabacteroides,0.47100000000000003,1e-06,2.7571428571428574e-05
Resistant starch,Parabacteroides-distasonis,0.3229999999999999,3.1e-05,0.0002492916666666667
Resistant starch,Parabacteroides-goldsteinii,0.6200000000000001,4e-06,7.018181818181818e-05
Resistant starch,Parabacteroides-merdae,0.25583333333333325,8.2e-05,0.0005457241379310345
Resistant starch,Parabacteroides-sp.,0.30499999999999994,0.000252,0.0012191951219512195
Resistant starch,Parabacteroides-sp.-CT06,0.0,1.0,1.0
Resistant starch,Parasutterella,0.4236666666666666,0.001328,0.004660072727272727
Resistant starch,Parasutterella-excrementihominis,0.017666666666666754,0.252061,0.3830533307086614
Resistant starch,Parvibacter,0.21000000000000002,0.00412,0.01232607462686567
Resistant starch,Pasteurellaceae-bacterium,0.025,0.209907,0.336952479338843
Resistant starch,Peptococcaceae,0.4060000000000001,0.000162,0.0010422
Resistant starch,Peptococcus,0.09299999999999993,0.134187,0.2397971388888889
Resistant starch,Peptostreptococcaceae,-0.006833333333333401,0.560735,0.7798116402877697
Resistant starch,Prevotellaceae,0.26833333333333326,0.000248,0.0012191951219512195
Resistant starch,Prevotellaceae-UCG-001,0.21000000000000002,0.004279,0.01232607462686567
