,Variable,Statistic,P-value,log10(P-value)
112,Desulfovibrionaceae,113.53681512243064,1e-06,-6.0
113,Devosia,inf,0.0005,-3.3010299956639813
114,Dialister,1.0000000000000002,1.0,0.0
115,Dialister-invisus-DSM-15470,0.679209780339878,1.0,0.0
116,Dialister-sp.-Marseille-P5638,0.889255026610616,0.2082,-0.6815192748254827
117,Dielma,3.0200738171682384,0.00017,-3.769551078621726
118,Dorea-sp.-5-2,6.275115423919262,0.0036,-2.4436974992327127
119,Dubosiella,36.89775867257099,1e-06,-6.0
120,Dubosiella-newyorkensis,21.581813125156433,1e-06,-6.0
121,Dyadobacter-fermentans,3.235558711317974,0.0026,-2.5850266520291822
122,Eggerthella,23.95302147630609,0.00017,-3.769551078621726
123,Eisenbergiella,5.778831480059638,1e-06,-6.0
124,Elizabethkingia,1.7106501242958794,0.0004,-3.3979400086720375
125,Endozoicomonas,1.0000000000000004,1.0,0.0
126,Enterobacterales,inf,0.0004,-3.3979400086720375
127,Enterobacteriaceae,2.958351220771223,0.0452,-1.344861565188618
128,Enterococcus,1.981625073958921,0.0898,-1.0467236633326955
129,Enterorhabdus,2.533819360212586,0.0416,-1.3809066693732572
130,Erysipelatoclostridium,30.122026998809094,1.3e-05,-4.886056647693163
131,Erysipelatoclostridium-ramosum,inf,0.0003,-3.5228787452803374
132,Erysipelotrichaceae,8.873788885948697,3e-06,-5.522878745280337
133,Erysipelotrichaceae-UCG-003,1.7644682490974013,0.1556,-0.8079904073463299
134,Escherichia-Shigella,4073.5878176828837,1e-06,-6.0
135,Ethanoligenenaceae,3.8672806349769098,0.0316,-1.5003129173815961
136,Eubacterium-plexicaudatum,10.174344670638899,0.00014,-3.853871964321762
137,Eubacterium-sp.-14-2,0.9964202100193382,0.4935,-0.3067128429943445
138,Faecalibacterium,0.898500868495615,0.3758,-0.4250432242354932
139,Faecalibaculum,6.805411308359982,0.0004,-3.3979400086720375
140,Faecalibaculum-rodentium,3.1250072145310233,0.0003,-3.5228787452803374
141,Faecalitalea,1.123579221616007,0.006,-2.221848749616356
142,Family-XIII-AD3011-group,3.878215182484859,0.0122,-1.9136401693252518
143,Family-XIII-UCG-001,0.7029254666236128,0.9037,-0.043975717719322883
144,Firmicutes,0.9999999999999997,1.0,0.0
145,Flavobacterium,1.8780282421185772,0.0094,-2.0268721464003012
146,Flavonifractor,5.496465592247575,1e-06,-6.0
147,Frisingicoccus,3.7038275710852337,0.0013,-2.886056647693163
148,Fusicatenibacter,0.999999999999999,1.0,0.0
149,Fusobacterium,inf,0.0005,-3.3010299956639813
150,GCA-900066575,1.3234307324299375,0.2418,-0.6165437034752469
151,Gastranaerophilales,1.4956722043282398,0.0593,-1.2269453066357374
152,Harryflintia,6.743345676441075,0.0036,-2.4436974992327127
153,Helicobacter,10.20689606206189,1e-06,-6.0
154,Helicobacter-ganmani,67.65411457779885,1e-06,-6.0
155,Helicobacter-hepaticus,26.031702410787727,1e-06,-6.0
156,Helicobacter-mastomyrinus,1.2237907366667455,0.1122,-0.9500071430798575
157,Holdemanella,inf,0.00017,-3.769551078621726
158,Incertae-Sedis,39.24960645782641,3e-05,-4.522878745280337
159,Intestinimonas,5.265007172523285,0.0038,-2.42021640338319
160,Klebsiella,3.7584491412960417,1e-06,-6.0
161,Lachnoclostridium,2.1902789934850433,0.042,-1.3767507096020994
162,Lachnospiraceae,12.121741697617308,0.0002,-3.6989700043360187
163,Lachnospiraceae-AC2044-group,2.7793385277384743,0.0209,-1.679853713888946
164,Lachnospiraceae-FCS020-group,5.58400450599669,0.0029,-2.537602002101044
165,Lachnospiraceae-NC2004-group,1.0,1.0,0.0
166,Lachnospiraceae-NK4A136-group,29.721106485087123,2e-05,-4.698970004336019
167,Lachnospiraceae-UCG-001,36.915050570963395,1e-06,-6.0
168,Lachnospiraceae-UCG-006,1.7899297249509125,0.0543,-1.265200170411153
169,Lachnospiraceae-UCG-010,65.4338443129054,1e-06,-6.0
170,Lachnospiraceae-bacterium-10-1,4.132312291713489,0.0071,-2.1487416512809245
171,Lachnospiraceae-bacterium-28-4,3.0075234540965377,0.0368,-1.4341521813264824
172,Lachnospiraceae-bacterium-3-2,0.6012356143477852,0.9175,-0.03739392707587306
173,Lachnospiraceae-bacterium-595,2.3700589822110705,0.088,-1.0555173278498313
174,Lachnospiraceae-bacterium-A4,1.408049072705906,0.0012,-2.9208187539523753
175,Lachnospiraceae-bacterium-COE1,1.03288377407062,0.3345,-0.47560387789615804
176,Lachnospiraceae-bacterium-DW59,6.856549770001933,1e-06,-6.0
177,Lactobacillales,0.9999999999999996,1.0,0.0
178,Lactobacillus,5.435168326926373,0.00011,-3.958607314841775
179,Lactobacillus-intestinalis,2251.0951679859786,1e-06,-6.0
180,Lactobacillus-mucosae-LM1,0.9181114055884808,0.8714,-0.05978244440026492
181,Lactobacillus-murinus,43.41917140871242,2e-05,-4.698970004336019
182,Lactococcus,1.758064067295434,0.1364,-0.8651856296795399
183,Lactococcus-raffinolactis,inf,1e-06,-6.0
184,Leuconostoc,1.5697890710459068,0.1737,-0.7602001815529014
185,Lysinibacillus,0.4872579234512107,0.921,-0.03574036980315106
186,Lysobacter,0.9999999999999998,1.0,0.0
187,Malacoplasma-muris,0.7709356750090924,0.6065,-0.2171691947974082
188,Marvinbryantia,20.238494036858416,0.0004,-3.3979400086720375
189,Megamonas,0.3236913733851951,0.8688,-0.06108018775522826
190,Megasphaera,1.154500996933402,0.0005,-3.3010299956639813
191,Methyloprofundus,1.6243036531118717,0.0004,-3.3979400086720375
192,Micrococcaceae,1.2918883936654062,0.2343,-0.6302277114030372
193,Monoglobus,9.929087245992015,4e-05,-4.3979400086720375
194,Morganella,1.1224287802643698,0.0314,-1.5030703519267852
195,Mucilaginibacter,,1e-06,-6.0
196,Mucispirillum,1.3895946127332013,0.2065,-0.6850799440075802
197,Mucispirillum-schaedleri,0.8977055621888911,0.4983,-0.30250911282894305
198,Muribaculaceae,7.784323961850234,0.00023,-3.638272163982407
199,Muribaculum,10.964109578954664,1e-06,-6.0
200,Muribaculum-intestinale,0.9225517281646306,0.4254,-0.37120251443328983
201,NK4A214-group,5.57461399941541,0.0026,-2.5850266520291822
202,Negativibacillus,1.6949287241263389,0.1705,-0.7682756166714835
203,Nostoc-PCC-73102,2.2833996025604315,6e-05,-4.221848749616356
204,Nostocaceae,0.9999999999999992,0.9341,-0.029606627920399843
205,Odoribacter,8.927986073903257,0.00012,-3.9208187539523753
206,Oscillibacter,6.609609218815201,0.0002,-3.6989700043360187
207,Oscillospiraceae,9.83654375269759,0.0006,-3.2218487496163566
208,Oscillospirales,234.12564799896816,1e-06,-6.0
209,Oxalobacter-formigenes,0.9997733686037878,1.0,0.0
210,Paenarthrobacter,5.318548989852551,3e-05,-4.522878745280337
211,Paludicola,4.700060837208776,7e-05,-4.154901959985743
212,Parabacteroides,825.9705173777572,1e-06,-6.0
213,Parabacteroides-distasonis,5.9863748747518075,0.0002,-3.6989700043360187
214,Parabacteroides-goldsteinii,3.942258680407319,0.0029,-2.537602002101044
215,Parabacteroides-merdae,2.667429926148732,0.0011,-2.958607314841775
216,Parabacteroides-sp.,14.563214131897498,0.0004,-3.3979400086720375
217,Parabacteroides-sp.-CT06,0.3688662657409132,1.0,0.0
218,Paraprevotella,1.4252331201176685,0.3814,-0.4186193112900132
219,Parasutterella,4.488476274490738,0.001,-3.0
220,Parasutterella-excrementihominis,2.703641348317407,5e-05,-4.301029995663981
221,Parvibacter,3.3210183528707975,0.0226,-1.645891560852599
222,Pasteurellaceae-bacterium,8.63664625887703,1e-06,-6.0
223,Pedobacter,,1e-06,-6.0
224,Peptococcaceae,1.014157098526372,0.4169,-0.37996810487370264
225,Peptococcus,3.8585427832640216,0.0111,-1.9546770212133426
226,Peptoniphilus,inf,0.0004,-3.3979400086720375
227,Peptostreptococcaceae,1.3269114814098224,0.2251,-0.64762450499948
228,Porphyromonas,1.9232955029423895,0.0005,-3.3010299956639813
229,Prevotella,inf,0.0004,-3.3979400086720375
230,Prevotellaceae,10.385361340659905,1e-06,-6.0
231,Prevotellaceae-UCG-001,6.0491610974230605,0.003,-2.5228787452803374
232,Proteus,192.64680011987477,1e-06,-6.0
233,Providencia,3.1309896865983666,0.005,-2.3010299956639813
234,Providencia-alcalifaciens,inf,0.0004,-3.3979400086720375
235,Pseudarthrobacter,inf,0.0004,-3.3979400086720375
236,Pseudomonas,1.000001605366687,0.00017,-3.769551078621726
237,RF39,1.2282304574382499,0.3159,-0.500450374094851
238,Rhizobiaceae,9.071392383543808,0.0003,-3.5228787452803374
239,Rhodococcus,1.0000000000000007,1.0,0.0
240,Rhodospirillales,8.049059264221953,0.0003,-3.5228787452803374
241,Rickettsia,inf,1e-06,-6.0
242,Rikenella,19.09896879914189,1e-06,-6.0
243,Rikenella-sp.-Marseille-P3215,580.6910176675376,0.0003,-3.5228787452803374
244,Rikenellaceae,4.2660419211286325,0.0049,-2.309803919971486
245,Rikenellaceae-RC9-gut-group,3.918574340820118,0.0266,-1.575118363368933
246,Rikenellaceae-bacterium-DTU002,1.0000000000000007,1.0,0.0
247,Romboutsia,2.071866830697849,0.00017,-3.769551078621726
248,Roseburia,2.7370206099786225,0.0538,-1.269217724333611
249,Ruminiclostridium,inf,0.0003,-3.5228787452803374
250,Ruminococcaceae,9.83111954347284,4e-06,-5.3979400086720375
251,Ruminococcus,6.138863458035612,1e-06,-6.0
252,Ruminococcus-sp.-N15.MGS-57,9.466653974499572,1e-06,-6.0
253,Shewanella,0.9999999999999998,1.0,0.0
254,Sphingobium,1.055065716060095,0.4158,-0.3811155150045496
255,Sphingomonas,2.676811877928376,8e-05,-4.096910013008056
256,Sphingopyxis,1.0000000000000007,1.0,0.0
257,Streptococcus,1.210879091514979,0.3183,-0.49716336137899686
258,Streptococcus-danieliae,1.1540079739162892,0.004,-2.3979400086720375
259,Streptococcus-respiraculi,0.7644719770247771,0.8686,-0.061180174973789685
260,Streptomyces-sp.-Q1,inf,0.0003,-3.5228787452803374
261,Subdoligranulum,0.5873628706179075,0.851,-0.07007043991541213
262,Subgroup-2,inf,0.0004,-3.3979400086720375
263,Tannerellaceae,16.989624428828655,1e-06,-6.0
264,Turicibacter,42.15643778258015,1e-06,-6.0
265,Turicimonas-muris,1.0,1.0,0.0
266,Tuzzerella,12.687526997202726,2e-05,-4.698970004336019
267,Tyzzerella,0.9320149178324534,0.6511,-0.18635230465310332
268,UBA1819,6.129222371129312,3e-05,-4.522878745280337
269,UCG-003,2.4266180563045636,0.0027,-2.5686362358410126
270,UCG-005,1.4563209132014028,0.223,-0.6516951369518393
271,UCG-007,2.1857056658250915,0.0003,-3.5228787452803374
272,UCG-009,3.4004207016890766,0.0079,-2.1023729087095586
273,UCG-010,6.8053153076459525,2e-06,-5.698970004336019
274,Vagococcus,0.9999999999999997,1.0,0.0
275,Vagococcus-fluvialis,1.0000000000000002,0.7938,-0.10028890542885542
276,Veillonella,48.40386004985007,0.0003,-3.5228787452803374
277,Verrucomicrobiaceae-bacterium-CHC8,1.3483266350162288,0.213,-0.6716203965612623
278,Vibrio,1.0349077459581433,0.0003,-3.5228787452803374
279,Victivallis-vadensis,inf,0.0003,-3.5228787452803374
280,Wolbachia,inf,0.0005,-3.3010299956639813
281,Xanthobacteraceae,2.2182845530550135,0.0003,-3.5228787452803374
282,[Acetivibrio]-ethanolgignens-group,3.2741980032103153,0.0368,-1.4341521813264824
283,[Clostridium]-aldenense,1.0157538353907498,0.0004,-3.3979400086720375
284,[Clostridium]-cocleatum,inf,0.00017,-3.769551078621726
285,[Clostridium]-innocuum-group,,1e-06,-6.0
286,[Clostridium]-leptum,10.59254482508599,6e-05,-4.221848749616356
287,[Clostridium]-methylpentosum-group,17.545855509907803,0.0005,-3.3010299956639813
288,[Eubacterium]-brachy-group,1.4652774089392766,0.1345,-0.8712777156615732
289,[Eubacterium]-coprostanoligenes-group,11.307363971876038,1e-06,-6.0
290,[Eubacterium]-fissicatena-group,4.80030889022313,0.0043,-2.3665315444204134
291,[Eubacterium]-hallii-group,1.8833530617989638,1e-06,-6.0
292,[Eubacterium]-nodatum-group,1.199920308924728,0.3356,-0.47417804784333734
293,[Eubacterium]-oxidoreducens-group,2.4131924747267868,0.0278,-1.5559552040819238
294,[Eubacterium]-ventriosum-group,6.088828327804844,0.003,-2.5228787452803374
295,[Eubacterium]-xylanophilum-group,1.466355704597462,0.2136,-0.6703987516434812
296,[Ruminococcus]-gnavus-group,,1e-06,-6.0
297,[Ruminococcus]-torques-group,0.1083719824752959,0.9599,-0.017774008325325184
298,bacterium-enrichment-culture-clone-M153,1.5913428609639944,0.0005,-3.3010299956639813
299,gut-metagenome,4.912661443703466,0.0188,-1.7258421507363202
300,human-gut-metagenome,0.9635799041765172,1.0,0.0
301,marine-metagenome,1.096945118775637,0.3466,-0.4601714416221018
302,metagenome,1.1458219537941232,0.1817,-0.7406450726919657
303,mouse-gut-metagenome,1.2674230516883496,0.2732,-0.5635193049905051
