,SCFA,Taxa,PearsonR,PearsonP,SpearmanR,SpearmanP
96,Propionate,Bacteroides-vulgatus-ATCC-8482,-0.08842033865097462,0.2787003654667165,0.09897843363976448,0.2250548423115735
97,Propionate,Mucispirillum-schaedleri,0.03153914674450045,0.6996989852637668,0.11218980446831922,0.16879090848328754
98,Propionate,Lachnospiraceae-bacterium-28-4,0.16074197982316793,0.04789664035281669,0.19886855833322914,0.014043027550426952
99,Propionate,Clostridia-vadinBB60-group,0.19059613865326322,0.01867114195650453,0.14478005173729694,0.07513782643465935
100,Propionate,Muribaculum,-0.043052991310003313,0.5984328147303128,-0.036627345224024534,0.6541568746004613
101,Propionate,Colidextribacter,0.2645665486152473,0.000988561373612265,0.18897067366507425,0.019721606114235464
102,Propionate,Rikenellaceae-RC9-gut-group,0.4256862545605046,4.570783059046461e-08,0.12605352731587152,0.12175660192916198
103,Propionate,Alistipes,0.47987513573590357,3.9619869015778573e-10,0.03257261086948864,0.6903553961143281
104,Propionate,Lachnoclostridium,0.09196301365691498,0.2598159007843736,0.19540002600157916,0.015844881913575994
105,Propionate,Oscillibacter,0.10814148512565737,0.18479188158034401,0.1534388505926402,0.05912040348732768
106,Propionate,Roseburia,0.32427538371474574,4.589164373145875e-05,0.25095228332272,0.0018179490954069975
107,Propionate,Lachnospiraceae-bacterium-10-1,-0.004358839955148755,0.9574960493575582,0.050477667101096774,0.5368475844311906
108,Propionate,Parabacteroides,0.6457780115171661,2.646596992326184e-19,0.1603563706853522,0.04844134628864681
109,Propionate,Dubosiella-newyorkensis,-0.10951786595545705,0.17923161603339458,-0.06243213752517269,0.4448035259227505
110,Propionate,Ruminococcaceae,0.38012026536741605,1.3631401732039434e-06,0.20691776187644798,0.010535565882943654
111,Propionate,Peptococcaceae,0.019419105220674082,0.8122992962460522,0.07385600590535779,0.3658484704797984
112,Propionate,Anaerotruncus,0.45964478910884143,2.5712870579926922e-09,0.2986713094945266,0.00018582366507607266
113,Propionate,Lactobacillus,0.24689095301350458,0.0021668081864431813,0.16797723617937238,0.03858469145476893
114,Propionate,Desulfovibrio,0.025722356448220386,0.7530952239901593,0.12587575586524702,0.12228761089432838
115,Propionate,Bacteroides-caecimuris,0.14006167812163745,0.08524435171693305,0.14458050618149318,0.07554468451923549
116,Propionate,Ruminococcus-sp.-N15.MGS-57,-0.03788859704322963,0.6430544712079498,-0.0021493550130882322,0.9790337606289286
117,Propionate,mouse-gut-metagenome,-0.012670284573531733,0.8768792868864875,0.020226082864990072,0.804652294683742
118,Propionate,Candidatus-Saccharimonas,0.12810414053300523,0.11575964196503613,0.03699184183663593,0.6509403966541956
119,Propionate,Odoribacter,0.4086384213694045,1.7279367159759032e-07,0.06944926804303066,0.3952210801991377
