,Variable,Statistic,P-value,log10(P-value)
67,Butyricimonas-synergistica,6.927854613973906,1e-06,-6.0
68,Butyricimonas-virosa,5.10288636218119,0.001,-3.0
69,Candidatus-Arthromitus,inf,0.0003,-3.5228787452803374
70,Candidatus-Gastranaerophilales-bacterium-Zag_111,0.506988726469587,0.8539,-0.06859298644342653
71,Candidatus-Saccharimonas,1.6037979538664782,0.1581,-0.801068130067791
72,Candidatus-Soleaferrea,64.33397315680465,1e-06,-6.0
73,Candidatus-Stoquefichus,inf,0.0004,-3.3979400086720375
74,Caproiciproducens,,1e-06,-6.0
75,Catenibacterium,6.062933836518273,0.00017,-3.769551078621726
76,Cellulosimicrobium,inf,1e-06,-6.0
77,Cetobacterium,1.0000000000000009,1.0,0.0
78,Chloroplast,4.0372854899409685,4e-06,-5.3979400086720375
79,Christensenella-minuta,18.309771107479218,1e-06,-6.0
80,Christensenella-sp.-Marseille-P2437,12.597767635515943,0.0003,-3.5228787452803374
81,Christensenellaceae,7.63906050900397,1e-06,-6.0
82,Christensenellaceae-R-7-group,2.6816777750689726,0.0057,-2.2441251443275085
83,Clostridia,29.251161558266606,1e-06,-6.0
84,Clostridia-UCG-014,5.183566868809701,0.0009,-3.0457574905606752
85,Clostridia-vadinBB60-group,106.75781318129516,1e-06,-6.0
86,Clostridiales-bacterium-CIEAF-012,4.127828050767061,0.0026,-2.5850266520291822
87,Clostridiales-bacterium-CIEAF-020,1.0366303901993101,0.2599,-0.5851937204989873
88,Clostridiales-bacterium-CIEAF-021,inf,0.0003,-3.5228787452803374
89,Clostridiales-bacterium-CIEAF-026,8.358714997716563,0.0005,-3.3010299956639813
90,Clostridium-isatidis,inf,0.00017,-3.769551078621726
91,Clostridium-sensu-stricto-1,117.99175396600347,1e-06,-6.0
92,Clostridium-sp.-ASF356,,1e-06,-6.0
93,Clostridium-sp.-Clone-44,23.615917480241833,1e-06,-6.0
94,Clostridium-sp.-Clone-47,inf,0.0005,-3.3010299956639813
95,Clostridium-sp.-Clone-49,,1e-06,-6.0
96,Clostridium-sp.-Culture-27,3.0005311406773436,0.0026,-2.5850266520291822
97,Clostridium-sp.-Culture-41,11.540702101358653,0.0005,-3.3010299956639813
98,Clostridium-sp.-Culture-54,1.6525403607126254,0.1504,-0.8227521637443765
99,Clostridium-sp.-ND2,6.974981433611168,0.0004,-3.3979400086720375
100,Colidextribacter,6.122955890413458,0.0004,-3.3979400086720375
101,Collinsella,0.3666709797186023,0.9877,-0.005374946231395327
102,Coprococcus,1166.5423088289667,0.00017,-3.769551078621726
103,Coriobacteriaceae-UCG-002,7.364030021574863,1e-06,-6.0
104,Corynebacterium,0.034501445055055,1.0,0.0
105,Corynebacterium-propinquum,1.652246246265673,0.00017,-3.769551078621726
106,Corynebacterium-tuberculostearicum,inf,0.0003,-3.5228787452803374
107,DNF00809,inf,1e-06,-6.0
108,Defluviitaleaceae-UCG-011,22.16656758167344,0.00017,-3.769551078621726
109,Desmonostoc-PCC-7422,12.281193327660825,0.0004,-3.3979400086720375
110,Desulfovibrio,9.355118412195402,1e-06,-6.0
111,Desulfovibrio-fairfieldensis,182.981793643924,0.0002,-3.6989700043360187
112,Desulfovibrionaceae,105.06442902033275,1e-06,-6.0
113,Devosia,inf,0.0005,-3.3010299956639813
114,Dialister,0.9999999999999988,1.0,0.0
115,Dialister-invisus-DSM-15470,1.781677613726812,0.167,-0.7772835288524167
116,Dialister-sp.-Marseille-P5638,0.7495049816101315,1.0,0.0
117,Dielma,23.284238121438776,0.00017,-3.769551078621726
118,Dorea-sp.-5-2,9.155033369476625,2e-05,-4.698970004336019
119,Dubosiella,19.109125747566292,1e-06,-6.0
120,Dubosiella-newyorkensis,19.88367331745273,4e-05,-4.3979400086720375
121,Dyadobacter-fermentans,3.048637264303137,0.0005,-3.3010299956639813
122,Eggerthella,153.6072568795352,0.00017,-3.769551078621726
123,Eisenbergiella,11.830068032389242,1e-06,-6.0
124,Elizabethkingia,9.612713581549144,0.0004,-3.3979400086720375
125,Endozoicomonas,1.0000000000000009,1.0,0.0
126,Enterobacterales,inf,0.0004,-3.3979400086720375
127,Enterobacteriaceae,5.437335171385481,0.0017,-2.769551078621726
128,Enterococcus,5.510557865058704,0.0006,-3.2218487496163566
129,Enterorhabdus,2.660610841270377,0.072,-1.1426675035687315
130,Erysipelatoclostridium,72.69874234168572,1e-06,-6.0
131,Erysipelatoclostridium-ramosum,inf,0.0003,-3.5228787452803374
132,Erysipelotrichaceae,9.6099329406367,1e-06,-6.0
133,Erysipelotrichaceae-UCG-003,8.408037452742636,0.0004,-3.3979400086720375
134,Escherichia-Shigella,43401.52460604591,1e-06,-6.0
135,Ethanoligenenaceae,8.777395103827045,0.00017,-3.769551078621726
136,Eubacterium-plexicaudatum,56.3147812279332,2e-05,-4.698970004336019
137,Eubacterium-sp.-14-2,0.9089118670784048,0.8734,-0.05878681241467872
138,Faecalibacterium,0.7406468025195679,0.6612,-0.17966715510059011
139,Faecalibaculum,5.372082436970719,0.0022,-2.657577319177794
140,Faecalibaculum-rodentium,3.0452286373725483,0.0003,-3.5228787452803374
141,Faecalitalea,1.1882723239126745,0.0073,-2.136677139879544
142,Family-XIII-AD3011-group,10.730524547760396,2e-05,-4.698970004336019
143,Family-XIII-UCG-001,inf,1e-06,-6.0
144,Firmicutes,1.0000000000000002,1.0,0.0
145,Flavobacterium,4.940511804915098,0.0002,-3.6989700043360187
146,Flavonifractor,87.05594367974818,2e-05,-4.698970004336019
147,Frisingicoccus,5.404566880473369,6e-05,-4.221848749616356
148,Fusicatenibacter,1.0000000000000009,1.0,0.0
149,Fusobacterium,inf,0.0005,-3.3010299956639813
150,GCA-900066575,0.24647166462668246,0.988,-0.005243055412371883
151,Gastranaerophilales,1.4026922188360051,0.0592,-1.2276782932770802
152,Harryflintia,11.6072194079251,7e-06,-5.154901959985743
153,Helicobacter,0.23349842986092115,0.959,-0.018181392829336417
154,Helicobacter-ganmani,86.6556976827205,1e-06,-6.0
155,Helicobacter-hepaticus,38.14357945917361,1e-06,-6.0
156,Helicobacter-mastomyrinus,3.115162200730441,0.005,-2.3010299956639813
157,Holdemanella,inf,0.00017,-3.769551078621726
158,Incertae-Sedis,47.672056691916154,1e-06,-6.0
159,Intestinimonas,3.719227186494512,0.0169,-1.7721132953863266
160,Klebsiella,112.62880388613497,2e-06,-5.698970004336019
161,Lachnoclostridium,7.2878496560562676,2e-05,-4.698970004336019
162,Lachnospiraceae,9.436596063189368,2e-05,-4.698970004336019
163,Lachnospiraceae-AC2044-group,3.016179480790769,0.0058,-2.2365720064370627
164,Lachnospiraceae-FCS020-group,24.14458320238905,1e-06,-6.0
165,Lachnospiraceae-NC2004-group,1.0,1.0,0.0
166,Lachnospiraceae-NK4A136-group,34.12177255378177,5e-05,-4.301029995663981
167,Lachnospiraceae-UCG-001,33.77684959660112,1e-06,-6.0
168,Lachnospiraceae-UCG-006,3.4182373388331238,0.0012,-2.9208187539523753
169,Lachnospiraceae-UCG-010,22.764046164831967,1e-06,-6.0
170,Lachnospiraceae-bacterium-10-1,9.516461500956252,2e-06,-5.698970004336019
171,Lachnospiraceae-bacterium-28-4,3.550387369813567,0.0136,-1.8664610916297826
172,Lachnospiraceae-bacterium-3-2,0.6697652446116457,0.7992,-0.09734452478207409
173,Lachnospiraceae-bacterium-595,0.4652090221289381,0.7883,-0.10330847343711594
174,Lachnospiraceae-bacterium-A4,1.3139994369673806,0.0078,-2.1079053973095196
175,Lachnospiraceae-bacterium-COE1,0.04373283851379804,0.9998,-8.686758342857122e-05
176,Lachnospiraceae-bacterium-DW59,4.526492794959082,0.0042,-2.3767507096020997
177,Lactobacillales,1.0000000000000004,1.0,0.0
178,Lactobacillus,5.094722615507467,0.0004,-3.3979400086720375
179,Lactobacillus-intestinalis,3003.066998016568,1e-06,-6.0
180,Lactobacillus-mucosae-LM1,0.7385436275354289,1.0,0.0
181,Lactobacillus-murinus,93.42849587513726,1e-06,-6.0
182,Lactococcus,1.7282481961377634,0.1558,-0.8074325466634543
183,Lactococcus-raffinolactis,inf,1e-06,-6.0
184,Leuconostoc,11.621318096935816,2e-05,-4.698970004336019
185,Lysinibacillus,0.7964742795565054,0.644,-0.1911141326401879
186,Lysobacter,1.0,0.9989,-0.0004779868710962119
187,Malacoplasma-muris,3.3989139129474157,0.0112,-1.9507819773298183
188,Marvinbryantia,33.71986515870529,0.0004,-3.3979400086720375
189,Megamonas,0.2892887879701859,0.9247,-0.03399914237121598
190,Megasphaera,inf,0.0005,-3.3010299956639813
191,Methyloprofundus,3.6893550562288486,1e-06,-6.0
192,Micrococcaceae,1.5559255847694653,0.0706,-1.1511952989481962
193,Monoglobus,29.93658488186914,1e-06,-6.0
194,Morganella,1.0759164136995791,0.2047,-0.6888821573374944
195,Mucilaginibacter,,1e-06,-6.0
196,Mucispirillum,0.9869341215029848,0.3198,-0.49512154058978414
197,Mucispirillum-schaedleri,4.264163935035026,0.0032,-2.494850021680094
198,Muribaculaceae,9.301576566804208,0.0005,-3.3010299956639813
199,Muribaculum,30.841279407397224,1e-06,-6.0
200,Muribaculum-intestinale,4.096453532115823,0.0087,-2.0604807473813813
201,NK4A214-group,40.00947453108482,0.0002,-3.6989700043360187
202,Negativibacillus,25.14640466515428,6e-05,-4.221848749616356
203,Nostoc-PCC-73102,6.300241140491138,1e-06,-6.0
204,Nostocaceae,0.9999999999999998,1.0,0.0
205,Odoribacter,94.27522513603049,1e-06,-6.0
206,Oscillibacter,10.884277625718203,0.0002,-3.6989700043360187
207,Oscillospiraceae,6.786241904299609,0.0011,-2.958607314841775
208,Oscillospirales,263.97109761982114,1e-06,-6.0
209,Oxalobacter-formigenes,0.9760834788405066,1.0,0.0
210,Paenarthrobacter,3.0877750115601876,0.0131,-1.8827287043442358
211,Paludicola,41.35952594203886,1e-06,-6.0
212,Parabacteroides,965.0289276694103,1e-06,-6.0
213,Parabacteroides-distasonis,1.7295221783049095,0.1483,-0.828858848971618
214,Parabacteroides-goldsteinii,28.70901043486204,1e-06,-6.0
215,Parabacteroides-merdae,27.112461578630107,0.0005,-3.3010299956639813
216,Parabacteroides-sp.,70.0145307965682,2e-05,-4.698970004336019
217,Parabacteroides-sp.-CT06,0.471451285727261,1.0,0.0
218,Paraprevotella,14.737443429740377,0.0003,-3.5228787452803374
219,Parasutterella,1.3817798885399708,0.2741,-0.5620909644605016
220,Parasutterella-excrementihominis,9.46137852874854,0.0028,-2.5528419686577806
221,Parvibacter,6.277970227262285,0.0003,-3.5228787452803374
222,Pasteurellaceae-bacterium,112.21745561236116,1e-06,-6.0
223,Pedobacter,,1e-06,-6.0
224,Peptococcaceae,25.817177884374274,0.00013,-3.886056647693163
225,Peptococcus,8.22924850412635,2e-06,-5.698970004336019
226,Peptoniphilus,inf,0.0004,-3.3979400086720375
227,Peptostreptococcaceae,6.226312504147186,0.0007,-3.154901959985743
228,Porphyromonas,3.000193380539117,0.0005,-3.3010299956639813
229,Prevotella,inf,0.0004,-3.3979400086720375
230,Prevotellaceae,69.43623681348606,1e-06,-6.0
231,Prevotellaceae-UCG-001,2.5670218839645456,0.0059,-2.2291479883578558
232,Proteus,1293.713065177943,1e-06,-6.0
233,Providencia,4.131230798603528,0.0042,-2.3767507096020997
234,Providencia-alcalifaciens,4.480891810277939,0.0035,-2.4559319556497243
235,Pseudarthrobacter,inf,0.0004,-3.3979400086720375
236,Pseudomonas,1.0043086101720191,0.00017,-3.769551078621726
237,RF39,1.0471176972581193,0.4044,-0.39318885308103657
238,Rhizobiaceae,1.4804433626598348,0.0003,-3.5228787452803374
239,Rhodococcus,0.9999999999999998,1.0,0.0
240,Rhodospirillales,5.750282042881464,0.0003,-3.5228787452803374
241,Rickettsia,inf,1e-06,-6.0
242,Rikenella,119.21153047355652,1e-06,-6.0
243,Rikenella-sp.-Marseille-P3215,181.39161289473049,0.0003,-3.5228787452803374
244,Rikenellaceae,25.508594544580028,1e-06,-6.0
245,Rikenellaceae-RC9-gut-group,30.328136135453516,1e-06,-6.0
246,Rikenellaceae-bacterium-DTU002,1.0000000000000007,1.0,0.0
247,Romboutsia,12.386197343729464,9e-05,-4.045757490560675
248,Roseburia,16.09776809828645,1e-06,-6.0
249,Ruminiclostridium,inf,0.0003,-3.5228787452803374
250,Ruminococcaceae,5.562838103060626,0.0012,-2.9208187539523753
251,Ruminococcus,8.221274372032067,1e-06,-6.0
252,Ruminococcus-sp.-N15.MGS-57,13.988322859272609,1e-06,-6.0
253,Shewanella,0.9999999999999998,1.0,0.0
254,Sphingobium,3.5586305527599866,0.005,-2.3010299956639813
255,Sphingomonas,2.4031197897174983,8e-05,-4.096910013008056
256,Sphingopyxis,0.9999999999999991,1.0,0.0
257,Streptococcus,1.880771198532082,0.1452,-0.838033383635925
258,Streptococcus-danieliae,1.7893167711974562,0.0003,-3.5228787452803374
259,Streptococcus-respiraculi,5.251502289059088,0.005,-2.3010299956639813
260,Streptomyces-sp.-Q1,inf,0.0003,-3.5228787452803374
261,Subdoligranulum,0.6604789191981141,0.8121,-0.09039048950983113
262,Subgroup-2,inf,0.0004,-3.3979400086720375
263,Tannerellaceae,72.8829417837403,1e-06,-6.0
264,Turicibacter,109.74443001083557,1e-06,-6.0
265,Turicimonas-muris,0.9999999999999999,0.854,-0.06854212931099495
266,Tuzzerella,24.751278407713194,1e-06,-6.0
267,Tyzzerella,0.9398246681141266,0.5419,-0.2660808489876091
268,UBA1819,5.4181337355383326,0.0032,-2.494850021680094
269,UCG-003,13.574103107786492,1e-06,-6.0
270,UCG-005,4.813328160091775,0.0021,-2.677780705266081
271,UCG-007,inf,0.0003,-3.5228787452803374
272,UCG-009,32.541198220857666,0.0003,-3.5228787452803374
273,UCG-010,3.04329070795632,0.0206,-1.6861327796308465
274,Vagococcus,0.9999999999999997,1.0,0.0
275,Vagococcus-fluvialis,1.8070479536491248,0.00017,-3.769551078621726
276,Veillonella,424.18856781418424,0.0003,-3.5228787452803374
277,Verrucomicrobiaceae-bacterium-CHC8,3.7612777473677004,0.0002,-3.6989700043360187
278,Vibrio,2.109254173572562,0.0003,-3.5228787452803374
279,Victivallis-vadensis,inf,0.0003,-3.5228787452803374
280,Wolbachia,inf,0.0005,-3.3010299956639813
281,Xanthobacteraceae,2.950825424663576,0.0003,-3.5228787452803374
282,[Acetivibrio]-ethanolgignens-group,26.868186328132406,7e-05,-4.154901959985743
283,[Clostridium]-aldenense,1.3108441833919589,0.0004,-3.3979400086720375
284,[Clostridium]-cocleatum,inf,0.00017,-3.769551078621726
285,[Clostridium]-innocuum-group,,1e-06,-6.0
286,[Clostridium]-leptum,9.406133773107552,9e-06,-5.045757490560675
287,[Clostridium]-methylpentosum-group,340.33006978408537,0.0005,-3.3010299956639813
288,[Eubacterium]-brachy-group,2.9432168534486505,0.0181,-1.7423214251308154
289,[Eubacterium]-coprostanoligenes-group,7.456749376224909,1e-06,-6.0
290,[Eubacterium]-fissicatena-group,7.499276696771591,1e-06,-6.0
291,[Eubacterium]-hallii-group,3.2817643679951107,1e-06,-6.0
292,[Eubacterium]-nodatum-group,8.55932932570026,7e-05,-4.154901959985743
293,[Eubacterium]-oxidoreducens-group,2.711440489061702,0.0219,-1.6595558851598817
294,[Eubacterium]-ventriosum-group,7.643154638721723,0.003,-2.5228787452803374
295,[Eubacterium]-xylanophilum-group,12.166914132794922,2e-05,-4.698970004336019
296,[Ruminococcus]-gnavus-group,,1e-06,-6.0
297,[Ruminococcus]-torques-group,0.13420366391453886,0.9997,-0.00013030789173217684
298,bacterium-enrichment-culture-clone-M153,4.139506273626997,0.0005,-3.3010299956639813
299,gut-metagenome,2.111151565013876,0.0485,-1.3142582613977363
300,human-gut-metagenome,0.8867305152387567,0.8666,-0.06218131530164398
301,marine-metagenome,1.3890138026093746,0.0628,-1.202040356262804
302,metagenome,0.45545634490331927,0.9999,-4.3431619807505604e-05
303,mouse-gut-metagenome,0.8412142893110792,0.532,-0.2740883677049518
